ID_RRES_v5,Module
FGRAMPH1_01T13325,F09
FGRAMPH1_01T13327,F02
FGRAMPH1_01T13329,F12
FGRAMPH1_01T13331,F01
FGRAMPH1_01T13333,F07
FGRAMPH1_01T13335,F06
FGRAMPH1_01T13337,F05
FGRAMPH1_01T13339,F01
FGRAMPH1_01T13341,F04
FGRAMPH1_01T13343,F01
FGRAMPH1_01T13347,F03
FGRAMPH1_01T13349,F11
FGRAMPH1_01T13351,F01
FGRAMPH1_01T13361,F03
FGRAMPH1_01T13363,F01
FGRAMPH1_01T13365,F02
FGRAMPH1_01T13367,F03
FGRAMPH1_01T13369,F02
FGRAMPH1_01T13371,F13
FGRAMPH1_01T13373,F05
FGRAMPH1_01T13375,F05
FGRAMPH1_01T13377,F01
FGRAMPH1_01T13379,F03
FGRAMPH1_01T13381,F03
FGRAMPH1_01T13383,F03
FGRAMPH1_01T13385,F06
FGRAMPH1_01T13387,F03
FGRAMPH1_01T13389,F03
FGRAMPH1_01T13391,F01
FGRAMPH1_01T13393,F03
FGRAMPH1_01T13395,F03
FGRAMPH1_01T13397,F01
FGRAMPH1_01T13401,F01
FGRAMPH1_01T13403,F03
FGRAMPH1_01T13407,F03
FGRAMPH1_01T13409,F12
FGRAMPH1_01T13411,F06
FGRAMPH1_01T13413,F04
FGRAMPH1_01T13415,F14
FGRAMPH1_01T13417,F03
FGRAMPH1_01T13419,F01
FGRAMPH1_01T13421,F04
FGRAMPH1_01T13423,F05
FGRAMPH1_01T13425,F05
FGRAMPH1_01T13427,F03
FGRAMPH1_01T13429,F04
FGRAMPH1_01T13431,F01
FGRAMPH1_01T13433,F17
FGRAMPH1_01T13435,F18
FGRAMPH1_01T13439,F09
FGRAMPH1_01T13441,F11
FGRAMPH1_01T13443,F04
FGRAMPH1_01T13445,F04
FGRAMPH1_01T13447,F03
FGRAMPH1_01T13449,F04
FGRAMPH1_01T13451,F03
FGRAMPH1_01T13453,F01
FGRAMPH1_01T13455,F03
FGRAMPH1_01T13457,F04
FGRAMPH1_01T13459,F01
FGRAMPH1_01T13461,F06
FGRAMPH1_01T13463,F04
FGRAMPH1_01T13465,F10
FGRAMPH1_01T13467,F04
FGRAMPH1_01T13477,F01
FGRAMPH1_01T13479,F01
FGRAMPH1_01T13481,F08
FGRAMPH1_01T13483,F01
FGRAMPH1_01T13485,F03
FGRAMPH1_01T13487,F04
FGRAMPH1_01T13495,F18
FGRAMPH1_01T13497,F01
FGRAMPH1_01T13499,F03
FGRAMPH1_01T13503,F11
FGRAMPH1_01T13505,F06
FGRAMPH1_01T13509,F01
FGRAMPH1_01T13511,F01
FGRAMPH1_01T13513,F02
FGRAMPH1_01T13515,F01
FGRAMPH1_01T13517,F01
FGRAMPH1_01T13519,F01
FGRAMPH1_01T13521,F01
FGRAMPH1_01T13525,F04
FGRAMPH1_01T13527,F05
FGRAMPH1_01T13531,F02
FGRAMPH1_01T13535,F05
FGRAMPH1_01T13537,F08
FGRAMPH1_01T13539,F02
FGRAMPH1_01T13543,F03
FGRAMPH1_01T13545,F10
FGRAMPH1_01T13555,F02
FGRAMPH1_01T13557,F01
FGRAMPH1_01T13561,F04
FGRAMPH1_01T13565,F04
FGRAMPH1_01T13567,F04
FGRAMPH1_01T13569,F04
FGRAMPH1_01T13571,F04
FGRAMPH1_01T13573,F04
FGRAMPH1_01T13575,F01
FGRAMPH1_01T13577,F03
FGRAMPH1_01T13581,F03
FGRAMPH1_01T13585,F04
FGRAMPH1_01T13589,F01
FGRAMPH1_01T13593,F08
FGRAMPH1_01T13595,F03
FGRAMPH1_01T13597,F02
FGRAMPH1_01T13599,F01
FGRAMPH1_01T13601,F01
FGRAMPH1_01T13603,F01
FGRAMPH1_01T13605,F01
FGRAMPH1_01T13607,F01
FGRAMPH1_01T13609,F06
FGRAMPH1_01T13613,F03
FGRAMPH1_01T13617,F01
FGRAMPH1_01T13619,F06
FGRAMPH1_01T13621,F10
FGRAMPH1_01T13623,F10
FGRAMPH1_01T13625,F06
FGRAMPH1_01T13627,F01
FGRAMPH1_01T13633,F03
FGRAMPH1_01T13635,F06
FGRAMPH1_01T13637,F02
FGRAMPH1_01T13645,F06
FGRAMPH1_01T13647,F02
FGRAMPH1_01T13649,F01
FGRAMPH1_01T13653,F01
FGRAMPH1_01T13655,F06
FGRAMPH1_01T13657,F08
FGRAMPH1_01T13659,F06
FGRAMPH1_01T13661,F06
FGRAMPH1_01T13663,F10
FGRAMPH1_01T13667,F02
FGRAMPH1_01T13669,F05
FGRAMPH1_01T13671,F10
FGRAMPH1_01T13673,F01
FGRAMPH1_01T13677,F08
FGRAMPH1_01T13679,F03
FGRAMPH1_01T13683,F04
FGRAMPH1_01T13685,F01
FGRAMPH1_01T13687,F08
FGRAMPH1_01T13689,F14
FGRAMPH1_01T13693,F03
FGRAMPH1_01T13697,F04
FGRAMPH1_01T13699,F01
FGRAMPH1_01T13701,F01
FGRAMPH1_01T13703,F01
FGRAMPH1_01T13705,F02
FGRAMPH1_01T13711,F03
FGRAMPH1_01T13715,F04
FGRAMPH1_01T13719,F01
FGRAMPH1_01T13723,F04
FGRAMPH1_01T13725,F01
FGRAMPH1_01T13729,F04
FGRAMPH1_01T13731,F01
FGRAMPH1_01T13733,F04
FGRAMPH1_01T13735,F04
FGRAMPH1_01T13737,F02
FGRAMPH1_01T13739,F03
FGRAMPH1_01T13741,F09
FGRAMPH1_01T13743,F02
FGRAMPH1_01T13747,F06
FGRAMPH1_01T13749,F02
FGRAMPH1_01T13755,F08
FGRAMPH1_01T13757,F03
FGRAMPH1_01T13759,F01
FGRAMPH1_01T13761,F01
FGRAMPH1_01T13769,F01
FGRAMPH1_01T13771,F04
FGRAMPH1_01T13773,F06
FGRAMPH1_01T13775,F01
FGRAMPH1_01T13777,F04
FGRAMPH1_01T13779,F05
FGRAMPH1_01T13791,F07
FGRAMPH1_01T13793,F01
FGRAMPH1_01T13795,F02
FGRAMPH1_01T13797,F04
FGRAMPH1_01T13799,F08
FGRAMPH1_01T13801,F03
FGRAMPH1_01T13803,F03
FGRAMPH1_01T13805,F10
FGRAMPH1_01T13807,F01
FGRAMPH1_01T13809,F04
FGRAMPH1_01T13811,F03
FGRAMPH1_01T13813,F08
FGRAMPH1_01T13815,F04
FGRAMPH1_01T13817,F03
FGRAMPH1_01T13819,F04
FGRAMPH1_01T13821,F01
FGRAMPH1_01T13823,F02
FGRAMPH1_01T13827,F03
FGRAMPH1_01T13833,F10
FGRAMPH1_01T13837,F04
FGRAMPH1_01T13839,F01
FGRAMPH1_01T13841,F02
FGRAMPH1_01T13845,F06
FGRAMPH1_01T13847,F01
FGRAMPH1_01T13849,F08
FGRAMPH1_01T13851,F03
FGRAMPH1_01T13855,F04
FGRAMPH1_01T13857,F03
FGRAMPH1_01T13859,F12
FGRAMPH1_01T13861,F09
FGRAMPH1_01T13863,F06
FGRAMPH1_01T13867,F01
FGRAMPH1_01T13873,F01
FGRAMPH1_01T13875,F04
FGRAMPH1_01T13879,F03
FGRAMPH1_01T13881,F04
FGRAMPH1_01T13883,F09
FGRAMPH1_01T13887,F04
FGRAMPH1_01T13889,F01
FGRAMPH1_01T13891,F04
FGRAMPH1_01T13893,F04
FGRAMPH1_01T13895,F01
FGRAMPH1_01T13903,F06
FGRAMPH1_01T13909,F01
FGRAMPH1_01T13917,F01
FGRAMPH1_01T13919,F09
FGRAMPH1_01T13923,F04
FGRAMPH1_01T13925,F03
FGRAMPH1_01T13927,F04
FGRAMPH1_01T13929,F06
FGRAMPH1_01T13931,F12
FGRAMPH1_01T13933,F01
FGRAMPH1_01T13935,F14
FGRAMPH1_01T13937,F03
FGRAMPH1_01T13939,F01
FGRAMPH1_01T13941,F04
FGRAMPH1_01T13943,F03
FGRAMPH1_01T13945,F06
FGRAMPH1_01T13947,F10
FGRAMPH1_01T13949,F03
FGRAMPH1_01T13955,F09
FGRAMPH1_01T13959,F01
FGRAMPH1_01T13971,F04
FGRAMPH1_01T13975,F03
FGRAMPH1_01T13977,F03
FGRAMPH1_01T13979,F04
FGRAMPH1_01T13981,F01
FGRAMPH1_01T13983,F01
FGRAMPH1_01T13985,F06
FGRAMPH1_01T13987,F10
FGRAMPH1_01T13991,F06
FGRAMPH1_01T13997,F01
FGRAMPH1_01T13999,F06
FGRAMPH1_01T14001,F05
FGRAMPH1_01T14003,F04
FGRAMPH1_01T14005,F03
FGRAMPH1_01T14007,F01
FGRAMPH1_01T14009,F03
FGRAMPH1_01T14011,F03
FGRAMPH1_01T14013,F02
FGRAMPH1_01T14017,F03
FGRAMPH1_01T14019,F03
FGRAMPH1_01T14021,F09
FGRAMPH1_01T14025,F07
FGRAMPH1_01T14027,F03
FGRAMPH1_01T14031,F07
FGRAMPH1_01T14033,F08
FGRAMPH1_01T14035,F04
FGRAMPH1_01T14041,F09
FGRAMPH1_01T14043,F01
FGRAMPH1_01T14045,F01
FGRAMPH1_01T14047,F04
FGRAMPH1_01T14051,F03
FGRAMPH1_01T14053,F01
FGRAMPH1_01T14057,F01
FGRAMPH1_01T14059,F01
FGRAMPH1_01T14063,F17
FGRAMPH1_01T14065,F05
FGRAMPH1_01T14067,F02
FGRAMPH1_01T14069,F08
FGRAMPH1_01T14071,F08
FGRAMPH1_01T14075,F03
FGRAMPH1_01T14081,F08
FGRAMPH1_01T14083,F08
FGRAMPH1_01T14085,F14
FGRAMPH1_01T14089,F10
FGRAMPH1_01T14091,F06
FGRAMPH1_01T14095,F03
FGRAMPH1_01T14097,F10
FGRAMPH1_01T14099,F01
FGRAMPH1_01T14101,F01
FGRAMPH1_01T14103,F03
FGRAMPH1_01T14105,F01
FGRAMPH1_01T14109,F01
FGRAMPH1_01T14111,F15
FGRAMPH1_01T14113,F03
FGRAMPH1_01T14115,F01
FGRAMPH1_01T14117,F01
FGRAMPH1_01T14121,F04
FGRAMPH1_01T14123,F04
FGRAMPH1_01T14131,F03
FGRAMPH1_01T14133,F01
FGRAMPH1_01T14135,F03
FGRAMPH1_01T14139,F01
FGRAMPH1_01T14141,F04
FGRAMPH1_01T14143,F08
FGRAMPH1_01T14147,F02
FGRAMPH1_01T14149,F04
FGRAMPH1_01T14153,F10
FGRAMPH1_01T14155,F10
FGRAMPH1_01T14159,F01
FGRAMPH1_01T14161,F02
FGRAMPH1_01T14163,F12
FGRAMPH1_01T14165,F01
FGRAMPH1_01T14169,F03
FGRAMPH1_01T14171,F09
FGRAMPH1_01T14173,F01
FGRAMPH1_01T14177,F08
FGRAMPH1_01T14179,F08
FGRAMPH1_01T14181,F03
FGRAMPH1_01T14183,F03
FGRAMPH1_01T14185,F01
FGRAMPH1_01T14187,F06
FGRAMPH1_01T14189,F01
FGRAMPH1_01T14193,F10
FGRAMPH1_01T14195,F04
FGRAMPH1_01T14199,F01
FGRAMPH1_01T14201,F03
FGRAMPH1_01T14203,F11
FGRAMPH1_01T14205,F06
FGRAMPH1_01T14207,F08
FGRAMPH1_01T14211,F15
FGRAMPH1_01T14215,F01
FGRAMPH1_01T14219,F07
FGRAMPH1_01T14221,F02
FGRAMPH1_01T14223,F10
FGRAMPH1_01T14225,F10
FGRAMPH1_01T14227,F03
FGRAMPH1_01T14231,F16
FGRAMPH1_01T14233,F11
FGRAMPH1_01T14235,F06
FGRAMPH1_01T14243,F17
FGRAMPH1_01T14245,F03
FGRAMPH1_01T14247,F07
FGRAMPH1_01T14249,F06
FGRAMPH1_01T14253,F16
FGRAMPH1_01T14255,F01
FGRAMPH1_01T14259,F03
FGRAMPH1_01T14261,F08
FGRAMPH1_01T14265,F03
FGRAMPH1_01T14267,F03
FGRAMPH1_01T14269,F03
FGRAMPH1_01T14273,F01
FGRAMPH1_01T14277,F04
FGRAMPH1_01T14281,F01
FGRAMPH1_01T14285,F11
FGRAMPH1_01T14287,F01
FGRAMPH1_01T14289,F01
FGRAMPH1_01T14291,F03
FGRAMPH1_01T14293,F02
FGRAMPH1_01T14295,F02
FGRAMPH1_01T14297,F05
FGRAMPH1_01T14299,F02
FGRAMPH1_01T14301,F10
FGRAMPH1_01T14305,F03
FGRAMPH1_01T14307,F06
FGRAMPH1_01T14313,F04
FGRAMPH1_01T14317,F01
FGRAMPH1_01T14319,F02
FGRAMPH1_01T14321,F01
FGRAMPH1_01T14325,F06
FGRAMPH1_01T14327,F02
FGRAMPH1_01T14329,F01
FGRAMPH1_01T14331,F02
FGRAMPH1_01T14339,F01
FGRAMPH1_01T14343,F01
FGRAMPH1_01T14345,F08
FGRAMPH1_01T14347,F07
FGRAMPH1_01T14349,F01
FGRAMPH1_01T14351,F03
FGRAMPH1_01T14353,F08
FGRAMPH1_01T14357,F01
FGRAMPH1_01T14359,F01
FGRAMPH1_01T14365,F04
FGRAMPH1_01T14369,F01
FGRAMPH1_01T14371,F01
FGRAMPH1_01T14373,F04
FGRAMPH1_01T14375,F04
FGRAMPH1_01T14381,F01
FGRAMPH1_01T14383,F01
FGRAMPH1_01T14387,F02
FGRAMPH1_01T14389,F02
FGRAMPH1_01T14395,F01
FGRAMPH1_01T14397,F02
FGRAMPH1_01T14399,F06
FGRAMPH1_01T14401,F01
FGRAMPH1_01T14405,F03
FGRAMPH1_01T14407,F05
FGRAMPH1_01T14417,F01
FGRAMPH1_01T14419,F04
FGRAMPH1_01T14427,F03
FGRAMPH1_01T14435,F08
FGRAMPH1_01T14441,F01
FGRAMPH1_01T14447,F02
FGRAMPH1_01T14449,F01
FGRAMPH1_01T14451,F02
FGRAMPH1_01T14453,F04
FGRAMPH1_01T14457,F10
FGRAMPH1_01T14459,F02
FGRAMPH1_01T14461,F07
FGRAMPH1_01T14463,F07
FGRAMPH1_01T14465,F11
FGRAMPH1_01T14469,F07
FGRAMPH1_01T14473,F01
FGRAMPH1_01T14475,F04
FGRAMPH1_01T14479,F02
FGRAMPH1_01T14481,F04
FGRAMPH1_01T14483,F06
FGRAMPH1_01T14485,F01
FGRAMPH1_01T14487,F03
FGRAMPH1_01T14489,F04
FGRAMPH1_01T14491,F01
FGRAMPH1_01T14493,F05
FGRAMPH1_01T14497,F02
FGRAMPH1_01T14499,F07
FGRAMPH1_01T14501,F02
FGRAMPH1_01T14503,F05
FGRAMPH1_01T14505,F04
FGRAMPH1_01T14509,F07
FGRAMPH1_01T14513,F02
FGRAMPH1_01T14515,F11
FGRAMPH1_01T14517,F09
FGRAMPH1_01T14519,F05
FGRAMPH1_01T14521,F11
FGRAMPH1_01T14523,F04
FGRAMPH1_01T14525,F08
FGRAMPH1_01T14529,F05
FGRAMPH1_01T14533,F01
FGRAMPH1_01T14535,F09
FGRAMPH1_01T14537,F07
FGRAMPH1_01T14541,F07
FGRAMPH1_01T14543,F06
FGRAMPH1_01T14545,F09
FGRAMPH1_01T14547,F08
FGRAMPH1_01T14549,F03
FGRAMPH1_01T14551,F12
FGRAMPH1_01T14553,F05
FGRAMPH1_01T14555,F05
FGRAMPH1_01T14557,F11
FGRAMPH1_01T14559,F07
FGRAMPH1_01T14561,F02
FGRAMPH1_01T14563,F16
FGRAMPH1_01T14567,F03
FGRAMPH1_01T14569,F03
FGRAMPH1_01T14573,F16
FGRAMPH1_01T14575,F02
FGRAMPH1_01T14577,F04
FGRAMPH1_01T14579,F03
FGRAMPH1_01T14581,F03
FGRAMPH1_01T14583,F08
FGRAMPH1_01T14587,F01
FGRAMPH1_01T14591,F03
FGRAMPH1_01T14593,F06
FGRAMPH1_01T14603,F01
FGRAMPH1_01T14605,F01
FGRAMPH1_01T14607,F04
FGRAMPH1_01T14609,F04
FGRAMPH1_01T14611,F01
FGRAMPH1_01T14613,F05
FGRAMPH1_01T14617,F01
FGRAMPH1_01T14619,F01
FGRAMPH1_01T14621,F01
FGRAMPH1_01T14623,F04
FGRAMPH1_01T14627,F08
FGRAMPH1_01T14631,F01
FGRAMPH1_01T14633,F01
FGRAMPH1_01T14635,F08
FGRAMPH1_01T14641,F02
FGRAMPH1_01T14643,F05
FGRAMPH1_01T14645,F11
FGRAMPH1_01T14647,F02
FGRAMPH1_01T14649,F02
FGRAMPH1_01T14651,F06
FGRAMPH1_01T14653,F01
FGRAMPH1_01T14655,F12
FGRAMPH1_01T14657,F02
FGRAMPH1_01T14659,F01
FGRAMPH1_01T14661,F04
FGRAMPH1_01T14663,F01
FGRAMPH1_01T14665,F12
FGRAMPH1_01T14667,F04
FGRAMPH1_01T14669,F09
FGRAMPH1_01T14671,F06
FGRAMPH1_01T14675,F02
FGRAMPH1_01T14677,F05
FGRAMPH1_01T14681,F03
FGRAMPH1_01T14683,F01
FGRAMPH1_01T14685,F05
FGRAMPH1_01T14687,F04
FGRAMPH1_01T14689,F02
FGRAMPH1_01T14691,F02
FGRAMPH1_01T14693,F04
FGRAMPH1_01T14695,F02
FGRAMPH1_01T14697,F01
FGRAMPH1_01T14699,F04
FGRAMPH1_01T14701,F01
FGRAMPH1_01T14705,F08
FGRAMPH1_01T14707,F02
FGRAMPH1_01T14709,F03
FGRAMPH1_01T14711,F01
FGRAMPH1_01T14713,F07
FGRAMPH1_01T14715,F01
FGRAMPH1_01T14717,F07
FGRAMPH1_01T14719,F05
FGRAMPH1_01T14721,F13
FGRAMPH1_01T14725,F02
FGRAMPH1_01T14727,F08
FGRAMPH1_01T14729,F07
FGRAMPH1_01T14735,F03
FGRAMPH1_01T14737,F06
FGRAMPH1_01T14739,F04
FGRAMPH1_01T14741,F06
FGRAMPH1_01T14743,F11
FGRAMPH1_01T14747,F06
FGRAMPH1_01T14753,F07
FGRAMPH1_01T14755,F04
FGRAMPH1_01T14757,F03
FGRAMPH1_01T14759,F03
FGRAMPH1_01T14761,F10
FGRAMPH1_01T14763,F04
FGRAMPH1_01T14767,F02
FGRAMPH1_01T14769,F14
FGRAMPH1_01T14771,F05
FGRAMPH1_01T14773,F08
FGRAMPH1_01T14777,F01
FGRAMPH1_01T14779,F01
FGRAMPH1_01T14781,F10
FGRAMPH1_01T14783,F02
FGRAMPH1_01T14795,F01
FGRAMPH1_01T14797,F13
FGRAMPH1_01T14799,F05
FGRAMPH1_01T14801,F04
FGRAMPH1_01T14803,F07
FGRAMPH1_01T14805,F02
FGRAMPH1_01T14809,F01
FGRAMPH1_01T14811,F02
FGRAMPH1_01T14813,F01
FGRAMPH1_01T14815,F10
FGRAMPH1_01T14817,F03
FGRAMPH1_01T14823,F08
FGRAMPH1_01T14825,F05
FGRAMPH1_01T14827,F03
FGRAMPH1_01T14829,F08
FGRAMPH1_01T14835,F03
FGRAMPH1_01T14837,F08
FGRAMPH1_01T14839,F01
FGRAMPH1_01T14843,F03
FGRAMPH1_01T14845,F09
FGRAMPH1_01T14847,F04
FGRAMPH1_01T14849,F06
FGRAMPH1_01T14851,F08
FGRAMPH1_01T14853,F01
FGRAMPH1_01T14855,F09
FGRAMPH1_01T14859,F02
FGRAMPH1_01T14861,F06
FGRAMPH1_01T14863,F02
FGRAMPH1_01T14865,F03
FGRAMPH1_01T14867,F07
FGRAMPH1_01T14871,F01
FGRAMPH1_01T14875,F05
FGRAMPH1_01T14877,F02
FGRAMPH1_01T14879,F05
FGRAMPH1_01T14881,F04
FGRAMPH1_01T14883,F01
FGRAMPH1_01T14885,F03
FGRAMPH1_01T14887,F18
FGRAMPH1_01T14889,F08
FGRAMPH1_01T14893,F01
FGRAMPH1_01T14895,F06
FGRAMPH1_01T14897,F01
FGRAMPH1_01T14903,F02
FGRAMPH1_01T14905,F02
FGRAMPH1_01T14907,F02
FGRAMPH1_01T14909,F03
FGRAMPH1_01T14911,F02
FGRAMPH1_01T14913,F01
FGRAMPH1_01T14917,F17
FGRAMPH1_01T14919,F13
FGRAMPH1_01T14921,F08
FGRAMPH1_01T14923,F11
FGRAMPH1_01T14925,F02
FGRAMPH1_01T14927,F06
FGRAMPH1_01T14929,F01
FGRAMPH1_01T14931,F01
FGRAMPH1_01T14933,F07
FGRAMPH1_01T14935,F05
FGRAMPH1_01T14941,F05
FGRAMPH1_01T14943,F01
FGRAMPH1_01T14945,F01
FGRAMPH1_01T14947,F02
FGRAMPH1_01T14949,F11
FGRAMPH1_01T14951,F06
FGRAMPH1_01T14953,F04
FGRAMPH1_01T14955,F01
FGRAMPH1_01T14959,F01
FGRAMPH1_01T14961,F01
FGRAMPH1_01T14963,F01
FGRAMPH1_01T14965,F09
FGRAMPH1_01T14967,F01
FGRAMPH1_01T14969,F01
FGRAMPH1_01T14971,F04
FGRAMPH1_01T14973,F07
FGRAMPH1_01T14975,F07
FGRAMPH1_01T14979,F04
FGRAMPH1_01T14981,F01
FGRAMPH1_01T14983,F02
FGRAMPH1_01T14985,F10
FGRAMPH1_01T14987,F06
FGRAMPH1_01T14989,F07
FGRAMPH1_01T14991,F01
FGRAMPH1_01T14993,F06
FGRAMPH1_01T14995,F05
FGRAMPH1_01T14997,F01
FGRAMPH1_01T14999,F05
FGRAMPH1_01T15001,F02
FGRAMPH1_01T15003,F02
FGRAMPH1_01T15005,F01
FGRAMPH1_01T15007,F02
FGRAMPH1_01T15009,F02
FGRAMPH1_01T15011,F01
FGRAMPH1_01T15013,F02
FGRAMPH1_01T15015,F02
FGRAMPH1_01T15017,F01
FGRAMPH1_01T15019,F02
FGRAMPH1_01T15021,F01
FGRAMPH1_01T15023,F02
FGRAMPH1_01T15029,F04
FGRAMPH1_01T15031,F02
FGRAMPH1_01T15033,F01
FGRAMPH1_01T15035,F09
FGRAMPH1_01T15037,F03
FGRAMPH1_01T15039,F04
FGRAMPH1_01T15041,F03
FGRAMPH1_01T15043,F05
FGRAMPH1_01T15045,F02
FGRAMPH1_01T15049,F01
FGRAMPH1_01T15051,F02
FGRAMPH1_01T15059,F01
FGRAMPH1_01T15061,F01
FGRAMPH1_01T15063,F03
FGRAMPH1_01T15071,F01
FGRAMPH1_01T15075,F03
FGRAMPH1_01T15077,F02
FGRAMPH1_01T15079,F02
FGRAMPH1_01T15081,F18
FGRAMPH1_01T15083,F02
FGRAMPH1_01T15087,F10
FGRAMPH1_01T15089,F08
FGRAMPH1_01T15091,F04
FGRAMPH1_01T15093,F01
FGRAMPH1_01T15097,F02
FGRAMPH1_01T15099,F11
FGRAMPH1_01T15101,F02
FGRAMPH1_01T15103,F01
FGRAMPH1_01T15105,F11
FGRAMPH1_01T15109,F07
FGRAMPH1_01T15113,F03
FGRAMPH1_01T15115,F01
FGRAMPH1_01T15117,F01
FGRAMPH1_01T15119,F01
FGRAMPH1_01T15121,F04
FGRAMPH1_01T15123,F01
FGRAMPH1_01T15125,F02
FGRAMPH1_01T15127,F01
FGRAMPH1_01T15129,F01
FGRAMPH1_01T15131,F01
FGRAMPH1_01T15133,F03
FGRAMPH1_01T15135,F04
FGRAMPH1_01T15137,F03
FGRAMPH1_01T15139,F03
FGRAMPH1_01T15141,F01
FGRAMPH1_01T15143,F06
FGRAMPH1_01T15145,F01
FGRAMPH1_01T15151,F01
FGRAMPH1_01T15153,F05
FGRAMPH1_01T15155,F04
FGRAMPH1_01T15157,F02
FGRAMPH1_01T15159,F01
FGRAMPH1_01T15161,F01
FGRAMPH1_01T15163,F01
FGRAMPH1_01T15165,F02
FGRAMPH1_01T15167,F02
FGRAMPH1_01T15169,F01
FGRAMPH1_01T15171,F12
FGRAMPH1_01T15173,F01
FGRAMPH1_01T15175,F01
FGRAMPH1_01T15179,F01
FGRAMPH1_01T15183,F01
FGRAMPH1_01T15185,F06
FGRAMPH1_01T15187,F07
FGRAMPH1_01T15189,F01
FGRAMPH1_01T15191,F03
FGRAMPH1_01T15193,F16
FGRAMPH1_01T15195,F02
FGRAMPH1_01T15203,F01
FGRAMPH1_01T15205,F02
FGRAMPH1_01T15207,F01
FGRAMPH1_01T15209,F08
FGRAMPH1_01T15211,F03
FGRAMPH1_01T15215,F06
FGRAMPH1_01T15217,F01
FGRAMPH1_01T15219,F18
FGRAMPH1_01T15221,F05
FGRAMPH1_01T15223,F01
FGRAMPH1_01T15225,F06
FGRAMPH1_01T15227,F01
FGRAMPH1_01T15231,F08
FGRAMPH1_01T15233,F01
FGRAMPH1_01T15235,F02
FGRAMPH1_01T15241,F05
FGRAMPH1_01T15243,F02
FGRAMPH1_01T15247,F06
FGRAMPH1_01T15249,F01
FGRAMPH1_01T15251,F02
FGRAMPH1_01T15257,F01
FGRAMPH1_01T15259,F01
FGRAMPH1_01T15261,F01
FGRAMPH1_01T15267,F01
FGRAMPH1_01T15269,F03
FGRAMPH1_01T15273,F01
FGRAMPH1_01T15275,F01
FGRAMPH1_01T15277,F04
FGRAMPH1_01T15279,F03
FGRAMPH1_01T15281,F01
FGRAMPH1_01T15285,F04
FGRAMPH1_01T15287,F04
FGRAMPH1_01T15289,F03
FGRAMPH1_01T15291,F03
FGRAMPH1_01T15293,F01
FGRAMPH1_01T15295,F03
FGRAMPH1_01T15297,F03
FGRAMPH1_01T15299,F03
FGRAMPH1_01T15301,F04
FGRAMPH1_01T15307,F04
FGRAMPH1_01T15309,F06
FGRAMPH1_01T15311,F03
FGRAMPH1_01T15313,F04
FGRAMPH1_01T15315,F04
FGRAMPH1_01T15317,F03
FGRAMPH1_01T15319,F03
FGRAMPH1_01T15323,F01
FGRAMPH1_01T15325,F02
FGRAMPH1_01T15327,F01
FGRAMPH1_01T15329,F01
FGRAMPH1_01T15331,F08
FGRAMPH1_01T15333,F03
FGRAMPH1_01T15335,F10
FGRAMPH1_01T15337,F01
FGRAMPH1_01T15339,F01
FGRAMPH1_01T15349,F01
FGRAMPH1_01T15355,F09
FGRAMPH1_01T15359,F04
FGRAMPH1_01T15363,F01
FGRAMPH1_01T15365,F01
FGRAMPH1_01T15371,F01
FGRAMPH1_01T15373,F11
FGRAMPH1_01T15375,F02
FGRAMPH1_01T15381,F07
FGRAMPH1_01T15383,F06
FGRAMPH1_01T15385,F03
FGRAMPH1_01T15387,F01
FGRAMPH1_01T15389,F01
FGRAMPH1_01T15391,F04
FGRAMPH1_01T15393,F08
FGRAMPH1_01T15395,F06
FGRAMPH1_01T15397,F02
FGRAMPH1_01T15399,F09
FGRAMPH1_01T15405,F01
FGRAMPH1_01T15407,F07
FGRAMPH1_01T15409,F02
FGRAMPH1_01T15411,F02
FGRAMPH1_01T15413,F02
FGRAMPH1_01T15415,F05
FGRAMPH1_01T15417,F03
FGRAMPH1_01T15419,F16
FGRAMPH1_01T15421,F01
FGRAMPH1_01T15423,F06
FGRAMPH1_01T15425,F04
FGRAMPH1_01T15431,F01
FGRAMPH1_01T15439,F03
FGRAMPH1_01T15443,F01
FGRAMPH1_01T15445,F01
FGRAMPH1_01T15451,F04
FGRAMPH1_01T15461,F01
FGRAMPH1_01T15463,F01
FGRAMPH1_01T15465,F01
FGRAMPH1_01T15467,F10
FGRAMPH1_01T15469,F04
FGRAMPH1_01T15471,F01
FGRAMPH1_01T15477,F08
FGRAMPH1_01T15479,F04
FGRAMPH1_01T15481,F01
FGRAMPH1_01T15483,F02
FGRAMPH1_01T15485,F01
FGRAMPH1_01T15487,F01
FGRAMPH1_01T15489,F06
FGRAMPH1_01T15491,F01
FGRAMPH1_01T15495,F01
FGRAMPH1_01T15497,F10
FGRAMPH1_01T15499,F03
FGRAMPH1_01T15515,F01
FGRAMPH1_01T15517,F01
FGRAMPH1_01T15519,F01
FGRAMPH1_01T15521,F03
FGRAMPH1_01T15523,F02
FGRAMPH1_01T15531,F10
FGRAMPH1_01T15535,F04
FGRAMPH1_01T15537,F04
FGRAMPH1_01T15541,F01
FGRAMPH1_01T15543,F09
FGRAMPH1_01T15547,F04
FGRAMPH1_01T15549,F06
FGRAMPH1_01T15551,F04
FGRAMPH1_01T15553,F03
FGRAMPH1_01T15555,F01
FGRAMPH1_01T15557,F02
FGRAMPH1_01T15559,F04
FGRAMPH1_01T15561,F01
FGRAMPH1_01T15569,F03
FGRAMPH1_01T15571,F05
