ID_RRES_v5,Module
FGRAMPH1_01T06511,F07
FGRAMPH1_01T06513,F01
FGRAMPH1_01T06515,F02
FGRAMPH1_01T06517,F02
FGRAMPH1_01T06521,F09
FGRAMPH1_01T06523,F07
FGRAMPH1_01T06525,F01
FGRAMPH1_01T06527,F09
FGRAMPH1_01T06529,F04
FGRAMPH1_01T06535,F04
FGRAMPH1_01T06539,F05
FGRAMPH1_01T06541,F03
FGRAMPH1_01T06543,F08
FGRAMPH1_01T06545,F10
FGRAMPH1_01T06547,F01
FGRAMPH1_01T06549,F01
FGRAMPH1_01T06553,F07
FGRAMPH1_01T06555,F09
FGRAMPH1_01T06559,F01
FGRAMPH1_01T06561,F01
FGRAMPH1_01T06563,F02
FGRAMPH1_01T06565,F06
FGRAMPH1_01T06567,F06
FGRAMPH1_01T06569,F03
FGRAMPH1_01T06571,F06
FGRAMPH1_01T06575,F06
FGRAMPH1_01T06577,F03
FGRAMPH1_01T06585,F06
FGRAMPH1_01T06587,F05
FGRAMPH1_01T06589,F06
FGRAMPH1_01T06591,F03
FGRAMPH1_01T06595,F08
FGRAMPH1_01T06599,F03
FGRAMPH1_01T06601,F04
FGRAMPH1_01T06603,F01
FGRAMPH1_01T06607,F06
FGRAMPH1_01T06609,F01
FGRAMPH1_01T06611,F01
FGRAMPH1_01T06613,F03
FGRAMPH1_01T06615,F01
FGRAMPH1_01T06617,F05
FGRAMPH1_01T06619,F01
FGRAMPH1_01T06621,F13
FGRAMPH1_01T06625,F01
FGRAMPH1_01T06627,F05
FGRAMPH1_01T06629,F02
FGRAMPH1_01T06633,F08
FGRAMPH1_01T06635,F09
FGRAMPH1_01T06637,F02
FGRAMPH1_01T06641,F03
FGRAMPH1_01T06643,F11
FGRAMPH1_01T06645,F10
FGRAMPH1_01T06647,F06
FGRAMPH1_01T06651,F01
FGRAMPH1_01T06655,F06
FGRAMPH1_01T06657,F05
FGRAMPH1_01T06659,F05
FGRAMPH1_01T06661,F01
FGRAMPH1_01T06663,F04
FGRAMPH1_01T06665,F04
FGRAMPH1_01T06669,F02
FGRAMPH1_01T06671,F02
FGRAMPH1_01T06673,F07
FGRAMPH1_01T06675,F08
FGRAMPH1_01T06677,F09
FGRAMPH1_01T06681,F04
FGRAMPH1_01T06683,F01
FGRAMPH1_01T06685,F07
FGRAMPH1_01T06689,F05
FGRAMPH1_01T06691,F16
FGRAMPH1_01T06693,F10
FGRAMPH1_01T06695,F02
FGRAMPH1_01T06697,F06
FGRAMPH1_01T06699,F05
FGRAMPH1_01T06701,F01
FGRAMPH1_01T06703,F08
FGRAMPH1_01T06705,F06
FGRAMPH1_01T06707,F08
FGRAMPH1_01T06709,F02
FGRAMPH1_01T06711,F01
FGRAMPH1_01T06713,F04
FGRAMPH1_01T06715,F09
FGRAMPH1_01T06717,F01
FGRAMPH1_01T06719,F13
FGRAMPH1_01T06721,F02
FGRAMPH1_01T06725,F02
FGRAMPH1_01T06727,F06
FGRAMPH1_01T06729,F05
FGRAMPH1_01T06731,F08
FGRAMPH1_01T06733,F01
FGRAMPH1_01T06735,F03
FGRAMPH1_01T06739,F13
FGRAMPH1_01T06741,F02
FGRAMPH1_01T06743,F03
FGRAMPH1_01T06747,F04
FGRAMPH1_01T06751,F10
FGRAMPH1_01T06753,F03
FGRAMPH1_01T06755,F05
FGRAMPH1_01T06757,F09
FGRAMPH1_01T06759,F01
FGRAMPH1_01T06761,F03
FGRAMPH1_01T06763,F01
FGRAMPH1_01T06765,F11
FGRAMPH1_01T06767,F10
FGRAMPH1_01T06769,F02
FGRAMPH1_01T06771,F11
FGRAMPH1_01T06775,F07
FGRAMPH1_01T06777,F09
FGRAMPH1_01T06779,F13
FGRAMPH1_01T06781,F08
FGRAMPH1_01T06783,F08
FGRAMPH1_01T06785,F10
FGRAMPH1_01T06787,F02
FGRAMPH1_01T06789,F08
FGRAMPH1_01T06791,F01
FGRAMPH1_01T06793,F02
FGRAMPH1_01T06795,F03
FGRAMPH1_01T06797,F03
FGRAMPH1_01T06801,F03
FGRAMPH1_01T06799,F02
FGRAMPH1_01T06803,F05
FGRAMPH1_01T06807,F10
FGRAMPH1_01T06811,F08
FGRAMPH1_01T06813,F05
FGRAMPH1_01T06815,F02
FGRAMPH1_01T06817,F03
FGRAMPH1_01T06819,F09
FGRAMPH1_01T06821,F03
FGRAMPH1_01T06825,F05
FGRAMPH1_01T06827,F11
FGRAMPH1_01T06829,F11
FGRAMPH1_01T06831,F01
FGRAMPH1_01T06833,F08
FGRAMPH1_01T06835,F08
FGRAMPH1_01T06837,F02
FGRAMPH1_01T06839,F01
FGRAMPH1_01T06845,F01
FGRAMPH1_01T06847,F11
FGRAMPH1_01T06849,F01
FGRAMPH1_01T06851,F02
FGRAMPH1_01T06853,F02
FGRAMPH1_01T06855,F08
FGRAMPH1_01T06857,F09
FGRAMPH1_01T06859,F16
FGRAMPH1_01T06861,F11
FGRAMPH1_01T06863,F02
FGRAMPH1_01T06867,F05
FGRAMPH1_01T06869,F05
FGRAMPH1_01T06871,F05
FGRAMPH1_01T06875,F08
FGRAMPH1_01T06877,F02
FGRAMPH1_01T06879,F05
FGRAMPH1_01T06881,F02
FGRAMPH1_01T06883,F05
FGRAMPH1_01T06885,F04
FGRAMPH1_01T06889,F01
FGRAMPH1_01T06891,F01
FGRAMPH1_01T06893,F01
FGRAMPH1_01T06895,F01
FGRAMPH1_01T06899,F07
FGRAMPH1_01T06903,F09
FGRAMPH1_01T06905,F01
FGRAMPH1_01T06907,F04
FGRAMPH1_01T06909,F09
FGRAMPH1_01T06911,F05
FGRAMPH1_01T06915,F02
FGRAMPH1_01T06917,F01
FGRAMPH1_01T06919,F01
FGRAMPH1_01T06921,F01
FGRAMPH1_01T06923,F02
FGRAMPH1_01T06925,F17
FGRAMPH1_01T06927,F01
FGRAMPH1_01T06929,F02
FGRAMPH1_01T06931,F03
FGRAMPH1_01T06933,F07
FGRAMPH1_01T06935,F01
FGRAMPH1_01T06937,F01
FGRAMPH1_01T06939,F09
FGRAMPH1_01T06941,F02
FGRAMPH1_01T06943,F03
FGRAMPH1_01T06945,F09
FGRAMPH1_01T06949,F01
FGRAMPH1_01T06955,F16
FGRAMPH1_01T06959,F10
FGRAMPH1_01T06961,F03
FGRAMPH1_01T06963,F03
FGRAMPH1_01T06965,F03
FGRAMPH1_01T06967,F07
FGRAMPH1_01T06969,F03
FGRAMPH1_01T06973,F09
FGRAMPH1_01T06975,F07
FGRAMPH1_01T06977,F10
FGRAMPH1_01T06981,F13
FGRAMPH1_01T06983,F01
FGRAMPH1_01T06985,F05
FGRAMPH1_01T06987,F01
FGRAMPH1_01T06989,F04
FGRAMPH1_01T06991,F01
FGRAMPH1_01T06993,F03
FGRAMPH1_01T06995,F02
FGRAMPH1_01T06997,F04
FGRAMPH1_01T07003,F02
FGRAMPH1_01T07007,F07
FGRAMPH1_01T07015,F03
FGRAMPH1_01T07017,F03
FGRAMPH1_01T07019,F10
FGRAMPH1_01T07021,F11
FGRAMPH1_01T07023,F02
FGRAMPH1_01T07025,F07
FGRAMPH1_01T07027,F01
FGRAMPH1_01T07031,F05
FGRAMPH1_01T07035,F03
FGRAMPH1_01T07037,F08
FGRAMPH1_01T07043,F07
FGRAMPH1_01T07045,F09
FGRAMPH1_01T07049,F01
FGRAMPH1_01T07051,F05
FGRAMPH1_01T07055,F01
FGRAMPH1_01T07059,F05
FGRAMPH1_01T07061,F01
FGRAMPH1_01T07063,F01
FGRAMPH1_01T07069,F09
FGRAMPH1_01T07071,F02
FGRAMPH1_01T07073,F02
FGRAMPH1_01T07077,F04
FGRAMPH1_01T07081,F09
FGRAMPH1_01T07083,F01
FGRAMPH1_01T07085,F02
FGRAMPH1_01T07087,F01
FGRAMPH1_01T07089,F01
FGRAMPH1_01T07091,F01
FGRAMPH1_01T07093,F02
FGRAMPH1_01T07095,F05
FGRAMPH1_01T07101,F01
FGRAMPH1_01T07103,F02
FGRAMPH1_01T07107,F01
FGRAMPH1_01T07111,F01
FGRAMPH1_01T07113,F02
FGRAMPH1_01T07117,F09
FGRAMPH1_01T07121,F01
FGRAMPH1_01T07123,F02
FGRAMPH1_01T07125,F03
FGRAMPH1_01T07127,F02
FGRAMPH1_01T07129,F05
FGRAMPH1_01T07131,F01
FGRAMPH1_01T07135,F04
FGRAMPH1_01T07137,F09
FGRAMPH1_01T07139,F11
FGRAMPH1_01T07141,F02
FGRAMPH1_01T07143,F01
FGRAMPH1_01T07145,F01
FGRAMPH1_01T07153,F01
FGRAMPH1_01T07155,F04
FGRAMPH1_01T07157,F13
FGRAMPH1_01T07159,F10
FGRAMPH1_01T07161,F10
FGRAMPH1_01T07163,F10
FGRAMPH1_01T07165,F10
FGRAMPH1_01T07167,F04
FGRAMPH1_01T07169,F06
FGRAMPH1_01T07171,F01
FGRAMPH1_01T07173,F03
FGRAMPH1_01T07175,F03
FGRAMPH1_01T07177,F03
FGRAMPH1_01T07179,F02
FGRAMPH1_01T07183,F03
FGRAMPH1_01T07185,F07
FGRAMPH1_01T07187,F13
FGRAMPH1_01T07191,F06
FGRAMPH1_01T07195,F01
FGRAMPH1_01T07197,F10
FGRAMPH1_01T07199,F01
FGRAMPH1_01T07201,F05
FGRAMPH1_01T07205,F01
FGRAMPH1_01T07207,F01
FGRAMPH1_01T07209,F03
FGRAMPH1_01T07211,F02
FGRAMPH1_01T07213,F03
FGRAMPH1_01T07215,F02
FGRAMPH1_01T07217,F02
FGRAMPH1_01T07221,F02
FGRAMPH1_01T07225,F02
FGRAMPH1_01T07227,F02
FGRAMPH1_01T07229,F02
FGRAMPH1_01T07233,F07
FGRAMPH1_01T07235,F02
FGRAMPH1_01T07237,F01
FGRAMPH1_01T07241,F02
FGRAMPH1_01T07245,F01
FGRAMPH1_01T07247,F01
FGRAMPH1_01T07249,F05
FGRAMPH1_01T07251,F01
FGRAMPH1_01T07253,F02
FGRAMPH1_01T07257,F11
FGRAMPH1_01T07259,F06
FGRAMPH1_01T07261,F05
FGRAMPH1_01T07263,F03
FGRAMPH1_01T07265,F04
FGRAMPH1_01T07271,F01
FGRAMPH1_01T07275,F05
FGRAMPH1_01T07277,F13
FGRAMPH1_01T07279,F03
FGRAMPH1_01T07281,F03
FGRAMPH1_01T07283,F01
FGRAMPH1_01T07285,F04
FGRAMPH1_01T07289,F01
FGRAMPH1_01T07291,F01
FGRAMPH1_01T07293,F02
FGRAMPH1_01T07295,F01
FGRAMPH1_01T07299,F01
FGRAMPH1_01T07301,F01
FGRAMPH1_01T07303,F04
FGRAMPH1_01T07305,F07
FGRAMPH1_01T07309,F01
FGRAMPH1_01T07317,F04
FGRAMPH1_01T07319,F01
FGRAMPH1_01T07323,F01
FGRAMPH1_01T07325,F01
FGRAMPH1_01T07327,F05
FGRAMPH1_01T07329,F06
FGRAMPH1_01T07331,F01
FGRAMPH1_01T07333,F01
FGRAMPH1_01T07335,F04
FGRAMPH1_01T07337,F01
FGRAMPH1_01T07339,F02
FGRAMPH1_01T07341,F06
FGRAMPH1_01T07345,F16
FGRAMPH1_01T07347,F01
FGRAMPH1_01T07349,F04
FGRAMPH1_01T07355,F02
FGRAMPH1_01T07357,F01
FGRAMPH1_01T07359,F05
FGRAMPH1_01T07361,F12
FGRAMPH1_01T07363,F01
FGRAMPH1_01T07365,F01
FGRAMPH1_01T07367,F02
FGRAMPH1_01T07375,F01
FGRAMPH1_01T07373,F07
FGRAMPH1_01T07377,F08
FGRAMPH1_01T07379,F05
FGRAMPH1_01T07381,F09
FGRAMPH1_01T07383,F01
FGRAMPH1_01T07385,F10
FGRAMPH1_01T07387,F01
FGRAMPH1_01T07389,F07
FGRAMPH1_01T07391,F05
FGRAMPH1_01T07393,F05
FGRAMPH1_01T07395,F04
FGRAMPH1_01T07397,F01
FGRAMPH1_01T07399,F01
FGRAMPH1_01T07401,F10
FGRAMPH1_01T07403,F06
FGRAMPH1_01T07405,F01
FGRAMPH1_01T07407,F07
FGRAMPH1_01T07409,F01
FGRAMPH1_01T07411,F01
FGRAMPH1_01T07413,F11
FGRAMPH1_01T07415,F09
FGRAMPH1_01T07417,F02
FGRAMPH1_01T07419,F01
FGRAMPH1_01T07423,F06
FGRAMPH1_01T07427,F02
FGRAMPH1_01T07431,F04
FGRAMPH1_01T07435,F01
FGRAMPH1_01T07443,F05
FGRAMPH1_01T07445,F01
FGRAMPH1_01T07447,F02
FGRAMPH1_01T07449,F16
FGRAMPH1_01T07453,F02
FGRAMPH1_01T07455,F04
FGRAMPH1_01T07457,F01
FGRAMPH1_01T07459,F09
FGRAMPH1_01T07461,F01
FGRAMPH1_01T07463,F04
FGRAMPH1_01T07465,F07
FGRAMPH1_01T07469,F05
FGRAMPH1_01T07471,F03
FGRAMPH1_01T07473,F02
FGRAMPH1_01T07475,F09
FGRAMPH1_01T07477,F02
FGRAMPH1_01T07479,F17
FGRAMPH1_01T07481,F02
FGRAMPH1_01T07483,F04
FGRAMPH1_01T07485,F01
FGRAMPH1_01T07487,F02
FGRAMPH1_01T07489,F02
FGRAMPH1_01T07495,F05
FGRAMPH1_01T07499,F03
FGRAMPH1_01T07501,F02
FGRAMPH1_01T07503,F02
FGRAMPH1_01T07507,F06
FGRAMPH1_01T07511,F08
FGRAMPH1_01T07513,F08
FGRAMPH1_01T07515,F04
FGRAMPH1_01T07517,F01
FGRAMPH1_01T07519,F01
FGRAMPH1_01T07521,F01
FGRAMPH1_01T07523,F02
FGRAMPH1_01T07525,F01
FGRAMPH1_01T07527,F05
FGRAMPH1_01T07529,F02
FGRAMPH1_01T07531,F03
FGRAMPH1_01T07533,F08
FGRAMPH1_01T07539,F01
FGRAMPH1_01T07541,F09
FGRAMPH1_01T07543,F04
FGRAMPH1_01T07547,F02
FGRAMPH1_01T07549,F02
FGRAMPH1_01T07551,F05
FGRAMPH1_01T07553,F12
FGRAMPH1_01T07557,F06
FGRAMPH1_01T07559,F01
FGRAMPH1_01T07561,F01
FGRAMPH1_01T07563,F01
FGRAMPH1_01T07565,F02
FGRAMPH1_01T07567,F06
FGRAMPH1_01T07571,F04
FGRAMPH1_01T07573,F04
FGRAMPH1_01T07577,F10
FGRAMPH1_01T07579,F02
FGRAMPH1_01T07581,F05
FGRAMPH1_01T07585,F02
FGRAMPH1_01T07587,F02
FGRAMPH1_01T07589,F04
FGRAMPH1_01T07591,F02
FGRAMPH1_01T07593,F02
FGRAMPH1_01T07595,F04
FGRAMPH1_01T07599,F01
FGRAMPH1_01T07603,F01
FGRAMPH1_01T07605,F06
FGRAMPH1_01T07607,F12
FGRAMPH1_01T07613,F06
FGRAMPH1_01T07615,F04
FGRAMPH1_01T07619,F01
FGRAMPH1_01T07621,F01
FGRAMPH1_01T07623,F02
FGRAMPH1_01T07625,F08
FGRAMPH1_01T07627,F01
FGRAMPH1_01T07629,F01
FGRAMPH1_01T07631,F02
FGRAMPH1_01T07633,F04
FGRAMPH1_01T07635,F04
FGRAMPH1_01T07637,F02
FGRAMPH1_01T07643,F01
FGRAMPH1_01T07645,F05
FGRAMPH1_01T07649,F17
FGRAMPH1_01T07651,F07
FGRAMPH1_01T07655,F01
FGRAMPH1_01T07657,F04
FGRAMPH1_01T07659,F07
FGRAMPH1_01T07661,F04
FGRAMPH1_01T07665,F08
FGRAMPH1_01T07667,F10
FGRAMPH1_01T07669,F07
FGRAMPH1_01T07671,F01
FGRAMPH1_01T07673,F17
FGRAMPH1_01T07679,F06
FGRAMPH1_01T07681,F18
FGRAMPH1_01T07683,F06
FGRAMPH1_01T07687,F05
FGRAMPH1_01T07689,F02
FGRAMPH1_01T07691,F02
FGRAMPH1_01T07693,F05
FGRAMPH1_01T07695,F08
FGRAMPH1_01T07697,F07
FGRAMPH1_01T07699,F01
FGRAMPH1_01T07701,F01
FGRAMPH1_01T07703,F01
FGRAMPH1_01T07705,F02
FGRAMPH1_01T07707,F05
FGRAMPH1_01T07715,F02
FGRAMPH1_01T07717,F01
FGRAMPH1_01T07723,F01
FGRAMPH1_01T07725,F07
FGRAMPH1_01T07727,F02
FGRAMPH1_01T07731,F01
FGRAMPH1_01T07735,F07
FGRAMPH1_01T07741,F01
FGRAMPH1_01T07743,F06
FGRAMPH1_01T07745,F01
FGRAMPH1_01T07747,F01
FGRAMPH1_01T07749,F05
FGRAMPH1_01T07751,F08
FGRAMPH1_01T07755,F01
FGRAMPH1_01T07757,F01
FGRAMPH1_01T07759,F07
FGRAMPH1_01T07763,F09
FGRAMPH1_01T07765,F10
FGRAMPH1_01T07767,F02
FGRAMPH1_01T07769,F02
FGRAMPH1_01T07773,F01
FGRAMPH1_01T07775,F10
FGRAMPH1_01T07777,F05
FGRAMPH1_01T07779,F03
FGRAMPH1_01T07781,F13
FGRAMPH1_01T07785,F07
FGRAMPH1_01T07787,F10
FGRAMPH1_01T07789,F03
FGRAMPH1_01T07791,F01
FGRAMPH1_01T07793,F06
FGRAMPH1_01T07795,F13
FGRAMPH1_01T07797,F07
FGRAMPH1_01T07799,F01
FGRAMPH1_01T07803,F01
FGRAMPH1_01T07805,F14
FGRAMPH1_01T07807,F04
FGRAMPH1_01T07809,F03
FGRAMPH1_01T07811,F10
FGRAMPH1_01T07813,F01
FGRAMPH1_01T07815,F09
FGRAMPH1_01T07817,F06
FGRAMPH1_01T07819,F17
FGRAMPH1_01T07825,F01
FGRAMPH1_01T07827,F13
FGRAMPH1_01T07829,F04
FGRAMPH1_01T07831,F03
FGRAMPH1_01T07845,F01
FGRAMPH1_01T07847,F03
FGRAMPH1_01T07857,F01
FGRAMPH1_01T07859,F01
FGRAMPH1_01T07861,F11
FGRAMPH1_01T07863,F05
FGRAMPH1_01T07867,F18
FGRAMPH1_01T07871,F04
FGRAMPH1_01T07873,F05
FGRAMPH1_01T07875,F13
FGRAMPH1_01T07877,F05
FGRAMPH1_01T07879,F01
FGRAMPH1_01T07881,F05
FGRAMPH1_01T07883,F03
FGRAMPH1_01T07885,F05
FGRAMPH1_01T07887,F04
FGRAMPH1_01T07891,F07
FGRAMPH1_01T07893,F03
FGRAMPH1_01T07895,F05
FGRAMPH1_01T07897,F01
FGRAMPH1_01T07899,F07
FGRAMPH1_01T07901,F11
FGRAMPH1_01T07903,F02
FGRAMPH1_01T07907,F11
FGRAMPH1_01T07909,F06
FGRAMPH1_01T07911,F10
FGRAMPH1_01T07913,F03
FGRAMPH1_01T07915,F01
FGRAMPH1_01T07917,F01
FGRAMPH1_01T07919,F16
FGRAMPH1_01T07921,F02
FGRAMPH1_01T07923,F01
FGRAMPH1_01T07925,F03
FGRAMPH1_01T07927,F03
FGRAMPH1_01T07929,F02
FGRAMPH1_01T07931,F03
FGRAMPH1_01T07933,F02
FGRAMPH1_01T07939,F01
FGRAMPH1_01T07941,F12
FGRAMPH1_01T07943,F05
FGRAMPH1_01T07945,F03
FGRAMPH1_01T07947,F01
FGRAMPH1_01T07949,F01
FGRAMPH1_01T07951,F01
FGRAMPH1_01T07953,F16
FGRAMPH1_01T07955,F05
FGRAMPH1_01T07959,F01
FGRAMPH1_01T07965,F16
FGRAMPH1_01T07967,F01
FGRAMPH1_01T07971,F01
FGRAMPH1_01T07973,F07
FGRAMPH1_01T07975,F01
FGRAMPH1_01T07977,F05
FGRAMPH1_01T07979,F05
FGRAMPH1_01T07981,F07
FGRAMPH1_01T07985,F07
FGRAMPH1_01T07989,F02
FGRAMPH1_01T07987,F04
FGRAMPH1_01T07993,F14
FGRAMPH1_01T07997,F01
FGRAMPH1_01T07999,F12
FGRAMPH1_01T08001,F03
FGRAMPH1_01T08003,F03
FGRAMPH1_01T08005,F04
FGRAMPH1_01T08007,F04
FGRAMPH1_01T08011,F02
FGRAMPH1_01T08013,F08
FGRAMPH1_01T08015,F03
FGRAMPH1_01T08025,F18
FGRAMPH1_01T08041,F03
FGRAMPH1_01T08043,F01
FGRAMPH1_01T08045,F04
FGRAMPH1_01T08051,F01
FGRAMPH1_01T08057,F08
FGRAMPH1_01T08059,F02
FGRAMPH1_01T08061,F01
FGRAMPH1_01T08063,F10
FGRAMPH1_01T08067,F02
FGRAMPH1_01T08069,F01
FGRAMPH1_01T08071,F05
FGRAMPH1_01T08073,F03
FGRAMPH1_01T08075,F06
FGRAMPH1_01T08087,F01
FGRAMPH1_01T08089,F02
FGRAMPH1_01T08091,F01
FGRAMPH1_01T08093,F01
FGRAMPH1_01T08095,F01
FGRAMPH1_01T08097,F09
FGRAMPH1_01T08101,F03
FGRAMPH1_01T08103,F04
FGRAMPH1_01T08105,F04
FGRAMPH1_01T08109,F04
FGRAMPH1_01T08111,F04
FGRAMPH1_01T08115,F04
FGRAMPH1_01T08117,F04
FGRAMPH1_01T08119,F04
FGRAMPH1_01T08125,F03
FGRAMPH1_01T08133,F04
FGRAMPH1_01T08137,F04
FGRAMPH1_01T08139,F03
FGRAMPH1_01T08141,F07
FGRAMPH1_01T08167,F04
FGRAMPH1_01T08169,F01
FGRAMPH1_01T08171,F03
FGRAMPH1_01T08173,F06
FGRAMPH1_01T08175,F04
FGRAMPH1_01T08177,F03
FGRAMPH1_01T08179,F04
FGRAMPH1_01T08181,F03
FGRAMPH1_01T08187,F06
FGRAMPH1_01T08189,F03
FGRAMPH1_01T08197,F18
FGRAMPH1_01T08205,F06
FGRAMPH1_01T08207,F14
FGRAMPH1_01T08209,F05
FGRAMPH1_01T08211,F01
FGRAMPH1_01T08227,F05
FGRAMPH1_01T08229,F17
FGRAMPH1_01T08233,F09
FGRAMPH1_01T08235,F04
FGRAMPH1_01T08239,F06
FGRAMPH1_01T08241,F04
FGRAMPH1_01T08247,F08
FGRAMPH1_01T08249,F01
FGRAMPH1_01T08251,F06
FGRAMPH1_01T08255,F02
FGRAMPH1_01T08257,F01
FGRAMPH1_01T08265,F01
FGRAMPH1_01T08267,F02
FGRAMPH1_01T08275,F04
FGRAMPH1_01T08279,F01
FGRAMPH1_01T08281,F04
FGRAMPH1_01T08283,F01
FGRAMPH1_01T08285,F02
FGRAMPH1_01T08289,F07
FGRAMPH1_01T08293,F02
FGRAMPH1_01T08295,F07
FGRAMPH1_01T08297,F11
FGRAMPH1_01T08299,F15
FGRAMPH1_01T08303,F15
FGRAMPH1_01T08305,F01
FGRAMPH1_01T08317,F04
FGRAMPH1_01T08319,F04
FGRAMPH1_01T08323,F01
FGRAMPH1_01T08325,F03
FGRAMPH1_01T08327,F02
FGRAMPH1_01T08331,F06
FGRAMPH1_01T08333,F02
FGRAMPH1_01T08335,F10
FGRAMPH1_01T08337,F02
FGRAMPH1_01T08339,F10
FGRAMPH1_01T08341,F10
FGRAMPH1_01T08343,F02
FGRAMPH1_01T08345,F02
FGRAMPH1_01T08347,F01
FGRAMPH1_01T08349,F01
FGRAMPH1_01T08351,F01
FGRAMPH1_01T08353,F04
FGRAMPH1_01T08355,F03
FGRAMPH1_01T08357,F08
FGRAMPH1_01T08369,F04
FGRAMPH1_01T08371,F01
FGRAMPH1_01T08373,F15
FGRAMPH1_01T08375,F04
FGRAMPH1_01T08377,F04
FGRAMPH1_01T08381,F04
FGRAMPH1_01T08385,F04
FGRAMPH1_01T08397,F03
FGRAMPH1_01T08401,F03
FGRAMPH1_01T08411,F06
FGRAMPH1_01T08413,F17
FGRAMPH1_01T08415,F01
FGRAMPH1_01T08417,F07
FGRAMPH1_01T08419,F04
FGRAMPH1_01T08427,F03
FGRAMPH1_01T08433,F01
FGRAMPH1_01T08435,F01
FGRAMPH1_01T08441,F03
FGRAMPH1_01T08443,F04
FGRAMPH1_01T08457,F04
FGRAMPH1_01T08463,F03
FGRAMPH1_01T08465,F01
FGRAMPH1_01T08473,F12
FGRAMPH1_01T08475,F01
FGRAMPH1_01T08477,F06
FGRAMPH1_01T08479,F03
FGRAMPH1_01T08481,F01
FGRAMPH1_01T08483,F02
FGRAMPH1_01T08489,F01
FGRAMPH1_01T08491,F01
FGRAMPH1_01T08497,F10
FGRAMPH1_01T08499,F09
FGRAMPH1_01T08501,F03
FGRAMPH1_01T08503,F04
FGRAMPH1_01T08507,F06
FGRAMPH1_01T08509,F03
FGRAMPH1_01T08515,F01
FGRAMPH1_01T08519,F09
FGRAMPH1_01T08521,F01
FGRAMPH1_01T08523,F04
FGRAMPH1_01T08525,F04
FGRAMPH1_01T08527,F04
FGRAMPH1_01T08533,F06
FGRAMPH1_01T08537,F03
FGRAMPH1_01T08539,F01
FGRAMPH1_01T08551,F04
FGRAMPH1_01T08555,F03
FGRAMPH1_01T08557,F03
FGRAMPH1_01T08563,F01
FGRAMPH1_01T08575,F01
FGRAMPH1_01T08577,F01
FGRAMPH1_01T08579,F06
FGRAMPH1_01T08583,F08
FGRAMPH1_01T08587,F10
FGRAMPH1_01T08589,F01
FGRAMPH1_01T08591,F01
FGRAMPH1_01T08593,F04
FGRAMPH1_01T08595,F04
FGRAMPH1_01T08601,F03
FGRAMPH1_01T08615,F03
FGRAMPH1_01T08621,F01
FGRAMPH1_01T08629,F03
FGRAMPH1_01T08631,F01
FGRAMPH1_01T08633,F04
FGRAMPH1_01T08639,F03
FGRAMPH1_01T08641,F14
FGRAMPH1_01T08643,F06
FGRAMPH1_01T08647,F06
FGRAMPH1_01T08661,F04
FGRAMPH1_01T08663,F09
FGRAMPH1_01T08665,F01
FGRAMPH1_01T08667,F04
FGRAMPH1_01T08669,F03
FGRAMPH1_01T08671,F01
FGRAMPH1_01T08673,F03
FGRAMPH1_01T08675,F02
FGRAMPH1_01T08679,F08
FGRAMPH1_01T08681,F03
FGRAMPH1_01T08685,F04
FGRAMPH1_01T08687,F04
FGRAMPH1_01T08695,F04
FGRAMPH1_01T08707,F04
FGRAMPH1_01T08719,F01
FGRAMPH1_01T08721,F01
FGRAMPH1_01T08727,F06
FGRAMPH1_01T08729,F08
FGRAMPH1_01T08743,F01
FGRAMPH1_01T08745,F04
FGRAMPH1_01T08749,F01
FGRAMPH1_01T08759,F02
FGRAMPH1_01T08761,F04
FGRAMPH1_01T08765,F03
FGRAMPH1_01T08769,F03
FGRAMPH1_01T08781,F06
FGRAMPH1_01T08789,F07
FGRAMPH1_01T08795,F04
FGRAMPH1_01T08797,F04
FGRAMPH1_01T08807,F03
FGRAMPH1_01T08809,F01
FGRAMPH1_01T08815,F01
FGRAMPH1_01T08819,F10
FGRAMPH1_01T08833,F01
FGRAMPH1_01T08839,F01
FGRAMPH1_01T08841,F06
FGRAMPH1_01T08843,F03
FGRAMPH1_01T08845,F10
FGRAMPH1_01T08851,F03
FGRAMPH1_01T08853,F04
FGRAMPH1_01T08857,F08
FGRAMPH1_01T08859,F03
FGRAMPH1_01T08863,F01
FGRAMPH1_01T08865,F03
FGRAMPH1_01T08871,F06
FGRAMPH1_01T08873,F04
FGRAMPH1_01T08875,F01
FGRAMPH1_01T08877,F02
FGRAMPH1_01T08879,F01
FGRAMPH1_01T08887,F04
FGRAMPH1_01T08889,F03
FGRAMPH1_01T08891,F01
FGRAMPH1_01T08893,F03
FGRAMPH1_01T08895,F08
FGRAMPH1_01T08897,F18
FGRAMPH1_01T08901,F03
FGRAMPH1_01T08903,F03
FGRAMPH1_01T08905,F03
FGRAMPH1_01T08907,F02
FGRAMPH1_01T08909,F05
FGRAMPH1_01T08913,F15
FGRAMPH1_01T08915,F01
FGRAMPH1_01T08917,F03
FGRAMPH1_01T08921,F03
FGRAMPH1_01T08927,F03
FGRAMPH1_01T08929,F04
FGRAMPH1_01T08931,F02
FGRAMPH1_01T08933,F01
FGRAMPH1_01T08935,F10
FGRAMPH1_01T08937,F03
FGRAMPH1_01T08955,F03
FGRAMPH1_01T08959,F11
FGRAMPH1_01T08961,F06
FGRAMPH1_01T08963,F03
FGRAMPH1_01T08967,F03
FGRAMPH1_01T08973,F08
FGRAMPH1_01T08983,F04
FGRAMPH1_01T08985,F06
