ID_RefSeq_v2.1,ID_RefSeq_v1.1,Module.Assignment
TraesCS1D03G0555500.1,TraesCS1D02G224600.1,W06
TraesCS1D03G0556900.1,TraesCS1D02G225500.1,W06
TraesCS1D03G0575400.1,TraesCS1D02G235300.1,W06
TraesCS1D03G0575500.1,TraesCS1D02G235400.1,W06
TraesCS1D03G0576800.1,TraesCS1D02G235900.1,W06
TraesCS1D03G0578500.1,TraesCS1D02G236700.1,W06
TraesCS1D03G0596000.1,TraesCS1D02G245600.1,W06
TraesCS1D03G0602900.1,TraesCS1D02G249200.1,W06
TraesCS1D03G0607000.1,TraesCS1D02G251100.1,W06
TraesCS1D03G0613500.1,TraesCS1D02G254500.1,W06
TraesCS1D03G0638400.1,TraesCS1D02G265100.1,W06
TraesCS1D03G0654900.1,TraesCS1D02G273400.1,W06
TraesCS1D03G0655800.1,TraesCS1D02G274000.1,W06
TraesCS1D03G0673100.1,TraesCS1D02G279800.1,W06
TraesCS1D03G0677400.1,TraesCS1D02G282200.1,W06
TraesCS1D03G0681800.1,TraesCS1D02G284400.1,W06
TraesCS1D03G0691200.1,TraesCS1D02G288100.1,W06
TraesCS1D03G0711000.1,TraesCS1D02G293100.1,W06
TraesCS1D03G0728400.1,TraesCS1D02G305600.1,W06
TraesCS1D03G0728900.1,TraesCS1D02G305900.1,W06
TraesCS1D03G0732700.1,TraesCS1D02G308000.1,W06
TraesCS1D03G0739900.1,TraesCS1D02G311300.1,W06
TraesCS1D03G0745300.1,TraesCS1D02G313700.1,W06
TraesCS1D03G0781300.1,TraesCS1D02G329800.1,W06
TraesCS1D03G0783400.1,TraesCS1D02G330600.1,W06
TraesCS1D03G0789100.1,TraesCS1D02G332500.1,W06
TraesCS1D03G0791700.1,TraesCS1D02G334200.1,W06
TraesCS1D03G0821800.1,TraesCS1D02G349500.1,W06
TraesCS1D03G0829900.1,TraesCS1D02G352900.1,W06
TraesCS1D03G0860800.1,TraesCS1D02G368100.1,W06
TraesCS1D03G0862200.1,TraesCS1D02G369200.1,W06
TraesCS1D03G0862300.1,TraesCS1D02G369300.1,W06
TraesCS1D03G0862500.1,TraesCS1D02G369400.1,W06
TraesCS1D03G0862900.1,TraesCS1D02G369700.1,W06
TraesCS1D03G0866400.1,TraesCS1D02G372000.1,W06
TraesCS1D03G0868500.1,TraesCS1D02G373000.1,W06
TraesCS1D03G0870700.1,TraesCS1D02G374100.1,W06
TraesCS1D03G0872500.1,TraesCS1D02G374600.1,W06
TraesCS1D03G0889500.1,TraesCS1D02G383100.1,W06
TraesCS1D03G0894300.1,TraesCS1D02G385500.1,W06
TraesCS1D03G0899500.1,TraesCS1D02G388100.1,W06
TraesCS1D03G0925000.1,TraesCS1D02G397600.1,W06
TraesCS1D03G0981000.1,TraesCS1D02G426000.1,W06
TraesCS1D03G0993600.1,TraesCS1D02G432400.1,W06
TraesCS1D03G1002000.1,TraesCS1D02G436300.1,W06
TraesCS2A03G0017800.1,TraesCS2A02G007900.1,W06
TraesCS2A03G0068300.1,TraesCS2A02G035100.1,W06
TraesCS2A03G0084000.1,TraesCS2A02G044800.1,W06
TraesCS2A03G0137100.1,TraesCS2A02G070500.1,W06
TraesCS2A03G0145500.1,TraesCS2A02G074700.1,W06
TraesCS2A03G0158100.1,TraesCS2A02G080700.1,W06
TraesCS2A03G0224500.1,TraesCS2A02G109200.1,W06
TraesCS2A03G0232100.1,TraesCS2A02G112300.1,W06
TraesCS2A03G0232900.1,TraesCS2A02G112800.1,W06
TraesCS2A03G0239300.1,TraesCS2A02G116800.1,W06
TraesCS2A03G0249200.1,TraesCS2A02G121000.1,W06
TraesCS2A03G0263700.1,TraesCS2A02G128700.1,W06
TraesCS2A03G0275700.1,TraesCS2A02G134900.1,W06
TraesCS2A03G0292300.1,TraesCS2A02G143500.1,W06
TraesCS2A03G0300800.1,TraesCS2A02G146900.1,W06
TraesCS2A03G0302500.1,TraesCS2A02G147400.1,W06
TraesCS2A03G0308300.1,TraesCS2A02G149700.1,W06
TraesCS2A03G0325900.1,TraesCS2A02G159100.1,W06
TraesCS2A03G0327100.1,TraesCS2A02G159300.1,W06
TraesCS2A03G0327700.1,TraesCS2A02G159700.1,W06
TraesCS2A03G0335800.1,TraesCS2A02G161800.1,W06
TraesCS2A03G0343000.1,TraesCS2A02G165000.1,W06
TraesCS2A03G0346500.1,TraesCS2A02G167000.1,W06
TraesCS2A03G0354300.1,TraesCS2A02G170000.1,W06
TraesCS2A03G0367800.1,TraesCS2A02G176300.1,W06
TraesCS2A03G0369100.1,TraesCS2A02G177300.1,W06
TraesCS2A03G0383500.1,TraesCS2A02G184900.1,W06
TraesCS2A03G0397600.1,TraesCS2A02G191100.1,W06
TraesCS2A03G0402700.1,TraesCS2A02G193300.1,W06
TraesCS2A03G0410500.1,TraesCS2A02G197100.1,W06
TraesCS2A03G0411700.1,TraesCS2A02G197700.1,W06
TraesCS2A03G0466700.1,TraesCS2A02G218600.1,W06
TraesCS2A03G0467700.1,TraesCS2A02G219000.1,W06
TraesCS2A03G0545200.1,TraesCS2A02G237400.1,W06
TraesCS2A03G0546500.1,TraesCS2A02G237600.1,W06
TraesCS2A03G0547500.1,TraesCS2A02G237800.1,W06
TraesCS2A03G0582500.1,TraesCS2A02G244100.1,W06
TraesCS2A03G0593000.1,TraesCS2A02G246400.1,W06
TraesCS2A03G0615600.1,TraesCS2A02G255200.1,W06
TraesCS2A03G0654800.1,TraesCS2A02G266700.1,W06
TraesCS2A03G0676100.1,TraesCS2A02G272800.1,W06
TraesCS2A03G0676600.1,TraesCS2A02G273100.1,W06
TraesCS2A03G0726600.1,TraesCS2A02G290500.1,W06
TraesCS2A03G0732900.1,TraesCS2A02G293700.1,W06
TraesCS2A03G0755100.1,TraesCS2A02G303500.1,W06
TraesCS2A03G0758800.1,TraesCS2A02G304600.1,W06
TraesCS2A03G0779800.1,TraesCS2A02G314700.1,W06
TraesCS2A03G0786900.1,TraesCS2A02G318100.1,W06
TraesCS2A03G0789800.1,TraesCS2A02G319500.1,W06
TraesCS2A03G0799000.1,TraesCS2A02G342100.1,W06
TraesCS2A03G0810500.1,TraesCS2A02G336600.1,W06
TraesCS2A03G0818200.1,TraesCS2A02G331700.1,W06
TraesCS2A03G0818300.1,TraesCS2A02G331600.1,W06
TraesCS2A03G0840500.1,TraesCS2A02G320800.1,W06
TraesCS2A03G0854700.1,TraesCS2A02G349400.1,W06
TraesCS2A03G0860500.1,TraesCS2A02G351900.1,W06
TraesCS2A03G0861000.1,TraesCS2A02G352300.1,W06
TraesCS2A03G0869100.1,TraesCS2A02G355100.1,W06
TraesCS2A03G0877900.1,TraesCS2A02G360000.1,W06
TraesCS2A03G0890200.1,TraesCS2A02G364600.1,W06
TraesCS2A03G0922400.1,TraesCS2A02G380700.1,W06
TraesCS2A03G0930200.1,TraesCS2A02G384200.1,W06
TraesCS2A03G0958100.1,TraesCS2A02G398100.1,W06
TraesCS2A03G0970000.1,TraesCS2A02G403371.1,W06
TraesCS2A03G0981800.1,TraesCS2A02G408800.1,W06
TraesCS2A03G0993500.1,TraesCS2A02G414500.1,W06
TraesCS2A03G1012700.1,TraesCS2A02G423700.1,W06
TraesCS2A03G1024200.1,TraesCS2A02G429800.1,W06
TraesCS2A03G1039100.1,TraesCS2A02G437100.1,W06
TraesCS2A03G1039700.1,TraesCS2A02G437500.1,W06
TraesCS2A03G1149600.1,TraesCS2A02G492100.1,W06
TraesCS2A03G1157500.1,TraesCS2A02G496200.1,W06
TraesCS2A03G1162100.1,TraesCS2A02G498100.1,W06
TraesCS2A03G1204700.1,TraesCS2A02G518600.1,W06
TraesCS2A03G1204800.1,TraesCS2A02G518700.1,W06
TraesCS2A03G1208600.1,TraesCS2A02G520400.1,W06
TraesCS2A03G1209400.1,TraesCS2A02G520700.1,W06
TraesCS2A03G1264200.1,TraesCS2A02G548300.1,W06
TraesCS2A03G1271900.1,TraesCS2A02G550800.1,W06
TraesCS2A03G1285500.1,TraesCS2A02G554200.1,W06
TraesCS2B03G0002500.1,TraesCS2B02G022700.1,W06
TraesCS2B03G0096000.1,TraesCS2B02G046700.1,W06
TraesCS2B03G0100400.1,TraesCS2B02G048200.1,W06
TraesCS2B03G0139900.1,TraesCS2B02G065400.1,W06
TraesCS2B03G0162700.1,TraesCS2B02G073500.1,W06
TraesCS2B03G0174200.2,TraesCS2B02G077300.1,W06
TraesCS2B03G0177800.1,TraesCS2B02G078500.1,W06
TraesCS2B03G0236700.1,TraesCS2B02G101700.1,W06
TraesCS2B03G0257700.1,TraesCS2B02G109100.1,W06
TraesCS2B03G0278300.1,TraesCS2B02G115500.1,W06
TraesCS2B03G0295100.1,TraesCS2B02G121000.1,W06
TraesCS2B03G0312800.1,TraesCS2B02G127700.1,W06
TraesCS2B03G0320700.1,TraesCS2B02G132000.1,W06
TraesCS2B03G0374100.1,TraesCS2B02G155300.1,W06
TraesCS2B03G0391100.1,TraesCS2B02G160700.1,W06
TraesCS2B03G0393200.1,TraesCS2B02G162000.1,W06
TraesCS2B03G0437500.1,TraesCS2B02G180200.1,W06
TraesCS2B03G0437700.1,TraesCS2B02G180300.1,W06
TraesCS2B03G0438000.1,TraesCS2B02G180500.1,W06
TraesCS2B03G0444400.1,TraesCS2B02G183700.1,W06
TraesCS2B03G0455000.1,TraesCS2B02G188500.1,W06
TraesCS2B03G0467200.1,TraesCS2B02G193600.1,W06
TraesCS2B03G0469500.1,TraesCS2B02G194500.1,W06
TraesCS2B03G0521100.1,TraesCS2B02G215900.1,W06
TraesCS2B03G0528800.1,TraesCS2B02G219000.1,W06
TraesCS2B03G0540900.1,TraesCS2B02G224600.1,W06
TraesCS2B03G0541800.1,TraesCS2B02G225100.1,W06
TraesCS2B03G0557200.1,TraesCS2B02G231900.1,W06
TraesCS2B03G0587900.1,TraesCS2B02G243600.1,W06
TraesCS2B03G0588500.1,TraesCS2B02G243900.1,W06
TraesCS2B03G0597200.1,TraesCS2B02G247200.1,W06
TraesCS2B03G0612400.1,TraesCS2B02G251700.1,W06
TraesCS2B03G0690200.1,TraesCS2B02G266000.1,W06
TraesCS2B03G0709700.1,TraesCS2B02G269400.1,W06
TraesCS2B03G0712200.1,TraesCS2B02G268600.1,W06
TraesCS2B03G0730000.1,TraesCS2B02G281800.1,W06
TraesCS2B03G0744400.1,TraesCS2B02G286900.1,W06
TraesCS2B03G0747100.1,TraesCS2B02G287900.1,W06
TraesCS2B03G0757100.1,TraesCS2B02G291000.1,W06
TraesCS2B03G0759800.1,TraesCS2B02G291900.1,W06
TraesCS2B03G0768100.1,TraesCS2B02G294500.1,W06
TraesCS2B03G0789800.1,TraesCS2B02G301800.1,W06
TraesCS2B03G0791200.1,TraesCS2B02G302600.1,W06
TraesCS2B03G0796300.1,TraesCS2B02G304500.1,W06
TraesCS2B03G0808300.1,TraesCS2B02G309800.1,W06
TraesCS2B03G0832500.1,TraesCS2B02G320200.1,W06
TraesCS2B03G0835000.1,TraesCS2B02G321000.1,W06
TraesCS2B03G0841600.1,TraesCS2B02G322900.1,W06
TraesCS2B03G0846600.1,TraesCS2B02G325200.1,W06
TraesCS2B03G0860500.1,TraesCS2B02G330300.1,W06
TraesCS2B03G0873000.1,TraesCS2B02G335800.1,W06
TraesCS2B03G0920600.1,TraesCS2B02G356600.1,W06
TraesCS2B03G0923300.1,TraesCS2B02G357900.1,W06
TraesCS2B03G0930800.1,TraesCS2B02G361900.1,W06
TraesCS2B03G0932500.2,TraesCS2B02G362600.2,W06
TraesCS2B03G0975100.1,TraesCS2B02G380000.1,W06
TraesCS2B03G0988000.1,TraesCS2B02G385400.1,W06
TraesCS2B03G0988800.1,TraesCS2B02G385800.1,W06
TraesCS2B03G1045600.1,TraesCS2B02G411100.1,W06
TraesCS2B03G1065400.1,TraesCS2B02G418100.1,W06
TraesCS2B03G1118000.1,TraesCS2B02G439900.1,W06
TraesCS2B03G1128600.1,TraesCS2B02G443300.1,W06
TraesCS2B03G1130800.2,TraesCS2B02G444400.2,W06
TraesCS2B03G1144600.1,TraesCS2B02G450700.1,W06
TraesCS2B03G1156900.1,TraesCS2B02G456100.1,W06
TraesCS2B03G1191100.1,TraesCS2B02G470900.1,W06
TraesCS2B03G1245100.1,TraesCS2B02G494700.1,W06
TraesCS2B03G1265900.1,TraesCS2B02G503500.1,W06
TraesCS2B03G1297600.1,TraesCS2B02G516600.1,W06
TraesCS2B03G1416100.1,TraesCS2B02G565400.1,W06
TraesCS2B03G1477500.1,TraesCS2B02G589700.1,W06
TraesCS2B03G1492300.1,TraesCS2B02G596600.1,W06
TraesCS2D03G0063800.1,TraesCS2D02G034400.1,W06
TraesCS2D03G0064700.1,TraesCS2D02G034700.1,W06
TraesCS2D03G0125500.3,TraesCS2D02G063200.3,W06
TraesCS2D03G0129800.1,TraesCS2D02G066000.1,W06
TraesCS2D03G0136200.1,TraesCS2D02G069400.1,W06
TraesCS2D03G0154100.1,TraesCS2D02G078500.1,W06
TraesCS2D03G0168300.1,TraesCS2D02G084400.1,W06
TraesCS2D03G0168800.1,TraesCS2D02G084700.1,W06
TraesCS2D03G0193000.1,TraesCS2D02G092600.1,W06
TraesCS2D03G0281400.1,TraesCS2D02G134000.1,W06
TraesCS2D03G0287100.1,TraesCS2D02G136600.1,W06
TraesCS2D03G0288800.1,TraesCS2D02G137100.1,W06
TraesCS2D03G0307500.1,TraesCS2D02G146600.1,W06
TraesCS2D03G0316900.1,TraesCS2D02G150300.1,W06
TraesCS2D03G0333800.1,TraesCS2D02G160000.1,W06
TraesCS2D03G0354000.1,TraesCS2D02G169000.1,W06
TraesCS2D03G0358500.1,TraesCS2D02G171900.1,W06
TraesCS2D03G0367400.1,TraesCS2D02G175800.1,W06
TraesCS2D03G0368700.1,TraesCS2D02G176700.1,W06
TraesCS2D03G0385600.1,TraesCS2D02G183700.1,W06
TraesCS2D03G0397100.1,TraesCS2D02G190400.1,W06
TraesCS2D03G0424000.1,TraesCS2D02G202700.1,W06
TraesCS2D03G0429300.1,TraesCS2D02G205500.1,W06
TraesCS2D03G0429700.1,TraesCS2D02G205700.1,W06
TraesCS2D03G0442900.1,TraesCS2D02G211500.1,W06
TraesCS2D03G0455700.2,TraesCS2D02G217300.2,W06
TraesCS2D03G0475700.1,TraesCS2D02G224400.1,W06
TraesCS2D03G0476800.1,TraesCS2D02G225100.1,W06
TraesCS2D03G0529500.1,TraesCS2D02G240200.1,W06
TraesCS2D03G0531500.1,TraesCS2D02G242500.1,W06
TraesCS2D03G0570700.1,TraesCS2D02G248800.1,W06
TraesCS2D03G0603900.1,TraesCS2D02G261800.1,W06
TraesCS2D03G0621500.1,TraesCS2D02G269400.1,W06
TraesCS2D03G0630100.1,TraesCS2D02G272400.1,W06
TraesCS2D03G0637500.1,TraesCS2D02G274700.1,W06
TraesCS2D03G0651000.1,TraesCS2D02G280700.1,W06
TraesCS2D03G0675900.1,TraesCS2D02G291300.1,W06
TraesCS2D03G0702600.1,TraesCS2D02G304400.1,W06
TraesCS2D03G0707800.1,TraesCS2D02G306900.1,W06
TraesCS2D03G0710100.2,TraesCS2D02G307900.2,W06
TraesCS2D03G0734700.1,TraesCS2D02G319200.1,W06
TraesCS2D03G0759700.1,TraesCS2D02G331200.1,W06
TraesCS2D03G0763000.2,TraesCS2D02G332600.2,W06
TraesCS2D03G0782500.1,TraesCS2D02G341500.1,W06
TraesCS2D03G0785100.1,TraesCS2D02G342700.1,W06
TraesCS2D03G0801000.1,TraesCS2D02G350300.1,W06
TraesCS2D03G0803300.1,TraesCS2D02G350800.1,W06
TraesCS2D03G0833800.1,TraesCS2D02G362600.1,W06
TraesCS2D03G0869600.1,TraesCS2D02G381100.1,W06
TraesCS2D03G0926600.1,TraesCS2D02G409500.1,W06
TraesCS2D03G0930500.1,TraesCS2D02G411800.1,W06
TraesCS2D03G0940300.1,TraesCS2D02G417100.1,W06
TraesCS2D03G0951300.1,TraesCS2D02G421500.1,W06
TraesCS2D03G0979000.1,TraesCS2D02G435300.1,W06
TraesCS2D03G0987900.1,TraesCS2D02G440500.1,W06
TraesCS2D03G1068900.1,TraesCS2D02G478400.1,W06
TraesCS2D03G1088200.1,TraesCS2D02G487400.1,W06
TraesCS2D03G1092200.1,TraesCS2D02G489100.1,W06
TraesCS2D03G1099800.2,TraesCS2D02G493100.1,W06
TraesCS2D03G1109500.1,TraesCS2D02G497500.1,W06
TraesCS2D03G1118100.1,TraesCS2D02G502000.1,W06
TraesCS2D03G1146600.1,TraesCS2D02G513600.1,W06
TraesCS2D03G1162800.1,TraesCS2D02G521600.1,W06
TraesCS2D03G1179500.1,TraesCS2D02G529000.1,W06
TraesCS2D03G1230500.1,TraesCS2D02G553100.1,W06
TraesCS2D03G1265100.1,TraesCS2D02G600200.1,W06
TraesCS2D03G1342100.1,TraesCS2D02G567100.1,W06
TraesCS3A03G0044200.1,TraesCS3A02G021900.1,W06
TraesCS3A03G0048700.1,TraesCS3A02G024300.1,W06
TraesCS3A03G0051600.1,TraesCS3A02G025700.1,W06
TraesCS3A03G0077500.1,TraesCS3A02G038300.1,W06
TraesCS3A03G0148300.1,TraesCS3A02G069200.1,W06
TraesCS3A03G0193000.1,TraesCS3A02G086900.1,W06
TraesCS3A03G0206500.1,TraesCS3A02G093300.1,W06
TraesCS3A03G0226800.1,TraesCS3A02G103600.1,W06
TraesCS3A03G0237300.1,TraesCS3A02G108700.1,W06
TraesCS3A03G0239100.4,TraesCS3A02G109900.3,W06
TraesCS3A03G0244400.1,TraesCS3A02G112100.1,W06
TraesCS3A03G0245200.1,TraesCS3A02G112600.1,W06
TraesCS3A03G0252400.1,TraesCS3A02G115900.1,W06
TraesCS3A03G0279900.1,TraesCS3A02G127100.1,W06
TraesCS3A03G0319000.1,TraesCS3A02G132700.1,W06
TraesCS3A03G0338700.1,TraesCS3A02G146500.1,W06
TraesCS3A03G0364300.1,TraesCS3A02G156300.1,W06
TraesCS3A03G0371800.1,TraesCS3A02G159400.1,W06
TraesCS3A03G0374300.1,TraesCS3A02G160300.1,W06
TraesCS3A03G0406300.1,TraesCS3A02G171600.1,W06
TraesCS3A03G0409800.1,TraesCS3A02G172900.1,W06
TraesCS3A03G0426100.1,TraesCS3A02G178900.1,W06
TraesCS3A03G0443200.1,TraesCS3A02G185300.1,W06
TraesCS3A03G0444200.1,TraesCS3A02G185800.1,W06
TraesCS3A03G0445900.1,TraesCS3A02G186400.1,W06
TraesCS3A03G0460300.1,TraesCS3A02G191800.1,W06
TraesCS3A03G0512900.1,TraesCS3A02G200600.1,W06
TraesCS3A03G0530600.1,TraesCS3A02G204500.1,W06
TraesCS3A03G0558100.1,TraesCS3A02G215100.1,W06
TraesCS3A03G0566500.1,TraesCS3A02G218100.1,W06
TraesCS3A03G0583100.1,TraesCS3A02G224500.1,W06
TraesCS3A03G0609700.1,TraesCS3A02G237000.1,W06
TraesCS3A03G0614100.1,TraesCS3A02G238700.1,W06
TraesCS3A03G0618800.1,TraesCS3A02G240500.1,W06
TraesCS3A03G0635600.1,TraesCS3A02G246800.1,W06
TraesCS3A03G0664500.1,TraesCS3A02G260600.1,W06
TraesCS3A03G0689700.1,TraesCS3A02G271900.1,W06
TraesCS3A03G0697200.1,TraesCS3A02G276000.1,W06
TraesCS3A03G0713700.1,TraesCS3A02G285600.1,W06
TraesCS3A03G0721800.1,TraesCS3A02G289600.1,W06
TraesCS3A03G0722700.1,TraesCS3A02G290200.1,W06
TraesCS3A03G0736900.1,TraesCS3A02G305800.1,W06
TraesCS3A03G0770500.1,TraesCS3A02G318200.1,W06
TraesCS3A03G0775500.1,TraesCS3A02G315500.1,W06
TraesCS3A03G0785100.1,TraesCS3A02G327100.1,W06
TraesCS3A03G0793200.1,TraesCS3A02G331200.1,W06
TraesCS3A03G0795400.1,TraesCS3A02G332400.1,W06
TraesCS3A03G0807400.2,TraesCS3A02G337300.2,W06
TraesCS3A03G0825100.1,TraesCS3A02G345200.1,W06
TraesCS3A03G0834800.1,TraesCS3A02G349800.1,W06
TraesCS3A03G0837500.1,TraesCS3A02G351300.1,W06
TraesCS3A03G0839100.1,TraesCS3A02G352300.1,W06
TraesCS3A03G0856900.1,TraesCS3A02G360500.1,W06
TraesCS3A03G0863800.1,TraesCS3A02G363000.1,W06
TraesCS3A03G0869800.1,TraesCS3A02G365900.1,W06
TraesCS3A03G0871800.1,TraesCS3A02G367200.1,W06
TraesCS3A03G0888400.1,TraesCS3A02G376400.1,W06
TraesCS3A03G0904300.1,TraesCS3A02G383100.1,W06
TraesCS3A03G0910800.1,TraesCS3A02G386000.1,W06
TraesCS3A03G0950100.1,TraesCS3A02G405600.1,W06
TraesCS3A03G0965700.1,TraesCS3A02G414000.1,W06
TraesCS3A03G0966100.1,TraesCS3A02G414300.1,W06
TraesCS3A03G0979600.1,TraesCS3A02G421900.1,W06
TraesCS3A03G1035200.1,TraesCS3A02G446300.1,W06
TraesCS3A03G1046700.1,TraesCS3A02G452100.1,W06
TraesCS3A03G1210800.1,TraesCS3A02G513600.1,W06
TraesCS3A03G1232100.1,TraesCS3A02G521500.1,W06
TraesCS3A03G1250400.1,TraesCS3A02G528600.1,W06
TraesCS3A03G1270900.1,TraesCS3A02G535700.1,W06
TraesCS3B03G0120900.1,TraesCS3B02G054200.1,W06
TraesCS3B03G0160400.1,TraesCS3B02G069200.1,W06
TraesCS3B03G0168200.1,TraesCS3B02G073500.1,W06
TraesCS3B03G0217400.1,TraesCS3B02G093100.1,W06
TraesCS3B03G0219800.1,TraesCS3B02G094500.1,W06
TraesCS3B03G0234800.1,TraesCS3B02G102100.1,W06
TraesCS3B03G0240400.1,TraesCS3B02G104500.1,W06
TraesCS3B03G0249800.1,TraesCS3B02G109000.1,W06
TraesCS3B03G0265000.1,TraesCS3B02G116000.1,W06
TraesCS3B03G0286900.1,TraesCS3B02G123700.1,W06
TraesCS3B03G0292800.1,TraesCS3B02G125500.1,W06
TraesCS3B03G0297000.1,TraesCS3B02G126700.1,W06
TraesCS3B03G0303600.1,TraesCS3B02G127700.1,W06
TraesCS3B03G0309800.1,TraesCS3B02G130100.1,W06
TraesCS3B03G0335700.1,TraesCS3B02G141300.1,W06
TraesCS3B03G0350200.1,TraesCS3B02G146300.1,W06
TraesCS3B03G0351900.2,TraesCS3B02G147000.1,W06
TraesCS3B03G0353200.1,TraesCS3B02G148000.1,W06
TraesCS3B03G0354300.1,TraesCS3B02G148400.1,W06
TraesCS3B03G0398400.1,TraesCS3B02G166900.1,W06
TraesCS3B03G0403300.1,TraesCS3B02G168700.1,W06
TraesCS3B03G0403700.1,TraesCS3B02G169100.1,W06
TraesCS3B03G0415200.1,TraesCS3B02G173800.1,W06
TraesCS3B03G0416800.1,TraesCS3B02G174500.1,W06
TraesCS3B03G0428800.1,TraesCS3B02G179100.1,W06
TraesCS3B03G0446200.1,TraesCS3B02G186100.1,W06
TraesCS3B03G0464400.1,TraesCS3B02G192700.1,W06
TraesCS3B03G0468100.1,TraesCS3B02G194200.1,W06
TraesCS3B03G0495800.1,TraesCS3B02G203800.1,W06
TraesCS3B03G0514200.1,TraesCS3B02G211700.1,W06
TraesCS3B03G0522200.1,TraesCS3B02G215400.1,W06
TraesCS3B03G0530500.1,TraesCS3B02G219000.1,W06
TraesCS3B03G0532300.1,TraesCS3B02G219800.1,W06
TraesCS3B03G0553800.1,TraesCS3B02G224800.1,W06
TraesCS3B03G0604700.1,TraesCS3B02G234000.1,W06
TraesCS3B03G0623400.1,TraesCS3B02G235200.1,W06
TraesCS3B03G0627300.1,TraesCS3B02G240300.1,W06
TraesCS3B03G0630600.1,TraesCS3B02G241700.1,W06
TraesCS3B03G0641000.1,TraesCS3B02G245400.1,W06
TraesCS3B03G0650000.1,TraesCS3B02G249000.1,W06
TraesCS3B03G0663100.1,TraesCS3B02G254000.1,W06
TraesCS3B03G0668900.1,TraesCS3B02G256600.1,W06
TraesCS3B03G0678600.1,TraesCS3B02G260900.1,W06
TraesCS3B03G0679600.1,TraesCS3B02G261300.1,W06
TraesCS3B03G0717000.1,TraesCS3B02G277000.1,W06
TraesCS3B03G0732500.1,TraesCS3B02G284600.1,W06
TraesCS3B03G0747800.1,TraesCS3B02G290400.1,W06
TraesCS3B03G0772300.1,TraesCS3B02G300000.1,W06
TraesCS3B03G0806900.1,TraesCS3B02G314600.1,W06
TraesCS3B03G0823900.1,TraesCS3B02G322200.1,W06
TraesCS3B03G0826800.1,TraesCS3B02G323800.1,W06
TraesCS3B03G0831400.1,TraesCS3B02G325700.1,W06
TraesCS3B03G0832600.1,TraesCS3B02G326400.1,W06
TraesCS3B03G0854800.1,TraesCS3B02G336700.1,W06
TraesCS3B03G0884900.1,TraesCS3B02G347500.1,W06
TraesCS3B03G0890000.1,TraesCS3B02G349500.1,W06
TraesCS3B03G0893800.1,TraesCS3B02G351600.1,W06
TraesCS3B03G0896700.1,TraesCS3B02G353000.1,W06
TraesCS3B03G0904000.1,TraesCS3B02G356500.1,W06
TraesCS3B03G0938500.1,TraesCS3B02G373400.1,W06
TraesCS3B03G0980700.1,TraesCS3B02G392800.1,W06
TraesCS3B03G0992800.1,TraesCS3B02G397500.1,W06
TraesCS3B03G0995200.1,TraesCS3B02G398900.1,W06
TraesCS3B03G1018100.1,TraesCS3B02G410300.1,W06
TraesCS3B03G1024600.1,TraesCS3B02G413600.1,W06
TraesCS3B03G1033000.1,TraesCS3B02G418800.1,W06
TraesCS3B03G1054800.1,TraesCS3B02G427900.1,W06
TraesCS3B03G1056800.1,TraesCS3B02G429000.1,W06
TraesCS3B03G1088500.1,TraesCS3B02G440500.1,W06
TraesCS3B03G1089300.1,TraesCS3B02G440800.1,W06
TraesCS3B03G1126600.1,TraesCS3B02G457100.1,W06
TraesCS3B03G1148400.1,TraesCS3B02G466700.1,W06
TraesCS3B03G1164200.1,TraesCS3B02G471100.1,W06
TraesCS3B03G1197700.1,TraesCS3B02G484100.1,W06
TraesCS3B03G1200700.1,TraesCS3B02G485000.1,W06
TraesCS3B03G1310500.1,TraesCS3B02G525600.1,W06
TraesCS3B03G1339600.1,TraesCS3B02G538200.1,W06
TraesCS3B03G1355900.1,TraesCS3B02G544700.1,W06
TraesCS3B03G1408200.1,TraesCS3B02G563800.1,W06
TraesCS3B03G1414800.1,TraesCS3B02G566100.1,W06
TraesCS3B03G1438600.1,TraesCS3B02G576000.1,W06
TraesCS3B03G1477500.1,TraesCS3B02G591300.1,W06
TraesCS3D03G0066300.1,TraesCS3D02G036900.1,W06
TraesCS3D03G0074700.1,TraesCS3D02G041500.1,W06
TraesCS3D03G0100300.1,TraesCS3D02G054200.1,W06
TraesCS3D03G0116700.1,TraesCS3D02G060900.1,W06
TraesCS3D03G0143400.1,TraesCS3D02G073100.1,W06
TraesCS3D03G0150100.1,TraesCS3D02G076400.1,W06
TraesCS3D03G0165600.1,TraesCS3D02G083700.1,W06
TraesCS3D03G0166900.1,TraesCS3D02G084400.1,W06
TraesCS3D03G0185100.1,TraesCS3D02G093600.1,W06
TraesCS3D03G0195500.1,TraesCS3D02G097800.1,W06
TraesCS3D03G0221600.1,TraesCS3D02G107400.1,W06
TraesCS3D03G0228500.1,TraesCS3D02G110500.1,W06
TraesCS3D03G0239400.1,TraesCS3D02G115300.1,W06
TraesCS3D03G0275200.1,TraesCS3D02G130500.1,W06
TraesCS3D03G0276100.1,TraesCS3D02G131000.1,W06
TraesCS3D03G0306500.1,TraesCS3D02G144000.1,W06
TraesCS3D03G0314000.1,TraesCS3D02G147800.1,W06
TraesCS3D03G0319600.1,TraesCS3D02G151500.1,W06
TraesCS3D03G0329900.1,TraesCS3D02G155300.1,W06
TraesCS3D03G0330900.1,TraesCS3D02G155800.1,W06
TraesCS3D03G0338100.1,TraesCS3D02G158600.1,W06
