ID_RefSeq_v2.1,ID_RefSeq_v1.1,Module.Assignment
TraesCS2D03G0466100.1,TraesCS2D02G220000.1,W01
TraesCS2D03G0467100.1,TraesCS2D02G220600.1,W01
TraesCS2D03G0467300.1,TraesCS2D02G220700.1,W01
TraesCS2D03G0467500.1,TraesCS2D02G220800.1,W01
TraesCS2D03G0468000.1,TraesCS2D02G221200.1,W01
TraesCS2D03G0468700.1,TraesCS2D02G221700.1,W01
TraesCS2D03G0469400.1,TraesCS2D02G221900.1,W01
TraesCS2D03G0469600.1,TraesCS2D02G222000.1,W01
TraesCS2D03G0475800.1,TraesCS2D02G224500.1,W01
TraesCS2D03G0477300.1,TraesCS2D02G225500.1,W01
TraesCS2D03G0479300.1,TraesCS2D02G226400.1,W01
TraesCS2D03G0479400.1,TraesCS2D02G226500.1,W01
TraesCS2D03G0479700.1,TraesCS2D02G226700.1,W01
TraesCS2D03G0481600.1,TraesCS2D02G227700.1,W01
TraesCS2D03G0481700.1,TraesCS2D02G227800.1,W01
TraesCS2D03G0482000.1,TraesCS2D02G228000.1,W01
TraesCS2D03G0482300.1,TraesCS2D02G228200.1,W01
TraesCS2D03G0483500.1,TraesCS2D02G228600.1,W01
TraesCS2D03G0484600.1,TraesCS2D02G229200.1,W01
TraesCS2D03G0484900.1,TraesCS2D02G229400.1,W01
TraesCS2D03G0485100.1,TraesCS2D02G229600.1,W01
TraesCS2D03G0485400.1,TraesCS2D02G229800.1,W01
TraesCS2D03G0487500.1,TraesCS2D02G230400.1,W01
TraesCS2D03G0487600.1,TraesCS2D02G230500.1,W01
TraesCS2D03G0488200.1,TraesCS2D02G230700.1,W01
TraesCS2D03G0488600.1,TraesCS2D02G231000.1,W01
TraesCS2D03G0488900.1,TraesCS2D02G231200.1,W01
TraesCS2D03G0489000.1,TraesCS2D02G231300.1,W01
TraesCS2D03G0491900.1,TraesCS2D02G231900.1,W01
TraesCS2D03G0492100.1,TraesCS2D02G232000.1,W01
TraesCS2D03G0492200.1,TraesCS2D02G232100.1,W01
TraesCS2D03G0492700.1,TraesCS2D02G232200.1,W01
TraesCS2D03G0493400.1,TraesCS2D02G232500.1,W01
TraesCS2D03G0494300.1,TraesCS2D02G232800.1,W01
TraesCS2D03G0497200.1,TraesCS2D02G233900.1,W01
TraesCS2D03G0498200.1,TraesCS2D02G234100.1,W01
TraesCS2D03G0499800.1,TraesCS2D02G234600.1,W01
TraesCS2D03G0500900.1,TraesCS2D02G234700.1,W01
TraesCS2D03G0502000.1,TraesCS2D02G235000.1,W01
TraesCS2D03G0502500.1,TraesCS2D02G235100.1,W01
TraesCS2D03G0503600.1,TraesCS2D02G235400.1,W01
TraesCS2D03G0507200.1,TraesCS2D02G236000.1,W01
TraesCS2D03G0510000.1,TraesCS2D02G236300.1,W01
TraesCS2D03G0510100.1,TraesCS2D02G236400.1,W01
TraesCS2D03G0513200.1,TraesCS2D02G236900.1,W01
TraesCS2D03G0516800.1,TraesCS2D02G237600.1,W01
TraesCS2D03G0519500.1,TraesCS2D02G237900.1,W01
TraesCS2D03G0521300.1,TraesCS2D02G238100.1,W01
TraesCS2D03G0521900.1,TraesCS2D02G238300.1,W01
TraesCS2D03G0522200.1,TraesCS2D02G238500.1,W01
TraesCS2D03G0522900.1,TraesCS2D02G238700.1,W01
TraesCS2D03G0523600.1,TraesCS2D02G238800.1,W01
TraesCS2D03G0527200.1,TraesCS2D02G239600.1,W01
TraesCS2D03G0529200.1,TraesCS2D02G240000.1,W01
TraesCS2D03G0529800.1,TraesCS2D02G242200.1,W01
TraesCS2D03G0534000.1,TraesCS2D02G240500.1,W01
TraesCS2D03G0536300.1,TraesCS2D02G240900.1,W01
TraesCS2D03G0537100.1,TraesCS2D02G241200.1,W01
TraesCS2D03G0538700.1,TraesCS2D02G241500.1,W01
TraesCS2D03G0539700.1,TraesCS2D02G241800.1,W01
TraesCS2D03G0541100.1,TraesCS2D02G242100.1,W01
TraesCS2D03G0542100.1,TraesCS2D02G242600.1,W01
TraesCS2D03G0546400.1,TraesCS2D02G244100.1,W01
TraesCS2D03G0551600.1,TraesCS2D02G244700.1,W01
TraesCS2D03G0552200.1,TraesCS2D02G244900.1,W01
TraesCS2D03G0552600.1,TraesCS2D02G245100.1,W01
TraesCS2D03G0558400.1,TraesCS2D02G245800.1,W01
TraesCS2D03G0560100.1,TraesCS2D02G246000.1,W01
TraesCS2D03G0560900.1,TraesCS2D02G246300.1,W01
TraesCS2D03G0561700.1,TraesCS2D02G246500.1,W01
TraesCS2D03G0569300.1,TraesCS2D02G248100.1,W01
TraesCS2D03G0569500.1,TraesCS2D02G248300.1,W01
TraesCS2D03G0569700.1,TraesCS2D02G248400.1,W01
TraesCS2D03G0570400.2,TraesCS2D02G248600.1,W01
TraesCS2D03G0571800.2,TraesCS2D02G249200.1,W01
TraesCS2D03G0573200.1,TraesCS2D02G249500.1,W01
TraesCS2D03G0574200.1,TraesCS2D02G249700.1,W01
TraesCS2D03G0575600.1,TraesCS2D02G250200.1,W01
TraesCS2D03G0576600.1,TraesCS2D02G250500.1,W01
TraesCS2D03G0578400.1,TraesCS2D02G251000.1,W01
TraesCS2D03G0578600.1,TraesCS2D02G251100.1,W01
TraesCS2D03G0578700.1,TraesCS2D02G251200.1,W01
TraesCS2D03G0581300.1,TraesCS2D02G252000.1,W01
TraesCS2D03G0581400.1,TraesCS2D02G252100.1,W01
TraesCS2D03G0581700.1,TraesCS2D02G252200.1,W01
TraesCS2D03G0583500.1,TraesCS2D02G252700.1,W01
TraesCS2D03G0584000.1,TraesCS2D02G252900.1,W01
TraesCS2D03G0584300.1,TraesCS2D02G253200.1,W01
TraesCS2D03G0584400.2,TraesCS2D02G253300.2,W01
TraesCS2D03G0584500.1,TraesCS2D02G253400.1,W01
TraesCS2D03G0585000.1,TraesCS2D02G253600.1,W01
TraesCS2D03G0586200.1,TraesCS2D02G253800.1,W01
TraesCS2D03G0586700.1,TraesCS2D02G254000.1,W01
TraesCS2D03G0586800.1,TraesCS2D02G254100.1,W01
TraesCS2D03G0587200.1,TraesCS2D02G254500.1,W01
TraesCS2D03G0587900.1,TraesCS2D02G254800.1,W01
TraesCS2D03G0588300.1,TraesCS2D02G255100.1,W01
TraesCS2D03G0589200.1,TraesCS2D02G255500.1,W01
TraesCS2D03G0590200.1,TraesCS2D02G255900.1,W01
TraesCS2D03G0590300.1,TraesCS2D02G256000.1,W01
TraesCS2D03G0591000.1,TraesCS2D02G256200.1,W01
TraesCS2D03G0592200.1,TraesCS2D02G256400.1,W01
TraesCS2D03G0593600.1,TraesCS2D02G256800.1,W01
TraesCS2D03G0595300.1,TraesCS2D02G257600.1,W01
TraesCS2D03G0596700.1,TraesCS2D02G258200.1,W01
TraesCS2D03G0597900.1,TraesCS2D02G258900.1,W01
TraesCS2D03G0599500.1,TraesCS2D02G259500.1,W01
TraesCS2D03G0600100.1,TraesCS2D02G259800.1,W01
TraesCS2D03G0600700.1,TraesCS2D02G259900.1,W01
TraesCS2D03G0601600.1,TraesCS2D02G260300.1,W01
TraesCS2D03G0602300.2,TraesCS2D02G260700.2,W01
TraesCS2D03G0602800.1,TraesCS2D02G261005.1,W01
TraesCS2D03G0603300.1,TraesCS2D02G261400.1,W01
TraesCS2D03G0603400.1,TraesCS2D02G261500.1,W01
TraesCS2D03G0603700.1,TraesCS2D02G261600.1,W01
TraesCS2D03G0604200.1,TraesCS2D02G262000.1,W01
TraesCS2D03G0604500.1,TraesCS2D02G262100.1,W01
TraesCS2D03G0604800.1,TraesCS2D02G262200.1,W01
TraesCS2D03G0604900.1,TraesCS2D02G262300.1,W01
TraesCS2D03G0605000.1,TraesCS2D02G262400.2,W01
TraesCS2D03G0605600.1,TraesCS2D02G262700.1,W01
TraesCS2D03G0605600.2,TraesCS2D02G262700.2,W01
TraesCS2D03G0607200.1,TraesCS2D02G263300.1,W01
TraesCS2D03G0607400.1,TraesCS2D02G263400.1,W01
TraesCS2D03G0607500.1,TraesCS2D02G263500.1,W01
TraesCS2D03G0607900.1,TraesCS2D02G263600.1,W01
TraesCS2D03G0608400.1,TraesCS2D02G263800.1,W01
TraesCS2D03G0612000.1,TraesCS2D02G265500.1,W01
TraesCS2D03G0612300.1,TraesCS2D02G265700.1,W01
TraesCS2D03G0612600.1,TraesCS2D02G266000.1,W01
TraesCS2D03G0614100.1,TraesCS2D02G266500.1,W01
TraesCS2D03G0614700.1,TraesCS2D02G266700.1,W01
TraesCS2D03G0616500.1,TraesCS2D02G267400.1,W01
TraesCS2D03G0616600.1,TraesCS2D02G267500.1,W01
TraesCS2D03G0617100.1,TraesCS2D02G267700.1,W01
TraesCS2D03G0618000.1,TraesCS2D02G268000.1,W01
TraesCS2D03G0620000.1,TraesCS2D02G268900.1,W01
TraesCS2D03G0620200.1,TraesCS2D02G269000.1,W01
TraesCS2D03G0627800.1,TraesCS2D02G271400.1,W01
TraesCS2D03G0628000.1,TraesCS2D02G271500.1,W01
TraesCS2D03G0628500.1,TraesCS2D02G271700.1,W01
TraesCS2D03G0628800.1,TraesCS2D02G271800.1,W01
TraesCS2D03G0629700.1,TraesCS2D02G272100.1,W01
TraesCS2D03G0630800.1,TraesCS2D02G272600.1,W01
TraesCS2D03G0630900.1,TraesCS2D02G272700.1,W01
TraesCS2D03G0631500.1,TraesCS2D02G272900.1,W01
TraesCS2D03G0632900.1,TraesCS2D02G273400.1,W01
TraesCS2D03G0635300.1,TraesCS2D02G274300.1,W01
TraesCS2D03G0637200.1,TraesCS2D02G274600.1,W01
TraesCS2D03G0638200.1,TraesCS2D02G274800.1,W01
TraesCS2D03G0639100.1,TraesCS2D02G275100.1,W01
TraesCS2D03G0639300.1,TraesCS2D02G275200.1,W01
TraesCS2D03G0640700.1,TraesCS2D02G276100.1,W01
TraesCS2D03G0644700.1,TraesCS2D02G277900.1,W01
TraesCS2D03G0646400.1,TraesCS2D02G278900.1,W01
TraesCS2D03G0648400.2,TraesCS2D02G279500.2,W01
TraesCS2D03G0649600.1,TraesCS2D02G280000.1,W01
TraesCS2D03G0649700.1,TraesCS2D02G280100.1,W01
TraesCS2D03G0650200.1,TraesCS2D02G280200.1,W01
TraesCS2D03G0650300.1,TraesCS2D02G280300.1,W01
TraesCS2D03G0650600.1,TraesCS2D02G280600.1,W01
TraesCS2D03G0651600.1,TraesCS2D02G280900.1,W01
TraesCS2D03G0652500.1,TraesCS2D02G281400.1,W01
TraesCS2D03G0653100.1,TraesCS2D02G281600.1,W01
TraesCS2D03G0654900.1,TraesCS2D02G282500.1,W01
TraesCS2D03G0655600.1,TraesCS2D02G282900.1,W01
TraesCS2D03G0656100.1,TraesCS2D02G283000.1,W01
TraesCS2D03G0657600.1,TraesCS2D02G283800.1,W01
TraesCS2D03G0660800.2,TraesCS2D02G285000.1,W01
TraesCS2D03G0662100.1,TraesCS2D02G285400.1,W01
TraesCS2D03G0662700.1,TraesCS2D02G285500.1,W01
TraesCS2D03G0663400.1,TraesCS2D02G285800.1,W01
TraesCS2D03G0664000.1,TraesCS2D02G285900.1,W01
TraesCS2D03G0664300.1,TraesCS2D02G286100.1,W01
TraesCS2D03G0665200.1,TraesCS2D02G286400.1,W01
TraesCS2D03G0666800.1,TraesCS2D02G287100.1,W01
TraesCS2D03G0667400.1,TraesCS2D02G287400.1,W01
TraesCS2D03G0667800.1,TraesCS2D02G287700.1,W01
TraesCS2D03G0667900.2,TraesCS2D02G287800.2,W01
TraesCS2D03G0668800.1,TraesCS2D02G288300.1,W01
TraesCS2D03G0670400.1,TraesCS2D02G288700.1,W01
TraesCS2D03G0670500.1,TraesCS2D02G288800.1,W01
TraesCS2D03G0673100.2,TraesCS2D02G290100.2,W01
TraesCS2D03G0673900.1,TraesCS2D02G290400.1,W01
TraesCS2D03G0674100.1,TraesCS2D02G290500.1,W01
TraesCS2D03G0674300.1,TraesCS2D02G290700.1,W01
TraesCS2D03G0674700.1,TraesCS2D02G291000.1,W01
TraesCS2D03G0674900.1,TraesCS2D02G291200.1,W01
TraesCS2D03G0676300.1,TraesCS2D02G291500.1,W01
TraesCS2D03G0676400.1,TraesCS2D02G291600.1,W01
TraesCS2D03G0678100.1,TraesCS2D02G292600.1,W01
TraesCS2D03G0678400.1,TraesCS2D02G292900.1,W01
TraesCS2D03G0678600.1,TraesCS2D02G293100.1,W01
TraesCS2D03G0679000.1,TraesCS2D02G293200.1,W01
TraesCS2D03G0680600.1,TraesCS2D02G293800.1,W01
TraesCS2D03G0681000.1,TraesCS2D02G294000.1,W01
TraesCS2D03G0681400.1,TraesCS2D02G294300.1,W01
TraesCS2D03G0681500.1,TraesCS2D02G294400.1,W01
TraesCS2D03G0683200.1,TraesCS2D02G295000.1,W01
TraesCS2D03G0683600.1,TraesCS2D02G295400.1,W01
TraesCS2D03G0683900.1,TraesCS2D02G295600.1,W01
TraesCS2D03G0684200.1,TraesCS2D02G295700.1,W01
TraesCS2D03G0685600.1,TraesCS2D02G296200.1,W01
TraesCS2D03G0686300.1,TraesCS2D02G296500.1,W01
TraesCS2D03G0687000.1,TraesCS2D02G296800.1,W01
TraesCS2D03G0687100.1,TraesCS2D02G296900.1,W01
TraesCS2D03G0687400.1,TraesCS2D02G297100.1,W01
TraesCS2D03G0687600.1,TraesCS2D02G297200.1,W01
TraesCS2D03G0688200.1,TraesCS2D02G297600.2,W01
TraesCS2D03G0688700.1,TraesCS2D02G298100.1,W01
TraesCS2D03G0690700.1,TraesCS2D02G299100.1,W01
TraesCS2D03G0691100.1,TraesCS2D02G299200.1,W01
TraesCS2D03G0691400.1,TraesCS2D02G299300.1,W01
TraesCS2D03G0692700.1,TraesCS2D02G299600.1,W01
TraesCS2D03G0693100.1,TraesCS2D02G299900.1,W01
TraesCS2D03G0693200.1,TraesCS2D02G300000.1,W01
TraesCS2D03G0693300.1,TraesCS2D02G300100.1,W01
TraesCS2D03G0693800.1,TraesCS2D02G300300.1,W01
TraesCS2D03G0695700.1,TraesCS2D02G301100.1,W01
TraesCS2D03G0696100.1,TraesCS2D02G301200.1,W01
TraesCS2D03G0697300.1,TraesCS2D02G301700.1,W01
TraesCS2D03G0698400.1,TraesCS2D02G302400.1,W01
TraesCS2D03G0698800.1,TraesCS2D02G302500.1,W01
TraesCS2D03G0699600.1,TraesCS2D02G303000.1,W01
TraesCS2D03G0700300.1,TraesCS2D02G303300.1,W01
TraesCS2D03G0701800.1,TraesCS2D02G303700.1,W01
TraesCS2D03G0702000.1,TraesCS2D02G303900.1,W01
TraesCS2D03G0702300.1,TraesCS2D02G304100.1,W01
TraesCS2D03G0702400.1,TraesCS2D02G304200.1,W01
TraesCS2D03G0703400.1,TraesCS2D02G304700.1,W01
TraesCS2D03G0704200.1,TraesCS2D02G305200.1,W01
TraesCS2D03G0705400.1,TraesCS2D02G305600.1,W01
TraesCS2D03G0705500.1,TraesCS2D02G305700.1,W01
TraesCS2D03G0707700.1,TraesCS2D02G306800.1,W01
TraesCS2D03G0709900.1,TraesCS2D02G307700.1,W01
TraesCS2D03G0710200.1,TraesCS2D02G308000.1,W01
TraesCS2D03G0711900.1,TraesCS2D02G308700.1,W01
TraesCS2D03G0712300.1,TraesCS2D02G309000.1,W01
TraesCS2D03G0712900.1,TraesCS2D02G309500.1,W01
TraesCS2D03G0714900.1,TraesCS2D02G310200.4,W01
TraesCS2D03G0715100.1,TraesCS2D02G310300.1,W01
TraesCS2D03G0715700.1,TraesCS2D02G310600.1,W01
TraesCS2D03G0716100.1,TraesCS2D02G310900.1,W01
TraesCS2D03G0716200.1,TraesCS2D02G311000.1,W01
TraesCS2D03G0716400.1,TraesCS2D02G311100.1,W01
TraesCS2D03G0717500.1,TraesCS2D02G311500.1,W01
TraesCS2D03G0718300.1,TraesCS2D02G312000.1,W01
TraesCS2D03G0718900.1,TraesCS2D02G312500.1,W01
TraesCS2D03G0719100.1,TraesCS2D02G312600.1,W01
TraesCS2D03G0719200.1,TraesCS2D02G312700.1,W01
TraesCS2D03G0719600.1,TraesCS2D02G313000.1,W01
TraesCS2D03G0722200.1,TraesCS2D02G314100.1,W01
TraesCS2D03G0722500.1,TraesCS2D02G314200.1,W01
TraesCS2D03G0723000.1,TraesCS2D02G314600.1,W01
TraesCS2D03G0723400.1,TraesCS2D02G314900.1,W01
TraesCS2D03G0723400.2,TraesCS2D02G314900.2,W01
TraesCS2D03G0723500.1,TraesCS2D02G315000.1,W01
TraesCS2D03G0725000.1,TraesCS2D02G315700.1,W01
TraesCS2D03G0726800.1,TraesCS2D02G316700.1,W01
TraesCS2D03G0727300.1,TraesCS2D02G316900.1,W01
TraesCS2D03G0729000.1,TraesCS2D02G317500.1,W01
TraesCS2D03G0729500.1,TraesCS2D02G317800.1,W01
TraesCS2D03G0731300.1,TraesCS2D02G318300.1,W01
TraesCS2D03G0731600.1,TraesCS2D02G318500.1,W01
TraesCS2D03G0734100.1,TraesCS2D02G319000.1,W01
TraesCS2D03G0734500.1,TraesCS2D02G319100.1,W01
TraesCS2D03G0735000.1,TraesCS2D02G319500.1,W01
TraesCS2D03G0735100.1,TraesCS2D02G319600.1,W01
TraesCS2D03G0735300.2,TraesCS2D02G319700.2,W01
TraesCS2D03G0738900.1,TraesCS2D02G320900.1,W01
TraesCS2D03G0739100.1,TraesCS2D02G321100.1,W01
TraesCS2D03G0741300.1,TraesCS2D02G321500.1,W01
TraesCS2D03G0741800.1,TraesCS2D02G321800.1,W01
TraesCS2D03G0742900.1,TraesCS2D02G322700.1,W01
TraesCS2D03G0743200.1,TraesCS2D02G322900.1,W01
TraesCS2D03G0743800.1,TraesCS2D02G323200.1,W01
TraesCS2D03G0745100.1,TraesCS2D02G323500.1,W01
TraesCS2D03G0745300.1,TraesCS2D02G323700.1,W01
TraesCS2D03G0745600.1,TraesCS2D02G323900.1,W01
TraesCS2D03G0745700.1,TraesCS2D02G324000.1,W01
TraesCS2D03G0745800.1,TraesCS2D02G324100.1,W01
TraesCS2D03G0747300.1,TraesCS2D02G324900.1,W01
TraesCS2D03G0748800.1,TraesCS2D02G325400.1,W01
TraesCS2D03G0749100.1,TraesCS2D02G325700.1,W01
TraesCS2D03G0750000.1,TraesCS2D02G326100.1,W01
TraesCS2D03G0750100.1,TraesCS2D02G326200.1,W01
TraesCS2D03G0751100.1,TraesCS2D02G326700.1,W01
TraesCS2D03G0751300.1,TraesCS2D02G326800.1,W01
TraesCS2D03G0753400.1,TraesCS2D02G327700.1,W01
TraesCS2D03G0753900.1,TraesCS2D02G328100.1,W01
TraesCS2D03G0754600.1,TraesCS2D02G328500.1,W01
TraesCS2D03G0755000.1,TraesCS2D02G328600.1,W01
TraesCS2D03G0755100.1,TraesCS2D02G328700.1,W01
TraesCS2D03G0755300.1,TraesCS2D02G328900.1,W01
TraesCS2D03G0756400.1,TraesCS2D02G329400.1,W01
TraesCS2D03G0756500.1,TraesCS2D02G329500.1,W01
TraesCS2D03G0756700.1,TraesCS2D02G329600.1,W01
TraesCS2D03G0757000.1,TraesCS2D02G329900.1,W01
TraesCS2D03G0758800.1,TraesCS2D02G331000.1,W01
TraesCS2D03G0759900.1,TraesCS2D02G331400.1,W01
TraesCS2D03G0760100.1,TraesCS2D02G331600.1,W01
TraesCS2D03G0761400.1,TraesCS2D02G332100.1,W01
TraesCS2D03G0761600.1,TraesCS2D02G332200.1,W01
TraesCS2D03G0763100.1,TraesCS2D02G332700.1,W01
TraesCS2D03G0766600.1,TraesCS2D02G334000.1,W01
TraesCS2D03G0767600.1,TraesCS2D02G334800.1,W01
TraesCS2D03G0767700.1,TraesCS2D02G334900.1,W01
TraesCS2D03G0769000.1,TraesCS2D02G335400.1,W01
TraesCS2D03G0769900.1,TraesCS2D02G335800.1,W01
TraesCS2D03G0770800.1,TraesCS2D02G336100.1,W01
TraesCS2D03G0772100.1,TraesCS2D02G336600.1,W01
TraesCS2D03G0773300.1,TraesCS2D02G337300.1,W01
TraesCS2D03G0775300.1,TraesCS2D02G337900.1,W01
TraesCS2D03G0778300.1,TraesCS2D02G339300.1,W01
TraesCS2D03G0778500.1,TraesCS2D02G339500.1,W01
TraesCS2D03G0779500.1,TraesCS2D02G340100.1,W01
TraesCS2D03G0779900.1,TraesCS2D02G340200.1,W01
TraesCS2D03G0782700.1,TraesCS2D02G341700.1,W01
TraesCS2D03G0783700.1,TraesCS2D02G341900.1,W01
TraesCS2D03G0783800.1,TraesCS2D02G342000.1,W01
TraesCS2D03G0786100.1,TraesCS2D02G343200.1,W01
TraesCS2D03G0789000.1,TraesCS2D02G344300.1,W01
TraesCS2D03G0789200.1,TraesCS2D02G344500.1,W01
TraesCS2D03G0789800.1,TraesCS2D02G344900.1,W01
TraesCS2D03G0790300.1,TraesCS2D02G345300.1,W01
TraesCS2D03G0790900.1,TraesCS2D02G345800.1,W01
TraesCS2D03G0791000.1,TraesCS2D02G345900.1,W01
TraesCS2D03G0793700.1,TraesCS2D02G346400.1,W01
TraesCS2D03G0794800.1,TraesCS2D02G346900.1,W01
TraesCS2D03G0795200.1,TraesCS2D02G347100.1,W01
TraesCS2D03G0795300.1,TraesCS2D02G347200.1,W01
TraesCS2D03G0797300.1,TraesCS2D02G348500.1,W01
TraesCS2D03G0798700.1,TraesCS2D02G349100.1,W01
TraesCS2D03G0799200.1,TraesCS2D02G349600.1,W01
TraesCS2D03G0800700.1,TraesCS2D02G350200.1,W01
TraesCS2D03G0803700.1,TraesCS2D02G351000.1,W01
TraesCS2D03G0804100.1,TraesCS2D02G351200.1,W01
TraesCS2D03G0804600.1,TraesCS2D02G351500.1,W01
TraesCS2D03G0804700.1,TraesCS2D02G351600.1,W01
TraesCS2D03G0804800.1,TraesCS2D02G351700.1,W01
TraesCS2D03G0805100.1,TraesCS2D02G351800.1,W01
TraesCS2D03G0805600.1,TraesCS2D02G352100.1,W01
TraesCS2D03G0807400.1,TraesCS2D02G352800.1,W01
TraesCS2D03G0807600.1,TraesCS2D02G352900.1,W01
TraesCS2D03G0808000.1,TraesCS2D02G353100.1,W01
TraesCS2D03G0808100.1,TraesCS2D02G353200.1,W01
TraesCS2D03G0808800.1,TraesCS2D02G353500.1,W01
TraesCS2D03G0809000.1,TraesCS2D02G353600.1,W01
TraesCS2D03G0812100.1,TraesCS2D02G354100.1,W01
TraesCS2D03G0812700.1,TraesCS2D02G354300.1,W01
TraesCS2D03G0813300.2,TraesCS2D02G354400.2,W01
TraesCS2D03G0814000.1,TraesCS2D02G355000.1,W01
TraesCS2D03G0814500.1,TraesCS2D02G355100.1,W01
TraesCS2D03G0814700.1,TraesCS2D02G355300.1,W01
TraesCS2D03G0814800.1,TraesCS2D02G355400.1,W01
TraesCS2D03G0815700.1,TraesCS2D02G355800.1,W01
TraesCS2D03G0816900.1,TraesCS2D02G356200.1,W01
TraesCS2D03G0817100.1,TraesCS2D02G356300.1,W01
TraesCS2D03G0817300.1,TraesCS2D02G356400.1,W01
TraesCS2D03G0818000.1,TraesCS2D02G356800.1,W01
TraesCS2D03G0819800.1,TraesCS2D02G357700.1,W01
TraesCS2D03G0820100.1,TraesCS2D02G357800.1,W01
TraesCS2D03G0820400.1,TraesCS2D02G358100.1,W01
TraesCS2D03G0821400.1,TraesCS2D02G358300.1,W01
TraesCS2D03G0822000.1,TraesCS2D02G358600.1,W01
TraesCS2D03G0822600.1,TraesCS2D02G358900.1,W01
TraesCS2D03G0823000.1,TraesCS2D02G359000.1,W01
TraesCS2D03G0823900.1,TraesCS2D02G359500.1,W01
TraesCS2D03G0824100.1,TraesCS2D02G359600.1,W01
TraesCS2D03G0824400.1,TraesCS2D02G359800.1,W01
TraesCS2D03G0825200.1,TraesCS2D02G360200.1,W01
TraesCS2D03G0825300.1,TraesCS2D02G360300.1,W01
TraesCS2D03G0828400.1,TraesCS2D02G361200.1,W01
TraesCS2D03G0830800.1,TraesCS2D02G361600.1,W01
TraesCS2D03G0831300.1,TraesCS2D02G361800.1,W01
TraesCS2D03G0832900.1,TraesCS2D02G362100.1,W01
TraesCS2D03G0833700.1,TraesCS2D02G362500.1,W01
TraesCS2D03G0835700.1,TraesCS2D02G363700.1,W01
TraesCS2D03G0836600.1,TraesCS2D02G364200.1,W01
TraesCS2D03G0836700.1,TraesCS2D02G364300.1,W01
TraesCS2D03G0837400.1,TraesCS2D02G365000.1,W01
TraesCS2D03G0837600.1,TraesCS2D02G365200.1,W01
TraesCS2D03G0838100.1,TraesCS2D02G365600.1,W01
TraesCS2D03G0838200.1,TraesCS2D02G365700.1,W01
TraesCS2D03G0842800.1,TraesCS2D02G367800.1,W01
TraesCS2D03G0844400.1,TraesCS2D02G368400.1,W01
TraesCS2D03G0844500.1,TraesCS2D02G368500.1,W01
TraesCS2D03G0844800.1,TraesCS2D02G368700.1,W01
TraesCS2D03G0846900.1,TraesCS2D02G369800.1,W01
TraesCS2D03G0847500.1,TraesCS2D02G370000.1,W01
TraesCS2D03G0849300.1,TraesCS2D02G370900.1,W01
TraesCS2D03G0853200.1,TraesCS2D02G372500.1,W01
TraesCS2D03G0853400.1,TraesCS2D02G372600.1,W01
TraesCS2D03G0854000.1,TraesCS2D02G372800.1,W01
TraesCS2D03G0854700.1,TraesCS2D02G373000.1,W01
TraesCS2D03G0855500.1,TraesCS2D02G373400.1,W01
TraesCS2D03G0856200.1,TraesCS2D02G373600.1,W01
TraesCS2D03G0856900.1,TraesCS2D02G374200.1,W01
TraesCS2D03G0858100.1,TraesCS2D02G374900.1,W01
TraesCS2D03G0858200.1,TraesCS2D02G375000.1,W01
TraesCS2D03G0859700.1,TraesCS2D02G375700.1,W01
TraesCS2D03G0860500.1,TraesCS2D02G376200.1,W01
TraesCS2D03G0861200.1,TraesCS2D02G376600.1,W01
TraesCS2D03G0861500.1,TraesCS2D02G376700.1,W01
TraesCS2D03G0861600.1,TraesCS2D02G376800.1,W01
TraesCS2D03G0862300.1,TraesCS2D02G377100.1,W01
TraesCS2D03G0864500.1,TraesCS2D02G378100.1,W01
TraesCS2D03G0866400.1,TraesCS2D02G379400.1,W01
TraesCS2D03G0868700.1,TraesCS2D02G380700.1,W01
TraesCS2D03G0870700.1,TraesCS2D02G381800.1,W01
TraesCS2D03G0871100.1,TraesCS2D02G382100.1,W01
TraesCS2D03G0872700.1,TraesCS2D02G382700.1,W01
TraesCS2D03G0875000.1,TraesCS2D02G383800.1,W01
TraesCS2D03G0875100.1,TraesCS2D02G383900.1,W01
TraesCS2D03G0875500.1,TraesCS2D02G384100.1,W01
TraesCS2D03G0877500.1,TraesCS2D02G385100.1,W01
TraesCS2D03G0877800.1,TraesCS2D02G385300.1,W01
TraesCS2D03G0878300.1,TraesCS2D02G385600.1,W01
TraesCS2D03G0880300.1,TraesCS2D02G386500.1,W01
TraesCS2D03G0880400.1,TraesCS2D02G386600.1,W01
TraesCS2D03G0880800.1,TraesCS2D02G386900.1,W01
TraesCS2D03G0882300.1,TraesCS2D02G387400.1,W01
TraesCS2D03G0883400.1,TraesCS2D02G388100.1,W01
TraesCS2D03G0885500.1,TraesCS2D02G389000.1,W01
TraesCS2D03G0886400.1,TraesCS2D02G389700.1,W01
TraesCS2D03G0886500.1,TraesCS2D02G389800.1,W01
TraesCS2D03G0886700.1,TraesCS2D02G389900.1,W01
TraesCS2D03G0886800.1,TraesCS2D02G390000.1,W01
TraesCS2D03G0887300.1,TraesCS2D02G390200.1,W01
TraesCS2D03G0887800.1,TraesCS2D02G390600.1,W01
TraesCS2D03G0888100.1,TraesCS2D02G390900.1,W01
TraesCS2D03G0888200.1,TraesCS2D02G391000.1,W01
TraesCS2D03G0889600.1,TraesCS2D02G391400.1,W01
TraesCS2D03G0889800.1,TraesCS2D02G391600.1,W01
TraesCS2D03G0895500.1,TraesCS2D02G393500.1,W01
TraesCS2D03G0895800.1,TraesCS2D02G393700.1,W01
