"","logFC","logCPM","PValue","FDR"
"FGRAMPH1_01T01281",-3.23733280822989,8.16449817675444,8.92500448694886e-13,1.07336002237869e-11
"FGRAMPH1_01T01297",-1.12590549705298,5.47455997077773,0.0070830851076376,0.0197522173457388
"FGRAMPH1_01T01321",1.16858455316045,6.99279558264577,0.00711490083525971,0.0198092622244072
"FGRAMPH1_01T01333",5.99667815652698,9.29826722789327,4.88662736426921e-45,7.20123691723222e-43
"FGRAMPH1_01T01337",3.33902335999599,1.94261296199975,0.000692405234382958,0.00252250555966187
"FGRAMPH1_01T01339",1.08239832183173,8.89234373204979,0.00268998818899199,0.0084141543860757
"FGRAMPH1_01T01341",4.9492249935174,3.29034953595207,1.22447175711985e-11,1.32625755639182e-10
"FGRAMPH1_01T01343",-1.49162424394167,4.87482183278238,0.00525377187224627,0.0152172623588214
"FGRAMPH1_01T01349",-6.39649447741829,7.90510653829016,1.06271946109187e-17,2.06293761065014e-16
"FGRAMPH1_01T01351",-0.942349825046314,4.68071686579029,0.0119892154704122,0.0310964703685975
"FGRAMPH1_01T01357",3.98376820830595,2.95899942295049,2.71603761781358e-09,2.28807581281671e-08
"FGRAMPH1_01T01363",-1.16741318465743,3.85612231856578,0.0022770959237576,0.00724392053824134
"FGRAMPH1_01T01365",-1.08670026389951,6.79775308816393,0.00730113857896297,0.0202577069614663
"FGRAMPH1_01T01369",-0.824005524136477,7.86444833446378,0.0189367434005334,0.0461961170901797
"FGRAMPH1_01T01377",10.1655196794808,5.61006581518959,1.04068753766723e-15,1.68817266769182e-14
"FGRAMPH1_01T01381",5.01442248773366,4.06330212773542,3.30348449761236e-12,3.80245965880288e-11
"FGRAMPH1_01T01383",1.71034128960725,3.27477994136196,0.0100033590509061,0.0266730748597428
"FGRAMPH1_01T01389",-1.6239890523458,5.29590074232058,2.77149018818136e-05,0.000131391489981611
"FGRAMPH1_01T01401",-1.12845518496639,6.41737288231989,0.000324356657747627,0.00127106505993012
"FGRAMPH1_01T01413",-1.85839286789533,5.41111231382057,0.000323186138962196,0.00126695263093348
"FGRAMPH1_01T01415",-2.21338545774386,7.22053742293734,3.77292801129404e-05,0.000174750534670958
"FGRAMPH1_01T01417",-2.25418707100032,7.30619389078865,5.32041096026553e-05,0.000240984674793326
"FGRAMPH1_01T01427",-1.36011097206527,9.12483168693632,2.30735273002702e-05,0.000110793169409237
"FGRAMPH1_01T01431",2.59228111929698,5.43699430558304,1.14060907631465e-07,7.8257001740854e-07
"FGRAMPH1_01T01435",1.83089634639664,4.47528509579193,5.84675542543518e-07,3.57955541347737e-06
"FGRAMPH1_01T01441",1.2659247812919,3.67900577111193,0.0158952638859343,0.0397021117303726
"FGRAMPH1_01T01443",1.51008293234453,5.19126205911922,0.000744167018589572,0.0026883332469851
"FGRAMPH1_01T01447",-6.4350974529579,2.44676669231401,0.00758330884309614,0.0209461880742648
"FGRAMPH1_01T01449",0.838557834311815,5.29086501214375,0.0118305991368666,0.0307307742723524
"FGRAMPH1_01T01453",5.43415047908787,8.65344487651211,1.47674564932894e-12,1.7360887335875e-11
"FGRAMPH1_01T01455",6.97483932509514,4.91035230802875,4.53144617085148e-30,2.19502413359347e-28
"FGRAMPH1_01T01465",-4.09717966244821,4.03456498161644,6.60305792941293e-13,8.08044387315176e-12
"FGRAMPH1_01T01477",1.49300528081975,6.73880487470366,0.000284937163879308,0.00112842450630931
"FGRAMPH1_01T01483",-1.116427272686,4.99271471602358,0.0187453650247673,0.045782622374916
"FGRAMPH1_01T01489",-2.56615445845,5.3166778927804,3.31427649919999e-12,3.81068956166258e-11
"FGRAMPH1_01T01497",-2.0093592381767,4.98674854345072,3.48290626830223e-05,0.000162395937100028
"FGRAMPH1_01T01499",-2.22091942687357,6.37566227755185,2.15042885214985e-07,1.41331263065602e-06
"FGRAMPH1_01T01501",-2.64501642258056,7.42756205378724,5.10066684343349e-10,4.65285764453745e-09
"FGRAMPH1_01T01503",-2.78388298205415,7.26902315439684,1.95011775347066e-10,1.84987144646995e-09
"FGRAMPH1_01T01505",-1.89248673330312,5.38779800185085,1.17368057766478e-06,6.84134812485047e-06
"FGRAMPH1_01T01513",-3.0242638291005,6.16710852096081,1.96111967191088e-10,1.85862274702931e-09
"FGRAMPH1_01T01517",-4.41123179328386,6.36281039745559,3.03999036763394e-19,6.68223092784746e-18
"FGRAMPH1_01T01519",-1.73219385234643,7.36886890225635,9.60909645830984e-05,0.000415752878974287
"FGRAMPH1_01T01521",-1.69664797013585,5.86090288920958,0.0011945676913034,0.00409392785919012
"FGRAMPH1_01T01529",-5.78157565609501,4.79243627094807,4.20519010585975e-08,3.05124161425871e-07
"FGRAMPH1_01T01531",-2.33998544864014,7.70160244250187,2.57511234843657e-08,1.9245286072637e-07
"FGRAMPH1_01T01535",-1.51888333077873,7.32857998918832,3.94596072458805e-06,2.15146363008675e-05
"FGRAMPH1_01T01547",-2.05394429727986,7.55883619874459,3.54362670173637e-05,0.000165006525056821
"FGRAMPH1_01T01551",1.03000568982186,5.41533077192971,0.00709096908783484,0.019768934070348
"FGRAMPH1_01T01565",1.30384677627949,5.35554169046956,0.000178308036981904,0.00073392485874967
"FGRAMPH1_01T01569",2.02392377101938,4.0535009246277,9.68374146454918e-05,0.000418209309912035
"FGRAMPH1_01T01577",3.40475621209269,5.36682171084894,6.88836372019103e-12,7.66733506429349e-11
"FGRAMPH1_01T01601",-2.06893066403204,8.2724046721953,9.71976104194251e-10,8.58934626535848e-09
"FGRAMPH1_01T01611",-1.27041205476431,6.42612144547819,1.88682696902687e-05,9.22948601071911e-05
"FGRAMPH1_01T01613",1.00996574397774,9.01513161558107,0.00148671092872413,0.0049618680852442
"FGRAMPH1_01T01617",1.40610792843022,6.65850736244858,0.000641762728467234,0.00235854001684323
"FGRAMPH1_01T01619",2.09215920436052,8.35309992709895,6.81815248980849e-11,6.81544654034587e-10
"FGRAMPH1_01T01623",-1.00433018264235,8.81754640511904,0.0138711494185604,0.0352523284834583
"FGRAMPH1_01T01625",1.24703442031898,5.8871193576453,0.00539648615057586,0.0155890211467353
"FGRAMPH1_01T01641",0.771084812262303,5.41417775054224,0.0178862301236408,0.044013082263324
"FGRAMPH1_01T01647",-0.927599545091782,6.7265305950262,0.017679556973284,0.043576255503291
"FGRAMPH1_01T01651",3.0788868184369,7.24078715039578,6.26466229979877e-15,9.32392057507747e-14
"FGRAMPH1_01T01659",-0.921779189177515,7.08553172947433,0.012133987508636,0.0314174489737339
"FGRAMPH1_01T01661",3.13840336312612,5.75052943470562,1.96938044848708e-15,3.09859062143162e-14
"FGRAMPH1_01T01663",1.22810693962212,5.96170975121605,0.00035134550154898,0.00136557503072325
"FGRAMPH1_01T01673",-4.10900225201702,9.14011200129385,1.14005581172598e-21,3.01222322173963e-20
"FGRAMPH1_01T01687",-1.23277702748361,5.67762179862586,0.0180079320743455,0.0442293411487974
"FGRAMPH1_01T01701",1.01565150458849,4.55703000686941,0.00248511175129109,0.00783420435485347
"FGRAMPH1_01T01727",-0.961017503244292,7.93109298185128,0.00429094136071128,0.0127004581208266
"FGRAMPH1_01T01737",-1.18837964137927,6.12843553869012,0.00104407903700358,0.00363171508117304
"FGRAMPH1_01T01739",-2.28910334985417,5.10350773044782,1.65609591078292e-08,1.26019865560158e-07
"FGRAMPH1_01T01751",2.7502721022854,5.82445220801549,6.53514232815113e-11,6.5621107657817e-10
"FGRAMPH1_01T01771",-1.11475050216495,8.42965084514625,0.000360871122873806,0.00139792467924052
"FGRAMPH1_01T01781",-1.62557067058924,5.1936712864047,6.33650260648368e-05,0.000284788774792263
"FGRAMPH1_01T01785",-1.76251224695388,6.4811632357626,2.10632754093062e-05,0.000102030116022024
"FGRAMPH1_01T01795",-1.65620442909723,9.77775123697486,3.2350743242721e-07,2.07151668634388e-06
"FGRAMPH1_01T01797",-1.39610529057901,6.89988500041182,9.15750239912507e-06,4.71994815773623e-05
"FGRAMPH1_01T01805",-3.69737118797916,5.539523929216,1.00707333179225e-10,9.94996059541293e-10
"FGRAMPH1_01T01807",-1.96265881689744,4.02419246280926,0.000179210329617727,0.00073710300389824
"FGRAMPH1_01T01813",-1.02350787863514,4.80227229062175,0.00242419085335953,0.00766213459050309
"FGRAMPH1_01T01819",1.02485138090759,5.00833521958215,0.00415734173767216,0.0123434354714143
"FGRAMPH1_01T01821",-0.803531177254413,5.9119048937545,0.0155089454843339,0.0388391806133523
"FGRAMPH1_01T01827",-3.70577297120226,5.46426661336387,6.70963794838826e-21,1.67548787241018e-19
"FGRAMPH1_01T01841",-1.06065230151446,5.98882750767641,0.000543311216233791,0.00202734138924898
"FGRAMPH1_01T01843",-1.89559682875906,8.99976239145702,1.96047182558456e-08,1.48104091776832e-07
"FGRAMPH1_01T01847",1.16909981039717,6.78445266303117,0.00123224340295406,0.00420591660997713
"FGRAMPH1_01T01851",-0.94080542898104,7.22755336933383,0.00321187720812682,0.00986956570591217
"FGRAMPH1_01T01853",0.958319574057089,5.41382423890209,0.00576164079759341,0.0165071324384501
"FGRAMPH1_01T01861",-2.16095496664507,5.32448556048574,1.89083674940299e-06,1.07287553736461e-05
"FGRAMPH1_01T01867",-1.90160254275137,4.60992288392568,6.49757014792167e-05,0.000291152361703231
"FGRAMPH1_01T01869",-4.71212800010026,6.23244319795581,2.6725482279298e-14,3.72838294784393e-13
"FGRAMPH1_01T01871",3.60584082918565,7.92727878547431,6.98328776049321e-27,2.76765681204699e-25
"FGRAMPH1_01T01879",-1.20829090056035,8.20532057329328,0.000191138015084744,0.000781812764594088
"FGRAMPH1_01T01887",2.61585061321527,6.49321615188824,1.82962416181739e-08,1.38419071620357e-07
"FGRAMPH1_01T01893",-2.06292187381964,6.06287285839989,3.41919544025586e-05,0.000159567537428176
"FGRAMPH1_01T01895",1.72184762000228,6.10166103159905,1.21347858577326e-08,9.41886234639882e-08
"FGRAMPH1_01T01903",-2.83809438143917,4.75935340770815,1.15269757926755e-13,1.51706600904105e-12
"FGRAMPH1_01T01915",-1.44223907324879,5.17297740625366,0.000126420548946322,0.00053422383022026
"FGRAMPH1_01T01917",4.28771328779229,5.22780227375193,1.26163647827978e-15,2.03711457904959e-14
"FGRAMPH1_01T01923",-0.995153332429994,7.98626451808581,0.00376673232240639,0.0113610032543494
"FGRAMPH1_01T01929",-3.3860769981523,5.54610016219573,9.92681145824394e-10,8.75752346438502e-09
"FGRAMPH1_01T01937",-1.29751826454066,6.85194581917427,0.00238071354819454,0.0075414489417982
"FGRAMPH1_01T01941",-1.23837321747094,6.49701584117744,0.0015476355189959,0.00514387243813663
"FGRAMPH1_01T01945",-7.29658443347322,7.4322501224764,5.87001122973314e-23,1.71558456694687e-21
"FGRAMPH1_01T01965",2.9166994322379,1.56141727414519,0.00025158661639456,0.00100626986251266
"FGRAMPH1_01T01971",-3.0038595969565,7.10452073046175,1.73130489827193e-11,1.83161204758536e-10
"FGRAMPH1_01T01981",2.16215841638079,4.4237354878172,2.68560523698794e-05,0.000127493137906555
"FGRAMPH1_01T01991",-5.695804561852,7.26495882605007,9.57056949008896e-28,4.07060441360979e-26
"FGRAMPH1_01T02005",1.70012240312734,5.83432941600245,0.000611001492983156,0.0022557899156961
"FGRAMPH1_01T02013",-0.955445399791835,4.30787347916788,0.0134428677224952,0.0342888164262476
"FGRAMPH1_01T02017",-3.38837329797929,2.85851031547149,1.66252961405451e-06,9.48993308884469e-06
"FGRAMPH1_01T02019",7.36833654098003,9.80165919375335,2.00114487273452e-15,3.13442796458402e-14
"FGRAMPH1_01T02021",1.67969100078922,6.04256663562746,0.00518445291480334,0.0150481760008404
"FGRAMPH1_01T02025",-1.05431431930641,6.57081674046624,0.00491600101800159,0.0143395925986481
"FGRAMPH1_01T02027",-1.25660113055268,4.45285365755369,0.0185303372371269,0.0453845783033845
"FGRAMPH1_01T02033",-1.22688169989471,5.66593364176547,0.00118090569810784,0.00405640719609399
"FGRAMPH1_01T02039",-1.60536588951438,7.55094604917921,0.000194615832706049,0.000794175295477143
"FGRAMPH1_01T02063",-1.5663486132067,3.89751154684937,0.0125909969815895,0.0324401874952895
"FGRAMPH1_01T02081",-1.24392019938177,6.66074177549934,0.00611654805938154,0.0173717270209851
"FGRAMPH1_01T02087",2.81573615432297,3.40262709907707,2.91507648852714e-08,2.16468738818023e-07
"FGRAMPH1_01T02091",-2.64897081948232,7.6350126185215,6.23142229549491e-08,4.40834154683998e-07
"FGRAMPH1_01T02099",3.18397888791573,2.69283694789251,4.64617432338142e-06,2.50324005898763e-05
"FGRAMPH1_01T02105",-1.32143727861262,6.89927350818804,0.000783053033341646,0.00280777377925073
"FGRAMPH1_01T02121",3.41901005198892,1.73271218318856,0.0143005650687792,0.0361668284482619
"FGRAMPH1_01T02135",-0.90431273247417,6.94925217344108,0.0189116885418252,0.046158011465866
"FGRAMPH1_01T02137",-1.04768785461396,6.70695776018042,0.0137101836006146,0.0348856155187817
"FGRAMPH1_01T02143",-1.27606078969864,5.57124511998892,0.00014398949062352,0.000601181979406978
