,logFC,logCPM,PValue,FDR
FGRAMPH1_01T00001,3.321614184,1.634319301,1.65E-10,1.19E-09
FGRAMPH1_01T00009,-4.805118803,5.721921132,6.14E-25,1.30E-23
FGRAMPH1_01T00019,3.44852813,3.325765691,1.50E-09,9.88E-09
FGRAMPH1_01T00027,1.7122908,2.964960079,0.002252875,0.005893038
FGRAMPH1_01T00047,4.596144297,8.823556899,7.23E-05,0.000258046
FGRAMPH1_01T00049,4.771315075,4.689225651,0.019748229,0.039904542
FGRAMPH1_01T00051,3.817867028,4.395221709,2.29E-05,8.94E-05
FGRAMPH1_01T00053,12.23916278,8.26675733,4.85E-59,1.06E-56
FGRAMPH1_01T00055,6.683809732,0.644821032,3.39E-06,1.50E-05
FGRAMPH1_01T00059,5.325390362,6.180607152,0.001596222,0.00433012
FGRAMPH1_01T00065,1.686343387,3.012446283,0.001634375,0.004417584
FGRAMPH1_01T00067,7.762629359,1.308649979,1.35E-09,8.95E-09
FGRAMPH1_01T00071,8.391131535,4.252379709,5.47E-34,2.22E-32
FGRAMPH1_01T00075,9.04269884,2.772203467,2.65E-08,1.52E-07
FGRAMPH1_01T00077,8.909222552,2.686013341,3.31E-10,2.31E-09
FGRAMPH1_01T00081,10.78169013,4.390742232,2.22E-13,2.07E-12
FGRAMPH1_01T00085,1.128250092,5.878595136,0.000530677,0.00160569
FGRAMPH1_01T00087,3.070689808,0.742092674,0.000190633,0.0006316
FGRAMPH1_01T00091,3.290691785,1.766670753,2.57E-05,9.94E-05
FGRAMPH1_01T00093,7.668337398,7.149340873,2.82E-21,4.68E-20
FGRAMPH1_01T00095,9.046469675,2.068428078,1.13E-11,9.16E-11
FGRAMPH1_01T00097,3.146456976,5.211531994,4.82E-15,5.21E-14
FGRAMPH1_01T00099,-2.21492687,2.223342281,0.001967817,0.005228358
FGRAMPH1_01T00101,-2.59067961,0.800836581,0.00910203,0.020327543
FGRAMPH1_01T00105,13.40528536,8.570333723,1.59E-63,4.51E-61
FGRAMPH1_01T00117,3.661790554,3.119844425,4.81E-09,2.99E-08
FGRAMPH1_01T00119,1.868459751,2.5991236,0.015660942,0.032628522
FGRAMPH1_01T00127,3.553695003,2.406071394,0.000106516,0.000368788
FGRAMPH1_01T00129,2.688069357,2.038092076,0.000467829,0.001430366
FGRAMPH1_01T00135,2.401509194,3.051574028,3.24E-06,1.44E-05
FGRAMPH1_01T00143,3.815300232,1.693203429,0.000201288,0.000664168
FGRAMPH1_01T00145,4.719562772,3.389681922,1.36E-07,7.22E-07
FGRAMPH1_01T00147,7.026672612,1.936581396,9.11E-07,4.35E-06
FGRAMPH1_01T00149,1.415247454,4.649245291,6.18E-06,2.62E-05
FGRAMPH1_01T00151,4.455520356,3.098356448,3.98E-09,2.49E-08
FGRAMPH1_01T00153,8.17883583,0.87009359,1.80E-06,8.31E-06
FGRAMPH1_01T00155,10.46945244,3.049399382,1.76E-08,1.03E-07
FGRAMPH1_01T00157,7.413688224,2.877752212,1.96E-09,1.27E-08
FGRAMPH1_01T00167,8.04723601,5.103159683,2.28E-29,6.40E-28
FGRAMPH1_01T00169,6.460890601,1.835083823,2.46E-14,2.51E-13
FGRAMPH1_01T00177,-2.933502515,0.925766723,3.38E-05,0.000127828
FGRAMPH1_01T00187,5.105857916,0.728915521,0.010219692,0.022525519
FGRAMPH1_01T00193,1.104090693,4.613205109,0.00716933,0.016453763
FGRAMPH1_01T00197,4.4965513,9.711390675,4.95E-06,2.14E-05
FGRAMPH1_01T00199,4.291690035,9.583851859,6.67E-05,0.000238934
FGRAMPH1_01T00201,3.406999893,11.26100569,1.17E-05,4.78E-05
FGRAMPH1_01T00205,2.495447965,2.328242455,2.35E-05,9.16E-05
FGRAMPH1_01T00209,6.682911436,5.865436853,1.09E-06,5.15E-06
FGRAMPH1_01T00215,3.543140129,5.260038958,7.00E-09,4.28E-08
FGRAMPH1_01T00217,9.220674989,5.613395484,1.77E-31,5.88E-30
FGRAMPH1_01T00219,3.312899026,3.733809466,4.20E-11,3.21E-10
FGRAMPH1_01T00221,8.831570599,2.427690414,1.24E-10,9.01E-10
FGRAMPH1_01T00223,9.462663525,10.83585415,1.49E-38,8.09E-37
FGRAMPH1_01T00235,5.631412765,1.294005361,6.14E-09,3.78E-08
FGRAMPH1_01T00243,4.763551647,3.157798357,3.67E-07,1.85E-06
FGRAMPH1_01T00245,-1.532832283,3.309575544,0.000581173,0.001742852
FGRAMPH1_01T00273,2.274471704,1.602816813,0.003088382,0.00781847
FGRAMPH1_01T00281,10.22024718,8.364127598,1.30E-37,6.72E-36
FGRAMPH1_01T00283,4.408459323,2.751776683,8.51E-10,5.73E-09
FGRAMPH1_01T00291,2.742748092,3.772461725,2.16E-07,1.12E-06
FGRAMPH1_01T00309,6.514426069,1.847287991,2.03E-05,7.99E-05
FGRAMPH1_01T00311,5.176685743,0.863190977,0.002096482,0.005529491
FGRAMPH1_01T00313,3.768183386,2.414634858,1.62E-06,7.48E-06
FGRAMPH1_01T00315,5.759676611,2.445257104,0.00017357,0.000578364
FGRAMPH1_01T00321,7.579450027,8.969474266,5.88E-09,3.64E-08
FGRAMPH1_01T00323,5.04807386,0.833416545,0.024514673,0.048177502
FGRAMPH1_01T00327,-2.692285934,4.575066527,4.11E-08,2.31E-07
FGRAMPH1_01T00329,-1.680727384,3.806831043,0.003267799,0.008205178
FGRAMPH1_01T00331,-4.994276606,5.315235351,8.53E-35,3.63E-33
FGRAMPH1_01T00339,6.652831727,0.788452714,0.000301106,0.000957184
FGRAMPH1_01T00341,7.32767432,1.58341208,2.17E-05,8.53E-05
FGRAMPH1_01T00343,6.312569494,1.714312107,4.54E-08,2.54E-07
FGRAMPH1_01T00349,6.677982594,2.549035444,6.04E-13,5.40E-12
FGRAMPH1_01T00351,7.616948611,0.646421036,0.000124456,0.000426108
FGRAMPH1_01T00359,3.530408668,0.562115223,0.007194449,0.016500553
FGRAMPH1_01T00373,4.031427665,7.168476224,4.64E-13,4.19E-12
FGRAMPH1_01T00375,6.889664776,1.017020001,3.61E-06,1.58E-05
FGRAMPH1_01T00377,3.122947172,5.330337798,6.25E-12,5.18E-11
FGRAMPH1_01T00379,1.153932747,3.822584489,0.000563974,0.001694675
FGRAMPH1_01T00399,5.732664229,1.273740559,1.86E-09,1.21E-08
FGRAMPH1_01T00405,1.746300107,6.592152331,3.09E-05,0.000117202
FGRAMPH1_01T00413,-2.998639182,5.498005209,4.98E-13,4.49E-12
FGRAMPH1_01T00415,2.089205221,2.333612054,1.17E-06,5.48E-06
FGRAMPH1_01T00441,7.281994574,1.706500221,4.10E-07,2.05E-06
FGRAMPH1_01T00443,5.415481359,2.422308272,0.00015799,0.000531184
FGRAMPH1_01T00447,4.083910437,3.496032302,1.05E-15,1.19E-14
FGRAMPH1_01T00449,2.740653081,1.357075131,5.43E-05,0.000197506
FGRAMPH1_01T00455,4.774424132,5.078372827,4.81E-14,4.75E-13
FGRAMPH1_01T00459,-0.804137465,2.73460653,0.023187308,0.045957341
FGRAMPH1_01T00467,4.121023135,6.496573609,1.42E-07,7.52E-07
FGRAMPH1_01T00471,5.758654574,5.256955744,5.45E-33,2.08E-31
FGRAMPH1_01T00473,2.300079391,6.115500344,5.07E-06,2.18E-05
FGRAMPH1_01T00475,-1.052019361,5.303049746,0.002949537,0.007503284
FGRAMPH1_01T00477,1.764365053,8.071250098,0.000366697,0.001148383
FGRAMPH1_01T00481,2.020623809,6.596195386,1.17E-12,1.02E-11
FGRAMPH1_01T00483,3.499631379,4.678181635,4.49E-15,4.85E-14
FGRAMPH1_01T00487,1.060923535,4.846143209,0.013165107,0.028014341
FGRAMPH1_01T00495,1.589257834,3.979012229,0.003945363,0.009724461
FGRAMPH1_01T00505,-1.533362885,6.085742883,2.39E-05,9.28E-05
FGRAMPH1_01T00507,-1.015983811,6.062238545,0.000148937,0.000503496
FGRAMPH1_01T00509,1.693573482,4.07147947,4.02E-06,1.75E-05
FGRAMPH1_01T00525,-2.32406427,4.512528532,1.24E-06,5.81E-06
FGRAMPH1_01T00527,1.035608399,1.780858918,0.02223775,0.044310337
FGRAMPH1_01T00535,8.253947106,5.135216796,1.00E-24,2.08E-23
FGRAMPH1_01T00537,8.454602339,7.294429914,3.36E-26,7.64E-25
FGRAMPH1_01T00539,5.402644932,8.128800844,6.63E-44,5.47E-42
FGRAMPH1_01T00541,4.371129587,7.226305831,7.08E-18,9.39E-17
FGRAMPH1_01T00543,3.2385095,3.951079952,2.10E-13,1.97E-12
FGRAMPH1_01T00555,1.862107501,2.739153704,2.73E-05,0.000104845
FGRAMPH1_01T00559,1.319652721,4.573138984,0.000380909,0.001188622
FGRAMPH1_01T00561,3.052001998,0.803483541,0.016845415,0.034764018
FGRAMPH1_01T00573,-2.466601653,1.149581391,0.000115754,0.00039853
FGRAMPH1_01T00585,5.511653598,1.888896796,5.82E-05,0.000210592
FGRAMPH1_01T00587,8.63334366,3.594696242,2.17E-19,3.22E-18
FGRAMPH1_01T00589,2.372027866,3.241078497,0.007313221,0.016722839
FGRAMPH1_01T00591,4.572277107,7.242573013,2.65E-07,1.36E-06
FGRAMPH1_01T00609,-1.260296123,3.700843898,0.01914944,0.038882318
FGRAMPH1_01T00611,-2.586848815,2.080551908,0.000124222,0.000425445
FGRAMPH1_01T00627,5.843301821,0.853986407,0.00163988,0.004430174
FGRAMPH1_01T00631,6.260112782,4.430539017,4.11E-36,1.93E-34
FGRAMPH1_01T00633,9.530885979,8.656677798,4.94E-88,8.62E-85
FGRAMPH1_01T00635,1.813785764,1.923884083,0.005536754,0.013088807
FGRAMPH1_01T00645,-0.91569345,3.601441829,0.015364849,0.032094713
FGRAMPH1_01T00647,-1.838296677,3.375374834,2.43E-08,1.40E-07
FGRAMPH1_01T00659,1.115267194,5.955097326,0.016333715,0.033821425
FGRAMPH1_01T00667,1.308922421,2.31972731,0.010025247,0.022157618
FGRAMPH1_01T00671,-0.685053246,6.096157235,0.020822719,0.04180125
FGRAMPH1_01T00675,-1.777179236,4.672054491,0.00106729,0.003021324
FGRAMPH1_01T00677,-1.826182673,3.354122878,1.08E-06,5.11E-06
FGRAMPH1_01T00699,-3.993029007,6.779453184,1.56E-05,6.24E-05
FGRAMPH1_01T00713,5.97417913,1.420855072,2.76E-10,1.94E-09
FGRAMPH1_01T00715,1.885902375,3.373106242,0.000118679,0.000407931
FGRAMPH1_01T00717,-1.520997236,1.493329638,0.000643042,0.001910864
FGRAMPH1_01T00721,-1.215470532,5.451911724,0.000207682,0.000683757
FGRAMPH1_01T00729,-1.822526331,7.554804758,1.21E-06,5.70E-06
FGRAMPH1_01T00731,-2.809124295,2.994565396,1.57E-06,7.27E-06
FGRAMPH1_01T00745,-1.904941867,5.877376106,2.17E-08,1.26E-07
FGRAMPH1_01T00747,-2.03782988,7.188775729,0.000103552,0.000359478
FGRAMPH1_01T00749,-1.301823825,5.122787186,0.002032278,0.005383222
FGRAMPH1_01T00759,-2.159848892,2.665047934,1.03E-05,4.26E-05
FGRAMPH1_01T00765,-0.852473018,4.874299762,0.002030463,0.005380611
FGRAMPH1_01T00769,-3.375619135,8.619741563,3.22E-11,2.49E-10
FGRAMPH1_01T00773,-2.649464387,3.464013951,1.58E-11,1.26E-10
FGRAMPH1_01T00775,0.964811448,5.30123781,0.015574301,0.032473877
FGRAMPH1_01T00779,-1.365067342,6.027611618,0.000221469,0.000724586
FGRAMPH1_01T00785,1.208348249,5.220554204,0.00204734,0.00541473
FGRAMPH1_01T00787,-0.975816455,4.948207203,0.018162903,0.03710499
FGRAMPH1_01T00789,-1.605157654,5.088656865,9.64E-06,3.99E-05
FGRAMPH1_01T00793,-1.623482156,7.007499994,1.65E-05,6.59E-05
FGRAMPH1_01T00795,-1.120592706,4.72056268,0.003093302,0.007823356
FGRAMPH1_01T00801,1.513877624,7.479634121,0.000427377,0.001319458
FGRAMPH1_01T00829,-2.088136918,3.493374332,7.50E-06,3.15E-05
FGRAMPH1_01T00833,-1.779718527,8.862587684,9.47E-06,3.93E-05
FGRAMPH1_01T00839,-1.855529444,5.93408153,6.63E-06,2.81E-05
FGRAMPH1_01T00843,1.409460882,4.813403845,0.012121604,0.026096367
FGRAMPH1_01T00849,-1.498484565,7.537468212,0.000192073,0.000636169
FGRAMPH1_01T00851,-2.329973855,1.048485193,0.023134678,0.0458791
FGRAMPH1_01T00853,-0.858098071,5.781445615,0.007044839,0.016200034
FGRAMPH1_01T00855,-1.589688908,5.653159278,5.29E-06,2.27E-05
FGRAMPH1_01T00865,2.055405781,4.513090147,2.12E-06,9.70E-06
FGRAMPH1_01T00867,-1.241375179,9.645394296,0.015950977,0.033160158
FGRAMPH1_01T00869,-2.372650509,4.372438263,0.001412489,0.003889176
FGRAMPH1_01T00873,-1.357325177,5.966312458,1.52E-05,6.11E-05
FGRAMPH1_01T00879,-1.216046851,5.222067664,0.001134004,0.003192973
FGRAMPH1_01T00881,-1.759499322,5.155276063,0.000179601,0.00059713
FGRAMPH1_01T00883,-1.122068005,6.200271831,2.47E-05,9.56E-05
FGRAMPH1_01T00885,-2.768691747,7.296183413,3.06E-21,5.05E-20
FGRAMPH1_01T00891,-2.441552178,0.59632005,0.012728928,0.027202365
FGRAMPH1_01T00897,-4.152315508,0.30333544,1.89E-06,8.69E-06
FGRAMPH1_01T00899,-1.786041524,5.767411076,5.18E-07,2.55E-06
FGRAMPH1_01T00909,2.192343952,5.586660812,2.09E-06,9.58E-06
FGRAMPH1_01T00915,2.78176272,3.009678337,1.21E-09,7.98E-09
FGRAMPH1_01T00925,-1.365696418,5.889795179,0.000869273,0.002509715
FGRAMPH1_01T00935,1.251153971,2.100972071,0.017814826,0.036469679
FGRAMPH1_01T00941,1.954992409,6.462989825,1.05E-07,5.65E-07
FGRAMPH1_01T00943,0.752747662,3.64061531,0.020806075,0.04178387
FGRAMPH1_01T00955,2.347080065,4.735679837,1.19E-11,9.64E-11
FGRAMPH1_01T00965,-3.345986229,6.672314305,2.81E-17,3.61E-16
FGRAMPH1_01T00967,-2.647564558,4.668907374,0.000640293,0.001903827
FGRAMPH1_01T00981,-1.576487987,5.461233104,3.82E-08,2.16E-07
FGRAMPH1_01T00987,-0.992582188,6.044993856,0.024635524,0.048369579
FGRAMPH1_01T00989,-1.611784032,5.020208524,0.001546842,0.004212827
FGRAMPH1_01T00995,0.844250652,5.769923274,0.007665837,0.017451621
FGRAMPH1_01T00999,-1.273743397,5.093195954,0.001723215,0.004632578
FGRAMPH1_01T01003,-0.89108161,6.710846358,0.0091195,0.020349184
FGRAMPH1_01T01011,1.004536578,6.510162399,0.003366981,0.008433978
FGRAMPH1_01T01013,0.656654281,8.332102602,0.017518067,0.035981848
FGRAMPH1_01T01023,1.26514316,4.456402383,0.007771417,0.017674317
FGRAMPH1_01T01025,2.386041482,5.395545431,2.88E-06,1.29E-05
FGRAMPH1_01T01031,-2.211190212,0.716439055,0.020802249,0.04178387
FGRAMPH1_01T01033,1.176176132,11.1026588,0.001201891,0.003362401
FGRAMPH1_01T01035,-0.856189502,5.67021108,0.012815942,0.027377134
FGRAMPH1_01T01039,1.020986236,5.350668525,0.007967341,0.018055511
FGRAMPH1_01T01045,-0.943571952,4.754596722,0.002956926,0.007518423
FGRAMPH1_01T01049,2.025679132,2.230289435,6.03E-05,0.000217899
FGRAMPH1_01T01051,-2.409986743,4.781795439,2.48E-09,1.59E-08
FGRAMPH1_01T01055,-2.214289881,4.377348254,1.80E-08,1.05E-07
FGRAMPH1_01T01057,-1.44493816,7.099236549,0.004003153,0.009841397
FGRAMPH1_01T01059,-0.86611917,5.444562174,0.016887973,0.034831236
FGRAMPH1_01T01063,4.839153899,3.538479531,2.12E-14,2.18E-13
FGRAMPH1_01T01071,3.333673344,6.16695265,5.85E-15,6.27E-14
FGRAMPH1_01T01085,3.086490851,4.13447934,2.54E-05,9.82E-05
FGRAMPH1_01T01087,1.360119957,5.648153167,0.001220388,0.003408682
FGRAMPH1_01T01091,1.693433877,5.636814275,7.10E-09,4.34E-08
FGRAMPH1_01T01095,0.864731167,9.688913076,0.010262182,0.022604885
FGRAMPH1_01T01099,-9.892111118,2.098263001,8.22E-27,1.93E-25
FGRAMPH1_01T01103,1.281513295,7.372007398,0.001098437,0.003100337
FGRAMPH1_01T01111,1.320847285,5.210407255,0.014771546,0.030972883
FGRAMPH1_01T01127,-3.369041593,8.557027774,7.43E-15,7.95E-14
FGRAMPH1_01T01129,-4.423690959,0.502317888,5.99E-08,3.32E-07
FGRAMPH1_01T01131,-1.831821229,5.43482281,1.46E-06,6.83E-06
FGRAMPH1_01T01133,1.269146451,5.367846332,0.001002928,0.00286164
FGRAMPH1_01T01135,-1.155480678,5.208081529,0.004157868,0.010178702
FGRAMPH1_01T01139,-1.181836597,6.90232919,0.000691454,0.002043697
FGRAMPH1_01T01151,1.149473955,5.99258663,0.002805051,0.007177609
FGRAMPH1_01T01153,-1.642277831,5.085941997,0.000221833,0.000725551
FGRAMPH1_01T01159,-1.145144511,7.014497134,0.024062554,0.047422585
FGRAMPH1_01T01163,1.423940511,6.561171031,0.00083117,0.002411837
FGRAMPH1_01T01165,-2.71029971,8.004780945,4.07E-07,2.03E-06
FGRAMPH1_01T01169,-0.718634818,5.283016726,0.018727126,0.038135121
FGRAMPH1_01T01173,-1.921220644,5.1082014,2.98E-07,1.51E-06
FGRAMPH1_01T01175,-2.028303774,6.254954894,3.57E-08,2.02E-07
FGRAMPH1_01T01179,2.306960043,2.565389051,3.51E-08,1.99E-07
FGRAMPH1_01T01183,-1.505927725,3.658522543,4.33E-05,0.000160727
FGRAMPH1_01T01187,-1.199530932,5.535290045,0.004542132,0.011008646
FGRAMPH1_01T01191,-1.614351583,4.525957751,0.0004644,0.001420765
FGRAMPH1_01T01199,0.815521964,5.789758421,0.015196505,0.031768438
FGRAMPH1_01T01201,-0.916263683,5.478820667,0.019076531,0.038761539
FGRAMPH1_01T01205,-1.203577494,5.983672922,0.001704182,0.004584947
FGRAMPH1_01T01209,3.392056231,7.03854937,1.57E-13,1.49E-12
FGRAMPH1_01T01213,-1.224064789,7.779845758,0.000663395,0.001967758
FGRAMPH1_01T01215,-1.605509702,1.289319324,0.022404523,0.044615687
FGRAMPH1_01T01217,-3.917201998,0.933916956,1.26E-05,5.11E-05
FGRAMPH1_01T01219,-1.220785626,6.484600639,0.004027496,0.009898917
FGRAMPH1_01T01221,-1.370814175,3.397212176,0.000430113,0.001327513
FGRAMPH1_01T01239,1.27261042,3.367057293,0.007313745,0.016722839
FGRAMPH1_01T01241,-6.599972802,6.907693257,1.54E-21,2.59E-20
FGRAMPH1_01T01243,-5.019293622,1.401100393,8.00E-06,3.34E-05
FGRAMPH1_01T01245,1.442121924,5.445649087,0.005890861,0.013804273
FGRAMPH1_01T01249,3.647966452,3.98767051,2.67E-18,3.65E-17
FGRAMPH1_01T01253,-1.882360705,8.136011662,4.23E-07,2.11E-06
FGRAMPH1_01T01255,1.718960122,6.660681424,0.001611499,0.004365902
FGRAMPH1_01T01257,1.015224454,8.46113798,0.016859411,0.034786042
FGRAMPH1_01T01259,-1.126212309,11.35433123,0.000356681,0.001119361
FGRAMPH1_01T01263,-1.215020879,6.056296717,0.000209741,0.000689882
FGRAMPH1_01T01265,-0.731622438,5.560845108,0.024302024,0.047804489
FGRAMPH1_01T01275,-1.164704587,4.523412531,0.001681367,0.004531706
FGRAMPH1_01T01279,-3.043372669,3.091148957,8.42E-05,0.000297277
FGRAMPH1_01T01281,-1.852851782,8.164498177,1.08E-05,4.44E-05
FGRAMPH1_01T01291,1.1395618,7.082102161,0.000268594,0.00086338
FGRAMPH1_01T01297,-1.138655903,5.474559971,0.002013488,0.005337503
FGRAMPH1_01T01299,-0.813603535,6.611899977,0.00544126,0.012892187
FGRAMPH1_01T01311,1.506123424,8.267567994,3.01E-05,0.000114527
FGRAMPH1_01T01317,1.353555908,2.634340633,0.014948498,0.031300008
FGRAMPH1_01T01319,1.697610043,2.063444995,0.004528538,0.010983332
FGRAMPH1_01T01321,1.197903534,6.992795583,0.004633651,0.011207093
FGRAMPH1_01T01325,-3.025442346,0.451275338,0.000412832,0.001277947
FGRAMPH1_01T01327,-0.880931682,4.989679219,0.004889975,0.011745594
FGRAMPH1_01T01333,5.2404075,9.298267228,8.52E-38,4.44E-36
FGRAMPH1_01T01337,2.487150937,1.942612962,0.001712288,0.004605572
FGRAMPH1_01T01339,0.799937627,8.892343732,0.024658581,0.048396686
FGRAMPH1_01T01341,4.261510369,3.290349536,9.58E-11,7.04E-10
FGRAMPH1_01T01345,-0.958420858,4.787567926,0.009115049,0.020343591
FGRAMPH1_01T01349,-5.83780806,7.905106538,7.53E-16,8.66E-15
FGRAMPH1_01T01351,-0.974306036,4.680716866,0.002630049,0.006771212
FGRAMPH1_01T01353,2.169021701,5.511156738,0.002529905,0.006535901
FGRAMPH1_01T01357,1.532982188,2.958999423,0.010774842,0.023560538
FGRAMPH1_01T01361,-1.023737496,6.354314484,0.000698999,0.002064248
FGRAMPH1_01T01363,-1.876004668,3.856122319,1.69E-08,9.95E-08
FGRAMPH1_01T01367,1.253519867,2.488532089,0.001325176,0.003669044
FGRAMPH1_01T01369,-1.03595039,7.864448334,0.001757482,0.004716218
FGRAMPH1_01T01373,0.706198845,7.926562688,0.012679827,0.027114103
FGRAMPH1_01T01377,10.79531734,5.610065815,9.27E-26,2.04E-24
FGRAMPH1_01T01381,5.11109612,4.063302128,7.03E-18,9.33E-17
FGRAMPH1_01T01383,1.58778464,3.274779941,5.41E-05,0.000196819
FGRAMPH1_01T01387,1.516822452,4.048099162,0.00642174,0.014921311
FGRAMPH1_01T01389,-1.384947593,5.295900742,0.000166389,0.000556385
FGRAMPH1_01T01405,-1.628205706,3.600629366,0.000472506,0.001443453
FGRAMPH1_01T01407,-1.397763553,4.265305593,0.001642988,0.004435136
FGRAMPH1_01T01411,-1.492569398,4.429570916,0.021460427,0.042966024
FGRAMPH1_01T01413,-1.354627494,5.411112314,0.002722657,0.006989
FGRAMPH1_01T01415,-1.486897054,7.220537423,0.000325132,0.001027442
FGRAMPH1_01T01417,-1.912117421,7.306193891,0.000142542,0.000484385
FGRAMPH1_01T01427,-0.940046707,9.124831687,0.003001406,0.007625963
FGRAMPH1_01T01431,3.286550523,5.436994306,4.92E-13,4.43E-12
FGRAMPH1_01T01435,0.725096286,4.475285096,0.023198731,0.045971274
FGRAMPH1_01T01439,-1.247483767,5.21709877,0.002107634,0.005551907
FGRAMPH1_01T01447,-1.644821477,2.446766692,0.010046967,0.022194631
FGRAMPH1_01T01451,-2.472860885,1.940971702,0.00808612,0.018292988
FGRAMPH1_01T01453,6.68332428,8.653444877,1.04E-16,1.28E-15
FGRAMPH1_01T01455,7.03818953,4.910352308,3.07E-47,3.39E-45
FGRAMPH1_01T01463,-2.069158774,0.564806094,0.017660881,0.036204114
FGRAMPH1_01T01465,-4.133621181,4.034564982,8.78E-19,1.25E-17
FGRAMPH1_01T01473,-2.411938201,1.551867405,0.000463841,0.001419471
FGRAMPH1_01T01475,2.511175759,2.96580453,4.12E-05,0.000153385
FGRAMPH1_01T01477,1.642911476,6.738804875,3.04E-05,0.000115679
FGRAMPH1_01T01483,-1.043542246,4.992714716,0.010644088,0.023313605
FGRAMPH1_01T01489,-2.899643541,5.316677893,1.02E-21,1.74E-20
FGRAMPH1_01T01497,-1.440512109,4.986748543,0.002482365,0.00643244
FGRAMPH1_01T01499,-2.168331928,6.375662278,1.73E-08,1.02E-07
FGRAMPH1_01T01501,-1.618215693,7.427562054,5.98E-05,0.000216367
FGRAMPH1_01T01503,-2.712339454,7.269023154,2.64E-10,1.86E-09
FGRAMPH1_01T01505,-1.692493433,5.387798002,3.13E-06,1.39E-05
FGRAMPH1_01T01513,-3.222279968,6.167108521,1.61E-13,1.53E-12
FGRAMPH1_01T01517,-4.069789135,6.362810397,1.33E-19,2.01E-18
FGRAMPH1_01T01519,-1.771165828,7.368868902,7.82E-05,0.000277026
FGRAMPH1_01T01523,3.069219459,2.428221933,2.59E-05,9.99E-05
FGRAMPH1_01T01529,-3.593201245,4.792436271,6.98E-08,3.84E-07
FGRAMPH1_01T01531,-2.444071036,7.701602443,3.47E-09,2.19E-08
FGRAMPH1_01T01535,-1.430444986,7.328579989,2.39E-06,1.09E-05
FGRAMPH1_01T01551,0.992064337,5.415330772,0.004742515,0.011438666
FGRAMPH1_01T01559,-1.082263553,3.894997525,0.003566498,0.008889058
FGRAMPH1_01T01569,1.216275958,4.053500925,0.010936011,0.023838226
FGRAMPH1_01T01575,2.395823081,1.647522941,0.000344464,0.001084275
FGRAMPH1_01T01577,2.848385569,5.366821711,2.48E-10,1.75E-09
FGRAMPH1_01T01579,1.302632011,5.238972721,0.000193537,0.000640411
FGRAMPH1_01T01585,-1.068979497,3.839124257,0.010852387,0.023700382
FGRAMPH1_01T01597,1.245548576,10.45149231,0.003912385,0.009654549
FGRAMPH1_01T01601,-1.990524293,8.272404672,9.02E-10,6.07E-09
FGRAMPH1_01T01603,1.337634172,10.67273872,0.000669624,0.001984219
FGRAMPH1_01T01611,-1.151786386,6.426121445,3.26E-05,0.000123529
FGRAMPH1_01T01615,1.26317256,4.209283592,5.89E-05,0.000213007
FGRAMPH1_01T01617,2.06199262,6.658507362,2.45E-07,1.26E-06
FGRAMPH1_01T01619,2.506005489,8.353099927,1.71E-15,1.91E-14
FGRAMPH1_01T01629,-1.497617683,6.564875845,0.00360541,0.008977489
FGRAMPH1_01T01637,1.398527688,6.421301392,0.000404002,0.001253952
FGRAMPH1_01T01647,-0.8553102,6.726530595,0.022316422,0.044458631
FGRAMPH1_01T01651,3.80050514,7.24078715,6.09E-22,1.07E-20
FGRAMPH1_01T01655,0.857185283,4.946446117,0.022877356,0.045437695
FGRAMPH1_01T01661,2.832996629,5.750529435,4.46E-15,4.83E-14
FGRAMPH1_01T01673,-3.834227801,9.140112001,1.14E-19,1.73E-18
FGRAMPH1_01T01681,-1.080587697,5.201762152,0.013653317,0.028941381
FGRAMPH1_01T01691,1.728406705,10.81826361,0.000254865,0.00082355
FGRAMPH1_01T01693,-1.341608484,3.259272695,0.000617807,0.001844255
FGRAMPH1_01T01695,-1.702702581,1.398320342,0.003801233,0.009411334
FGRAMPH1_01T01713,1.788328877,5.163368239,1.17E-05,4.79E-05
FGRAMPH1_01T01723,0.917226309,4.117644861,0.00342337,0.008554745
FGRAMPH1_01T01727,-0.965463145,7.931092982,0.003737898,0.009267683
FGRAMPH1_01T01735,-0.865391736,4.537056955,0.02205777,0.04398522
FGRAMPH1_01T01737,-1.617942545,6.128435539,4.83E-06,2.09E-05
FGRAMPH1_01T01739,-1.301461792,5.10350773,0.000248819,0.000806005
FGRAMPH1_01T01751,1.781426667,5.824452208,5.82E-06,2.49E-05
FGRAMPH1_01T01757,-0.94132699,4.9409132,0.011566789,0.025066967
FGRAMPH1_01T01779,-2.191097486,3.935679981,3.28E-06,1.45E-05
FGRAMPH1_01T01781,-2.218343943,5.193671286,4.86E-11,3.70E-10
FGRAMPH1_01T01785,-1.514682076,6.481163236,0.000154727,0.000521387
FGRAMPH1_01T01797,-1.29381122,6.899885,6.48E-06,2.74E-05
FGRAMPH1_01T01803,-2.593679809,2.488311005,0.001423004,0.00391401
FGRAMPH1_01T01805,-2.904297809,5.539523929,7.14E-08,3.92E-07
FGRAMPH1_01T01807,-1.980953188,4.024192463,4.19E-07,2.09E-06
FGRAMPH1_01T01811,-0.887271451,6.326881566,0.005222939,0.012450015
FGRAMPH1_01T01819,0.796613195,5.00833522,0.008606473,0.019336381
FGRAMPH1_01T01821,-1.147097831,5.911904894,0.000132612,0.000452697
FGRAMPH1_01T01827,-2.542845476,5.464266613,3.07E-16,3.66E-15
