,logFC,logCPM,PValue,FDR
FGRAMPH1_01T14001,9.783479257,5.350699293,0.002425558,0.014419665
FGRAMPH1_01T21509,9.783138595,6.445328915,0.000483741,0.003935755
FGRAMPH1_01T08857,9.778290976,6.968652262,0.000169577,0.001720931
FGRAMPH1_01T22333,9.7278605,5.083476157,4.35E-05,0.000557785
FGRAMPH1_01T13527,9.71809357,5.265936894,0.001938434,0.01206534
FGRAMPH1_01T22311,9.714801263,8.423520257,0.000189265,0.00186354
FGRAMPH1_01T25119,9.691562501,6.858769334,9.91E-06,0.000158841
FGRAMPH1_01T04401,9.686995983,9.198193921,2.16E-06,4.27E-05
FGRAMPH1_01T08483,9.626224569,6.837847777,5.67E-05,0.000697139
FGRAMPH1_01T21371,9.585977546,11.31800181,1.65E-22,1.02E-19
FGRAMPH1_01T08587,9.584955232,11.28052645,3.08E-20,1.29E-17
FGRAMPH1_01T12775,9.564959278,6.984331191,4.67E-07,1.15E-05
FGRAMPH1_01T13621,9.515674491,8.266462752,5.85E-08,1.84E-06
FGRAMPH1_01T00105,9.476382723,8.570333723,8.96E-05,0.001010718
FGRAMPH1_01T13073,9.453702787,8.864168931,4.46E-23,3.18E-20
FGRAMPH1_01T27287,9.428840048,10.42368283,5.28E-11,3.43E-09
FGRAMPH1_01T12119,9.351736842,7.458292575,2.24E-15,3.35E-13
FGRAMPH1_01T08583,9.33524481,5.861161655,0.004730279,0.0243864
FGRAMPH1_01T00537,9.333116747,7.294429914,1.81E-05,0.000267471
FGRAMPH1_01T08995,9.320021631,6.956489303,0.001709066,0.010896986
FGRAMPH1_01T25613,9.314723697,5.112977436,0.007190732,0.033966875
FGRAMPH1_01T13107,9.241706018,10.9298803,1.45E-15,2.24E-13
FGRAMPH1_01T18989,9.144478442,7.630541987,0.000530123,0.004243104
FGRAMPH1_01T21223,9.105461103,9.05540129,4.30E-14,5.11E-12
FGRAMPH1_01T24967,9.09551001,6.807125047,3.38E-07,8.79E-06
FGRAMPH1_01T25757,9.090183255,5.526670889,1.85E-05,0.000272908
FGRAMPH1_01T13987,9.082882399,6.046329348,1.55E-07,4.40E-06
FGRAMPH1_01T16717,9.078678995,6.506498794,0.00155931,0.010095953
FGRAMPH1_01T21055,9.078284238,6.602899085,0.001486687,0.009734172
FGRAMPH1_01T21449,9.056301507,4.625973716,0.002193615,0.013344068
FGRAMPH1_01T08141,9.027225963,7.604044679,4.63E-05,0.00058756
FGRAMPH1_01T12259,9.016407643,5.339849363,0.007389317,0.034670147
FGRAMPH1_01T21735,9.01467921,5.724268229,0.00487823,0.024995551
FGRAMPH1_01T21067,9.013421907,3.826292643,0.005147476,0.026106663
FGRAMPH1_01T12585,8.987776175,8.712162817,6.63E-05,0.000792078
FGRAMPH1_01T21737,8.903166347,7.627261343,0.004213003,0.022251714
FGRAMPH1_01T22349,8.808095359,8.214789201,0.000646563,0.005007392
FGRAMPH1_01T09077,8.806790146,7.251762866,8.00E-06,0.000131153
FGRAMPH1_01T09025,8.747753032,9.693233735,8.31E-20,3.11E-17
FGRAMPH1_01T13779,8.740128628,7.650235542,0.000913482,0.006600668
FGRAMPH1_01T08819,8.731891402,6.152396118,0.00113095,0.007795208
FGRAMPH1_01T06959,8.696416598,7.440051658,4.06E-07,1.02E-05
FGRAMPH1_01T09485,8.662973893,7.20754935,0.007214291,0.034062783
FGRAMPH1_01T25241,8.647159998,4.846566346,0.000270692,0.00247173
FGRAMPH1_01T15685,8.637471935,6.859120063,0.001171576,0.008022384
FGRAMPH1_01T08473,8.628283641,8.968646702,7.51E-06,0.000124726
FGRAMPH1_01T00591,8.56789903,7.242573013,0.001079373,0.007523258
FGRAMPH1_01T14829,8.541421581,5.549367552,0.000285567,0.002569136
FGRAMPH1_01T21081,8.480036941,8.557831291,0.000889403,0.006475872
FGRAMPH1_01T25597,8.468580619,8.396859569,3.48E-10,1.80E-08
FGRAMPH1_01T21739,8.457742148,6.630594995,1.47E-05,0.000224174
FGRAMPH1_01T14189,8.419752737,8.830985203,3.59E-05,0.000475446
FGRAMPH1_01T05531,8.38436174,7.433773121,0.001107275,0.007667387
FGRAMPH1_01T18793,8.32359088,6.342969352,0.000417077,0.003496697
FGRAMPH1_01T09075,8.301535067,9.740731777,1.32E-09,5.99E-08
FGRAMPH1_01T14177,8.287536176,8.416159614,7.16E-11,4.54E-09
FGRAMPH1_01T21615,8.272484329,6.789097861,0.002250093,0.013577116
FGRAMPH1_01T22295,8.272022351,8.365182531,0.002244251,0.013573178
FGRAMPH1_01T00467,8.238015097,6.496573609,0.002145408,0.01308124
FGRAMPH1_01T27921,8.233514155,6.470394341,0.003767729,0.020394078
FGRAMPH1_01T22079,8.232996696,6.368935185,2.94E-06,5.53E-05
FGRAMPH1_01T21053,8.226425137,4.975729522,0.004999119,0.025502574
FGRAMPH1_01T17689,8.19104886,8.404717534,1.65E-07,4.63E-06
FGRAMPH1_01T22187,8.17759922,8.242025732,2.06E-05,0.000298934
FGRAMPH1_01T23737,8.131195456,7.670575872,2.32E-06,4.50E-05
FGRAMPH1_01T13329,8.07622878,7.382024068,0.000833297,0.006161689
FGRAMPH1_01T20207,8.063080048,9.47228078,9.94E-15,1.32E-12
FGRAMPH1_01T21001,8.04651943,9.248761548,7.42E-08,2.31E-06
FGRAMPH1_01T25839,8.02821321,6.314867365,3.83E-05,0.000501592
FGRAMPH1_01T27453,7.969515627,7.057081976,0.004277923,0.022571815
FGRAMPH1_01T13253,7.946381504,8.678926358,6.03E-06,0.000102739
FGRAMPH1_01T15663,7.892091079,9.003919503,0.000184239,0.001829578
FGRAMPH1_01T21197,7.886039807,5.07074916,0.004669955,0.024224958
FGRAMPH1_01T06607,7.806529504,6.324295569,0.001375258,0.009130282
FGRAMPH1_01T21327,7.791628851,6.25933157,0.000941493,0.006756404
FGRAMPH1_01T13371,7.758040049,6.219264397,0.00837412,0.038025706
FGRAMPH1_01T13319,7.757261192,9.336309918,3.75E-05,0.00049292
FGRAMPH1_01T16109,7.750033329,5.726494409,0.00230746,0.013851382
FGRAMPH1_01T02019,7.715997699,9.801659194,8.19E-13,7.20E-11
FGRAMPH1_01T03951,7.700140285,7.843288095,0.000329623,0.00288848
FGRAMPH1_01T12453,7.675912297,8.22831564,5.05E-13,4.59E-11
FGRAMPH1_01T25097,7.649368162,6.975018105,0.001002834,0.007108841
FGRAMPH1_01T25255,7.648028902,7.526465039,0.000157364,0.001618979
FGRAMPH1_01T08839,7.639618138,9.760286264,2.29E-11,1.55E-09
FGRAMPH1_01T13105,7.633928296,8.726168735,0.000186116,0.001840573
FGRAMPH1_01T22463,7.624944275,8.563333231,1.06E-08,4.02E-07
FGRAMPH1_01T04077,7.624594678,6.504563978,0.004790929,0.024620575
FGRAMPH1_01T27337,7.539987306,7.050965327,0.002828426,0.016233583
FGRAMPH1_01T22577,7.533936257,6.648637491,9.38E-05,0.001045885
FGRAMPH1_01T13111,7.531970855,9.674077798,0.00048239,0.003930875
FGRAMPH1_01T20941,7.521888697,6.014258378,0.004877044,0.024995551
FGRAMPH1_01T14781,7.512128706,9.696279254,1.64E-13,1.65E-11
FGRAMPH1_01T12133,7.424429103,6.32989935,0.008993291,0.040024163
FGRAMPH1_01T16541,7.42023564,6.496413249,1.24E-07,3.64E-06
FGRAMPH1_01T05623,7.407402421,8.144219299,1.69E-09,7.50E-08
FGRAMPH1_01T23701,7.407095849,5.115703084,0.000380177,0.003226105
FGRAMPH1_01T13117,7.395251715,7.75344963,0.007081473,0.033587895
FGRAMPH1_01T12475,7.392143525,5.108754434,0.00470431,0.024331511
FGRAMPH1_01T21605,7.38655843,9.522072519,5.84E-07,1.39E-05
FGRAMPH1_01T12881,7.38496956,6.866404748,0.001304738,0.00877908
FGRAMPH1_01T25713,7.371677207,7.182839388,0.002924111,0.016682102
FGRAMPH1_01T05515,7.3015401,5.390003552,0.000209831,0.002021606
FGRAMPH1_01T22335,7.295744095,7.355220863,4.20E-05,0.000543116
FGRAMPH1_01T16281,7.294127808,6.209672631,0.007567515,0.03530045
FGRAMPH1_01T15827,7.255815572,9.536178252,1.78E-08,6.33E-07
FGRAMPH1_01T14815,7.168120221,7.79758088,2.65E-11,1.79E-09
FGRAMPH1_01T05471,7.163539238,8.601896861,4.82E-05,0.000605291
FGRAMPH1_01T25479,7.162439456,7.59487795,0.000865129,0.006343271
FGRAMPH1_01T21961,7.115001859,6.864249466,0.002511919,0.014848706
FGRAMPH1_01T17437,7.104407763,6.591087801,0.001887032,0.01181569
FGRAMPH1_01T21387,7.087548869,7.785406414,0.001280742,0.008634283
FGRAMPH1_01T06395,7.083867823,10.33101715,1.07E-16,2.16E-14
FGRAMPH1_01T11433,7.058238551,6.58210384,0.004123397,0.021922309
FGRAMPH1_01T14089,7.029247642,3.838135999,0.003245166,0.018089596
FGRAMPH1_01T21451,7.006972984,5.825189708,8.01E-06,0.000131233
FGRAMPH1_01T20977,6.982117871,7.788784437,0.008695919,0.039016669
FGRAMPH1_01T12927,6.980325815,6.003044403,0.001175101,0.008041257
FGRAMPH1_01T16209,6.948336771,8.781472108,1.44E-08,5.20E-07
FGRAMPH1_01T21423,6.915305953,7.76933492,1.81E-05,0.000267471
FGRAMPH1_01T13791,6.878433675,6.730600641,6.50E-05,0.000779437
FGRAMPH1_01T15477,6.860211304,7.007869634,0.004683383,0.024270547
FGRAMPH1_01T06445,6.842425333,5.857758326,6.02E-05,0.000730213
FGRAMPH1_01T16231,6.839590862,0.236050632,0.006572825,0.031662738
FGRAMPH1_01T05639,6.807953845,6.788837682,1.47E-06,3.05E-05
FGRAMPH1_01T08935,6.804198649,8.365052095,1.09E-16,2.16E-14
FGRAMPH1_01T13659,6.781389965,7.057692284,0.003632264,0.019876766
FGRAMPH1_01T08913,6.730468953,6.319247925,0.002223055,0.01349178
FGRAMPH1_01T05809,6.694554992,6.939104915,0.00787539,0.036441488
FGRAMPH1_01T13805,6.666400938,11.42227954,5.42E-19,1.77E-16
FGRAMPH1_01T27207,6.666150334,9.984123578,5.77E-19,1.83E-16
FGRAMPH1_01T10413,6.652724298,7.705866656,8.10E-19,2.38E-16
FGRAMPH1_01T21051,6.602571564,8.128215227,1.80E-08,6.37E-07
FGRAMPH1_01T12299,6.572852805,7.176799163,8.51E-07,1.91E-05
FGRAMPH1_01T22039,6.558389367,7.383907261,4.42E-05,0.000563516
FGRAMPH1_01T13545,6.542596355,6.15806934,0.000385377,0.003262301
FGRAMPH1_01T15171,6.482738403,9.094424368,1.58E-09,7.06E-08
FGRAMPH1_01T12253,6.466385003,7.800124192,9.27E-10,4.47E-08
FGRAMPH1_01T26375,6.463404387,8.773478915,2.59E-06,4.93E-05
FGRAMPH1_01T02303,6.416108513,7.802882045,1.39E-07,4.02E-06
FGRAMPH1_01T11939,6.393600138,4.373787442,0.003275004,0.018236494
FGRAMPH1_01T16679,6.390372566,7.684109767,2.50E-06,4.78E-05
FGRAMPH1_01T28061,6.372972155,7.010297515,0.002870908,0.016405411
FGRAMPH1_01T05377,6.364173463,5.414143694,0.004295639,0.022631052
FGRAMPH1_01T13123,6.359662886,10.16303439,1.31E-12,1.09E-10
FGRAMPH1_01T15989,6.358616431,7.082936622,0.003563796,0.019585168
FGRAMPH1_01T25121,6.356831317,6.939112278,0.000437415,0.003632282
FGRAMPH1_01T13483,6.292826125,8.293868303,0.002487008,0.014726407
FGRAMPH1_01T10435,6.240536958,4.163717621,0.005376631,0.027033006
FGRAMPH1_01T18195,6.165335895,6.860354635,1.70E-10,9.74E-09
FGRAMPH1_01T19211,6.112732686,6.186162943,7.16E-08,2.24E-06
FGRAMPH1_01T25759,6.070097171,6.617124113,0.002515328,0.014860463
FGRAMPH1_01T28003,6.048521999,11.63027512,3.51E-28,5.25E-25
FGRAMPH1_01T02665,6.021072686,6.440863335,5.44E-06,9.46E-05
FGRAMPH1_01T15741,6.008782084,5.37950062,0.000774495,0.005804827
FGRAMPH1_01T15811,6.003257675,7.910653464,2.52E-14,3.10E-12
FGRAMPH1_01T00633,6.00055671,8.656677798,2.00E-05,0.000293134
FGRAMPH1_01T16951,5.981075413,7.842591097,5.98E-09,2.36E-07
FGRAMPH1_01T14353,5.906637209,5.476363697,0.000600622,0.004710873
FGRAMPH1_01T11325,5.894181907,6.741692795,2.83E-10,1.53E-08
FGRAMPH1_01T13231,5.849286319,6.408847223,2.23E-05,0.000319511
FGRAMPH1_01T20805,5.843705855,4.973763082,0.000216894,0.002080073
FGRAMPH1_01T07165,5.828016948,5.880058061,0.000447254,0.003696378
FGRAMPH1_01T10769,5.80932815,7.074974605,0.000121802,0.00130709
FGRAMPH1_01T20913,5.773290172,11.04646176,1.05E-20,4.98E-18
FGRAMPH1_01T27007,5.723478784,5.756739009,0.000190818,0.001872919
FGRAMPH1_01T25243,5.710775054,7.87997361,0.00106271,0.00743122
FGRAMPH1_01T00223,5.697357755,10.83585415,8.72E-11,5.31E-09
FGRAMPH1_01T09071,5.671724968,11.40758708,8.75E-21,4.36E-18
FGRAMPH1_01T22091,5.626635547,5.284206803,0.008580453,0.038663774
FGRAMPH1_01T12877,5.619500503,7.192849187,0.001341231,0.008961236
FGRAMPH1_01T10267,5.611426659,10.90550515,8.00E-15,1.09E-12
FGRAMPH1_01T09073,5.594662616,9.137978946,1.29E-09,5.91E-08
FGRAMPH1_01T18881,5.593960824,6.52721701,0.000142002,0.001482798
FGRAMPH1_01T00213,5.579141388,7.465050359,1.25E-08,4.64E-07
FGRAMPH1_01T06755,5.576680193,5.510106337,0.002645522,0.015429265
FGRAMPH1_01T18451,5.567851141,8.480418413,2.22E-05,0.000318536
FGRAMPH1_01T08063,5.564334147,8.128544376,1.97E-13,1.94E-11
FGRAMPH1_01T04287,5.552449075,7.063046803,6.53E-05,0.000782348
FGRAMPH1_01T13947,5.533115156,6.480056699,0.000251629,0.002338181
FGRAMPH1_01T14677,5.512924932,5.372723323,0.011626172,0.049163805
FGRAMPH1_01T11753,5.511644475,6.853946776,4.45E-07,1.10E-05
FGRAMPH1_01T03827,5.502377263,7.797881967,4.68E-11,3.06E-09
FGRAMPH1_01T26183,5.50209657,8.173827808,0.001067357,0.007450138
FGRAMPH1_01T04205,5.490571294,7.089389008,0.0030243,0.017099873
FGRAMPH1_01T08909,5.432055096,7.957222267,0.009990353,0.04369944
FGRAMPH1_01T05657,5.411059402,6.778537114,0.011142635,0.04754706
FGRAMPH1_01T17813,5.379645099,6.037354841,5.86E-06,0.000100067
FGRAMPH1_01T25429,5.372235595,8.50804066,8.00E-10,3.88E-08
FGRAMPH1_01T27977,5.370786416,5.336130691,0.011267476,0.047865042
FGRAMPH1_01T13837,5.367359809,7.74202763,2.81E-05,0.000386296
FGRAMPH1_01T20731,5.349722518,7.268184933,5.28E-06,9.27E-05
FGRAMPH1_01T13999,5.327056694,6.39208087,0.001093538,0.007587329
FGRAMPH1_01T19311,5.327047467,8.780316128,1.04E-09,4.91E-08
FGRAMPH1_01T00621,5.309482855,2.600719292,0.003822358,0.02065771
FGRAMPH1_01T02419,5.209077619,5.23507062,0.008704777,0.039039039
FGRAMPH1_01T08057,5.174412735,9.492602679,5.81E-10,2.87E-08
FGRAMPH1_01T21071,5.164239126,6.554707345,0.003048157,0.017192923
FGRAMPH1_01T16549,5.153154038,4.537256076,0.002851976,0.016321991
FGRAMPH1_01T17643,5.147214081,5.50995945,0.003435684,0.018979702
FGRAMPH1_01T11687,5.055341421,4.975195702,0.009550867,0.042147077
FGRAMPH1_01T12257,5.045974308,7.586424496,0.000145421,0.001510965
FGRAMPH1_01T14469,5.023226258,6.392024858,0.000373448,0.003181912
FGRAMPH1_01T28013,5.020994837,5.68749014,0.001844351,0.011597022
FGRAMPH1_01T05653,4.978199841,7.118622873,0.001187589,0.008116096
FGRAMPH1_01T11877,4.943623298,6.076340641,0.000396826,0.003340295
FGRAMPH1_01T26379,4.91544423,12.28848043,1.96E-11,1.36E-09
FGRAMPH1_01T05311,4.878337028,9.84279736,8.48E-14,9.15E-12
FGRAMPH1_01T18615,4.853449137,6.513360003,0.00191311,0.011950373
FGRAMPH1_01T24669,4.788317905,5.837186676,0.000530698,0.004243104
FGRAMPH1_01T24673,4.764051032,8.208814026,1.89E-12,1.52E-10
FGRAMPH1_01T00373,4.761118188,7.168476224,2.18E-07,5.93E-06
FGRAMPH1_01T23087,4.752086621,4.844492586,0.010208843,0.044487764
FGRAMPH1_01T17557,4.679720198,7.414875752,0.000592625,0.004662133
FGRAMPH1_01T21729,4.629402436,6.678686132,0.001111561,0.007691975
FGRAMPH1_01T22169,4.620295035,6.923740652,0.002845368,0.016303991
FGRAMPH1_01T13225,4.620005438,7.388727027,0.000257266,0.002377894
FGRAMPH1_01T13101,4.582464608,7.987258081,0.000490138,0.003975441
FGRAMPH1_01T00483,4.546125304,4.678181635,0.004068092,0.021760967
FGRAMPH1_01T23085,4.545764888,7.110756464,0.001314547,0.008822392
FGRAMPH1_01T19121,4.520328387,6.625306186,0.00115091,0.007911939
FGRAMPH1_01T01273,4.518157256,6.270669966,0.000350165,0.003029553
FGRAMPH1_01T21537,4.512507666,8.707217264,4.65E-05,0.000588336
FGRAMPH1_01T27223,4.498822016,8.900621953,4.09E-07,1.03E-05
FGRAMPH1_01T04811,4.440915587,8.044970526,0.00064038,0.004973069
FGRAMPH1_01T24183,4.430345151,7.605193525,5.35E-06,9.36E-05
FGRAMPH1_01T03603,4.396485267,8.652685848,2.25E-06,4.40E-05
FGRAMPH1_01T05513,4.383757603,7.624050132,2.16E-07,5.91E-06
FGRAMPH1_01T14225,4.380885879,9.391425909,2.89E-08,9.72E-07
FGRAMPH1_01T19171,4.371462145,7.014809238,0.000278255,0.002522862
FGRAMPH1_01T05203,4.311080024,7.388786414,0.009981576,0.043679309
FGRAMPH1_01T18593,4.308079671,5.789355335,0.005275023,0.026637339
FGRAMPH1_01T22849,4.299106542,10.04219978,1.23E-20,5.62E-18
FGRAMPH1_01T10099,4.276058982,8.980116694,5.18E-08,1.66E-06
FGRAMPH1_01T14761,4.270931147,5.404630472,0.000509201,0.004104596
FGRAMPH1_01T05839,4.255826114,6.413781337,9.01E-05,0.001012435
FGRAMPH1_01T13859,4.208311136,8.82062543,0.000301756,0.002691625
FGRAMPH1_01T11883,4.184025539,7.494722401,0.009047317,0.040241955
FGRAMPH1_01T04781,4.177474636,8.40892223,0.00108026,0.007523258
FGRAMPH1_01T25157,4.161261672,8.192126353,2.49E-10,1.36E-08
FGRAMPH1_01T10231,4.158245399,6.117278252,2.22E-06,4.36E-05
FGRAMPH1_01T24241,4.152680156,10.32631855,1.32E-13,1.40E-11
FGRAMPH1_01T24471,4.143325551,8.124177094,9.23E-07,2.04E-05
FGRAMPH1_01T22149,4.125705215,9.142666741,4.29E-08,1.40E-06
FGRAMPH1_01T22475,4.084964862,6.410362571,3.69E-06,6.76E-05
FGRAMPH1_01T03065,4.083262691,5.322235971,0.010305488,0.044741211
FGRAMPH1_01T02073,4.051580619,5.748567258,0.000238027,0.002245699
FGRAMPH1_01T16831,4.033760516,6.472453407,0.003432242,0.018970707
FGRAMPH1_01T03095,4.028025566,8.165716866,5.63E-06,9.68E-05
FGRAMPH1_01T09089,3.983686633,7.189173679,0.000326504,0.00286595
FGRAMPH1_01T22341,3.945029951,7.472995773,0.002291115,0.01379283
FGRAMPH1_01T06393,3.913552055,7.100288499,2.08E-06,4.16E-05
FGRAMPH1_01T19551,3.882831245,6.542497582,8.51E-06,0.000138496
FGRAMPH1_01T15697,3.865461977,6.95379566,5.55E-06,9.59E-05
FGRAMPH1_01T18041,3.84914189,5.199413875,0.000369396,0.003156554
FGRAMPH1_01T09627,3.840868734,2.588434384,0.005610153,0.027798811
FGRAMPH1_01T09733,3.801782598,8.909276024,1.35E-06,2.85E-05
FGRAMPH1_01T25677,3.777590494,8.560680244,7.81E-11,4.84E-09
FGRAMPH1_01T20055,3.752693939,5.721275059,0.005469062,0.027379326
FGRAMPH1_01T27261,3.752320638,5.054206739,0.003650306,0.01991301
FGRAMPH1_01T15231,3.745548162,6.696106347,0.000335176,0.002922455
FGRAMPH1_01T04119,3.684436067,6.959220442,1.54E-06,3.18E-05
FGRAMPH1_01T07163,3.673860752,9.782118136,2.59E-09,1.10E-07
FGRAMPH1_01T13537,3.633141854,8.541734456,0.008223505,0.037540371
FGRAMPH1_01T14705,3.595289087,8.256017363,1.18E-07,3.50E-06
FGRAMPH1_01T03161,3.575642538,6.253568172,0.005451459,0.027343534
FGRAMPH1_01T07197,3.494202235,8.216577416,0.000109985,0.001203741
FGRAMPH1_01T24951,3.488512534,5.987530314,0.004164968,0.022109622
FGRAMPH1_01T01333,3.487792341,9.298267228,7.31E-07,1.67E-05
FGRAMPH1_01T15087,3.482456203,10.07820586,5.67E-08,1.80E-06
FGRAMPH1_01T21153,3.476760561,5.221098633,0.004316018,0.022703878
FGRAMPH1_01T04293,3.463117395,8.473689152,0.000706118,0.005373175
FGRAMPH1_01T04535,3.458218125,7.328968235,0.007436639,0.0348453
FGRAMPH1_01T24087,3.427608736,15.1544471,2.37E-06,4.57E-05
FGRAMPH1_01T24685,3.41247591,6.74481361,0.011285508,0.047922189
FGRAMPH1_01T19549,3.406060275,7.761002112,0.000166047,0.001696635
FGRAMPH1_01T02461,3.37981633,10.44832227,3.66E-16,6.50E-14
FGRAMPH1_01T19183,3.338565692,6.26963309,9.01E-05,0.001012435
FGRAMPH1_01T22547,3.335776696,6.045537788,0.007878299,0.036441488
FGRAMPH1_01T13663,3.330594512,7.644591372,0.000369869,0.003156554
FGRAMPH1_01T09067,3.308103952,9.736268202,2.59E-05,0.000362247
FGRAMPH1_01T13497,3.255820776,7.571209476,0.000788956,0.005887907
FGRAMPH1_01T27945,3.252124792,8.147958117,0.000571666,0.004534753
FGRAMPH1_01T07019,3.228456798,11.85352442,6.54E-07,1.51E-05
FGRAMPH1_01T09579,3.214961707,9.023407589,1.93E-05,0.000283766
FGRAMPH1_01T10571,3.184470965,8.176767154,0.000343636,0.002986268
FGRAMPH1_01T23055,3.181646418,5.75014891,0.010723909,0.046117657
FGRAMPH1_01T09031,3.136685495,6.438585012,0.002323822,0.013925627
FGRAMPH1_01T04123,3.116365124,10.00125416,2.40E-06,4.60E-05
FGRAMPH1_01T00539,3.084095102,8.128800844,0.000424585,0.003539788
FGRAMPH1_01T03287,3.06503922,9.093842654,7.98E-08,2.47E-06
FGRAMPH1_01T25345,3.060185592,9.848743299,0.000223201,0.002126919
FGRAMPH1_01T14301,3.003304801,8.437840203,0.000241883,0.002277967
FGRAMPH1_01T11415,2.987456519,7.268022191,0.000681201,0.005225367
FGRAMPH1_01T25047,2.946747984,6.610898161,0.000747099,0.005631774
FGRAMPH1_01T04731,2.925948243,11.93907159,1.44E-10,8.33E-09
FGRAMPH1_01T21039,2.90395982,10.37455182,4.49E-06,8.03E-05
FGRAMPH1_01T18645,2.898587557,8.217062471,0.00221796,0.013476488
FGRAMPH1_01T05915,2.855313355,5.756501334,0.006965729,0.033158518
FGRAMPH1_01T09625,2.832626219,7.99770983,0.000637123,0.004956298
FGRAMPH1_01T25071,2.831908971,8.068262198,0.000835097,0.006170634
FGRAMPH1_01T12121,2.826120174,9.019692661,0.004718613,0.024374753
FGRAMPH1_01T11241,2.766408493,8.262726472,0.000333789,0.002915224
FGRAMPH1_01T23901,2.741421111,6.538333532,0.000640705,0.004973069
