,logFC,logCPM,PValue,FDR
FGRAMPH1_01T20475,2.740829315,7.223670742,0.002694841,0.015673222
FGRAMPH1_01T12595,2.736558242,7.367253015,0.000861356,0.006324467
FGRAMPH1_01T14707,2.735896047,7.790621342,0.002921612,0.016676937
FGRAMPH1_01T05741,2.710807859,7.776664641,0.009907537,0.043466782
FGRAMPH1_01T10501,2.703750396,10.85269466,8.88E-07,1.98E-05
FGRAMPH1_01T12939,2.587664052,7.260256926,0.000371283,0.003166041
FGRAMPH1_01T16959,2.471764264,11.08035767,3.32E-06,6.13E-05
FGRAMPH1_01T27531,2.444791855,8.399277751,0.000386072,0.003263701
FGRAMPH1_01T10227,2.438804663,7.499407243,0.003209846,0.017911794
FGRAMPH1_01T14621,2.43634072,8.186262382,0.010360817,0.0449255
FGRAMPH1_01T10993,2.389138809,7.575036801,0.001015802,0.007160152
FGRAMPH1_01T10497,2.354682436,11.84588699,0.000115492,0.001253522
FGRAMPH1_01T21731,2.354470829,6.232881938,0.009661198,0.042490592
FGRAMPH1_01T04371,2.259761468,7.12027197,0.007876489,0.036441488
FGRAMPH1_01T05107,2.253756546,8.736179097,0.001886126,0.01181569
FGRAMPH1_01T06159,2.215029907,7.592556851,0.004021545,0.021533993
FGRAMPH1_01T07811,2.175688831,6.235048528,0.009978992,0.043679309
FGRAMPH1_01T23707,2.1731391,6.359743125,0.00121166,0.008226862
FGRAMPH1_01T10657,2.16200146,10.69448157,7.23E-07,1.66E-05
FGRAMPH1_01T08679,2.068829694,8.463222015,0.007513336,0.035157441
FGRAMPH1_01T25923,2.062765549,10.45165968,0.004900579,0.025073234
FGRAMPH1_01T10605,2.02640474,8.842952968,3.24E-05,0.000435
FGRAMPH1_01T24705,1.981164456,8.087713182,0.005504631,0.027487587
FGRAMPH1_01T17893,1.941764712,9.36852009,5.14E-06,9.05E-05
FGRAMPH1_01T25041,1.92612331,8.670835877,0.001552585,0.010071108
FGRAMPH1_01T20277,1.901288587,8.001651053,0.001327482,0.008886403
FGRAMPH1_01T01619,1.784921881,8.353099927,0.002328214,0.013943963
FGRAMPH1_01T07775,1.782881637,8.825192239,0.004578923,0.0238592
FGRAMPH1_01T10719,1.777438987,9.865615513,0.001433408,0.009444428
FGRAMPH1_01T02503,1.674969355,8.418636115,0.001910524,0.011941344
FGRAMPH1_01T09783,1.616932025,9.86858272,0.008109892,0.037167676
FGRAMPH1_01T16669,1.54206444,10.13971978,0.000952186,0.006809791
FGRAMPH1_01T05467,1.52341927,8.317872367,0.009262244,0.041043603
FGRAMPH1_01T07345,1.049394441,10.69283813,0.003008627,0.017043455
FGRAMPH1_01T10683,-1.005572511,9.744711106,0.004932569,0.025214111
FGRAMPH1_01T24551,-1.016859739,11.12219294,0.001545204,0.010035672
FGRAMPH1_01T14931,-1.04144059,10.88024202,0.005829344,0.028688816
FGRAMPH1_01T01601,-1.100640542,8.272404672,0.006890445,0.032919965
FGRAMPH1_01T21121,-1.108710492,8.725025701,0.008882072,0.039681092
FGRAMPH1_01T07253,-1.115284368,11.20874263,0.000348787,0.003023496
FGRAMPH1_01T03263,-1.119404453,7.058322806,0.008514932,0.038499718
FGRAMPH1_01T10781,-1.128579942,9.038623104,0.00960318,0.042303162
FGRAMPH1_01T20195,-1.148259845,9.798704589,0.006056156,0.029568343
FGRAMPH1_01T26147,-1.148569031,8.925081614,0.002272949,0.013699231
FGRAMPH1_01T15089,-1.158776732,8.476062419,0.009181963,0.040742526
FGRAMPH1_01T23309,-1.172728793,10.21519976,0.002500778,0.014791204
FGRAMPH1_01T04597,-1.185131769,7.85949611,0.007302961,0.034419317
FGRAMPH1_01T02973,-1.18613304,6.920090083,0.011177439,0.047651239
FGRAMPH1_01T14665,-1.188597488,10.06641052,0.001622846,0.01041069
FGRAMPH1_01T20713,-1.18886585,8.632598548,0.003931544,0.021149484
FGRAMPH1_01T23375,-1.189406579,8.520550452,0.009606452,0.042303162
FGRAMPH1_01T02095,-1.191804958,10.33938762,0.002755008,0.015904819
FGRAMPH1_01T18031,-1.225797888,6.503200461,0.008985355,0.040024163
FGRAMPH1_01T06741,-1.23763023,7.379977435,0.008570533,0.038635712
FGRAMPH1_01T26839,-1.24223376,6.488829092,0.011186117,0.047654861
FGRAMPH1_01T20681,-1.261978519,8.919502384,0.003116495,0.017531124
FGRAMPH1_01T00839,-1.284100164,5.93408153,0.007257575,0.034236252
FGRAMPH1_01T19545,-1.285968201,8.652515192,0.007335519,0.034526032
FGRAMPH1_01T02049,-1.290448362,7.651676837,0.010249143,0.044612778
FGRAMPH1_01T07683,-1.292901893,6.930254914,0.009265506,0.041043603
FGRAMPH1_01T23735,-1.293096179,8.565607866,0.004897485,0.02506966
FGRAMPH1_01T28133,-1.297362271,6.717032746,0.011479176,0.048606481
FGRAMPH1_01T17925,-1.304264198,6.317453199,0.007366392,0.034578087
FGRAMPH1_01T18903,-1.304907251,8.263913794,0.002832532,0.016239335
FGRAMPH1_01T24891,-1.306925297,7.998798075,0.007034302,0.033429121
FGRAMPH1_01T06129,-1.307649835,6.630770023,0.010300031,0.044741211
FGRAMPH1_01T06751,-1.313075887,9.480376078,0.004185693,0.022197115
FGRAMPH1_01T11035,-1.314315566,8.116257762,0.010476542,0.04529589
FGRAMPH1_01T06955,-1.31929208,7.216528335,0.010649651,0.04587018
FGRAMPH1_01T18639,-1.321041501,6.338201822,0.008525839,0.038499718
FGRAMPH1_01T01901,-1.322713588,7.339129866,0.00550285,0.027487587
FGRAMPH1_01T03043,-1.330792371,6.840114862,0.007139521,0.033785985
FGRAMPH1_01T01267,-1.348731683,10.16887965,0.001504384,0.009794879
FGRAMPH1_01T07059,-1.355002628,6.795767491,0.009954795,0.043616844
FGRAMPH1_01T06587,-1.355499989,7.423931892,0.004490452,0.023456616
FGRAMPH1_01T15195,-1.376046594,6.354976577,0.005316713,0.026806402
FGRAMPH1_01T02705,-1.378527066,7.330691538,0.004345941,0.022838562
FGRAMPH1_01T00803,-1.380001953,8.552710647,0.009651766,0.042466961
FGRAMPH1_01T19241,-1.39022813,6.688159451,0.006681302,0.032111373
FGRAMPH1_01T17493,-1.396771491,9.307034885,0.004282296,0.022583498
FGRAMPH1_01T07687,-1.400253253,7.569861038,0.007661709,0.035644493
FGRAMPH1_01T22531,-1.406542344,5.783869355,0.009066098,0.04027234
FGRAMPH1_01T26699,-1.407773489,6.932891315,0.004681819,0.024270547
FGRAMPH1_01T02165,-1.410939345,9.905887462,0.000376265,0.003200699
FGRAMPH1_01T02189,-1.419409415,6.711799003,0.010119421,0.044134851
FGRAMPH1_01T03423,-1.426629116,7.420001197,0.003547678,0.01951596
FGRAMPH1_01T17761,-1.428476528,7.99071029,0.006561513,0.031637379
FGRAMPH1_01T27605,-1.429234176,8.570254113,0.008510864,0.038499424
FGRAMPH1_01T01633,-1.433114123,7.19454438,0.002984668,0.016935239
FGRAMPH1_01T23809,-1.433201623,7.191296829,0.011051922,0.047222778
FGRAMPH1_01T23503,-1.438070495,8.680070847,0.002787843,0.016053497
FGRAMPH1_01T02967,-1.44651177,7.424466456,0.011177831,0.047651239
FGRAMPH1_01T11093,-1.450438658,8.783802611,0.002136487,0.013034441
FGRAMPH1_01T24887,-1.452312149,9.182757632,0.000469489,0.003853204
FGRAMPH1_01T19675,-1.455837277,6.175511588,0.01067093,0.045908691
FGRAMPH1_01T00985,-1.457425997,9.081992553,0.001083562,0.007538105
FGRAMPH1_01T20779,-1.457621401,6.137708264,0.010276086,0.044706316
FGRAMPH1_01T01433,-1.461701616,8.308428143,0.010829128,0.046474637
FGRAMPH1_01T11133,-1.463667358,7.331531285,0.001811444,0.011458971
FGRAMPH1_01T23659,-1.468158582,6.038512584,0.009562042,0.042178604
FGRAMPH1_01T10281,-1.469515166,6.240583215,0.007024781,0.033409221
FGRAMPH1_01T05979,-1.474107391,8.644780426,0.00056469,0.004486223
FGRAMPH1_01T06637,-1.476963698,5.599240815,0.011572798,0.048983086
FGRAMPH1_01T23479,-1.47721386,6.591133887,0.004100137,0.021887618
FGRAMPH1_01T10697,-1.479786094,6.692211001,0.006243726,0.030399304
FGRAMPH1_01T23249,-1.484478729,6.490152664,0.00441294,0.023109403
FGRAMPH1_01T15571,-1.485363682,7.592197295,0.010753099,0.046205206
FGRAMPH1_01T10319,-1.487707836,7.466358053,0.001823912,0.011496182
FGRAMPH1_01T27721,-1.488180215,7.473915053,0.010537824,0.045485664
FGRAMPH1_01T26625,-1.488189902,6.032456196,0.002743962,0.015871388
FGRAMPH1_01T07043,-1.488217423,8.004779766,0.004722128,0.024374753
FGRAMPH1_01T07449,-1.488931838,7.349144516,0.003191019,0.017873462
FGRAMPH1_01T03077,-1.495817494,8.008327274,0.00672381,0.032286013
FGRAMPH1_01T11071,-1.495963941,9.878562008,0.000184479,0.001829578
FGRAMPH1_01T03793,-1.499572594,8.205548773,0.001441595,0.00949239
FGRAMPH1_01T26109,-1.500049787,10.11448926,0.000438507,0.00363846
FGRAMPH1_01T06617,-1.500724929,6.991271311,0.006437603,0.03121253
FGRAMPH1_01T04769,-1.503863581,9.607429957,0.001319511,0.008844357
FGRAMPH1_01T09825,-1.504562153,5.772597418,0.007891321,0.03648559
FGRAMPH1_01T26369,-1.505761634,6.274624685,0.008937376,0.039860088
FGRAMPH1_01T04485,-1.506442909,6.19154437,0.01131933,0.048007357
FGRAMPH1_01T10877,-1.509268988,13.33461157,0.000279009,0.002527503
FGRAMPH1_01T09513,-1.511818553,8.507293339,0.002246901,0.013577116
FGRAMPH1_01T20067,-1.51260912,8.153873227,0.011629592,0.049163805
FGRAMPH1_01T19281,-1.518151936,7.888684766,0.001113718,0.007701802
FGRAMPH1_01T01009,-1.518614078,8.979423716,0.006358642,0.030901286
FGRAMPH1_01T17265,-1.52134057,8.823489508,0.000251557,0.002338181
FGRAMPH1_01T07355,-1.522509449,7.875321908,0.001228035,0.008311079
FGRAMPH1_01T06863,-1.523873078,9.379632933,0.000959476,0.006847886
FGRAMPH1_01T07227,-1.525424829,6.270218409,0.007530202,0.035173441
FGRAMPH1_01T20139,-1.531664312,7.154782023,0.002741896,0.015871388
FGRAMPH1_01T22893,-1.532351809,7.440256214,0.007035355,0.033429121
FGRAMPH1_01T10149,-1.535597781,5.76404582,0.009239163,0.040961593
FGRAMPH1_01T25017,-1.537062978,6.218492135,0.010527688,0.045460668
FGRAMPH1_01T20775,-1.53740346,6.860410601,0.005664832,0.028024178
FGRAMPH1_01T24743,-1.542455576,7.936152028,0.00648247,0.031386433
FGRAMPH1_01T23965,-1.54601661,5.846324561,0.010398556,0.045051799
FGRAMPH1_01T26819,-1.55212411,6.178445348,0.010823065,0.046467677
FGRAMPH1_01T19269,-1.555313989,5.862532415,0.008384607,0.038036006
FGRAMPH1_01T03277,-1.566771271,6.501811529,0.004318142,0.022703878
FGRAMPH1_01T07417,-1.567098867,6.566740834,0.00373676,0.020257884
FGRAMPH1_01T21035,-1.571015591,10.08744059,8.13E-05,0.000934596
FGRAMPH1_01T22939,-1.57171043,8.551827465,0.001489936,0.009746631
FGRAMPH1_01T20515,-1.577053663,9.273427034,0.00109947,0.007623426
FGRAMPH1_01T17297,-1.58345162,6.354369313,0.005510229,0.027493338
FGRAMPH1_01T14771,-1.584366302,6.974925144,0.004134194,0.021968547
FGRAMPH1_01T18393,-1.584713989,7.057325714,0.005493396,0.027461729
FGRAMPH1_01T27585,-1.588996205,7.435015894,0.001805022,0.011432168
FGRAMPH1_01T20223,-1.589017819,7.102232512,0.001970367,0.012220479
FGRAMPH1_01T26747,-1.589022975,5.935532123,0.008352543,0.037980296
FGRAMPH1_01T26113,-1.590080821,6.185194553,0.005901683,0.028946224
FGRAMPH1_01T18325,-1.591277419,8.505422225,0.000859471,0.006319496
FGRAMPH1_01T22627,-1.593085188,7.212899346,0.002083769,0.012779882
FGRAMPH1_01T27553,-1.593593241,8.694392157,0.000169845,0.00172198
FGRAMPH1_01T14975,-1.595056671,8.457359523,0.002815627,0.016168991
FGRAMPH1_01T19481,-1.595395173,8.57072109,0.00133423,0.008925865
FGRAMPH1_01T26129,-1.596555392,6.06153573,0.003502706,0.019288847
FGRAMPH1_01T02541,-1.59811756,7.525394074,0.001555691,0.010078758
FGRAMPH1_01T01131,-1.600522957,5.43482281,0.007403532,0.034721271
FGRAMPH1_01T25811,-1.606711834,5.591759417,0.008613263,0.038778215
FGRAMPH1_01T10507,-1.608359894,8.050206827,0.003723027,0.020225353
FGRAMPH1_01T02961,-1.608614688,8.387286422,0.003630686,0.019876766
FGRAMPH1_01T05009,-1.611277093,9.836790736,0.000281667,0.002547178
FGRAMPH1_01T03923,-1.611855511,7.071131053,0.004435582,0.023204748
FGRAMPH1_01T01659,-1.612868548,7.085531729,0.00600529,0.029347664
FGRAMPH1_01T19497,-1.613051153,6.483334896,0.003140854,0.017639698
FGRAMPH1_01T09063,-1.614037208,10.72372937,0.000338354,0.00294771
FGRAMPH1_01T10525,-1.618136434,6.348419502,0.007620146,0.035482684
FGRAMPH1_01T17559,-1.620691826,7.796059153,0.007095162,0.033636919
FGRAMPH1_01T04141,-1.620758971,7.178029494,0.000920299,0.006636176
FGRAMPH1_01T02033,-1.621243578,5.665933642,0.005833683,0.028696675
FGRAMPH1_01T01187,-1.623603287,5.535290045,0.011721996,0.049474485
FGRAMPH1_01T11837,-1.629106029,7.991829464,0.004649112,0.024140774
FGRAMPH1_01T06467,-1.629660815,7.465881542,0.008550424,0.038561674
FGRAMPH1_01T04607,-1.630351846,5.766138001,0.008014747,0.036859432
FGRAMPH1_01T27257,-1.63287687,9.960263692,0.000152094,0.001574048
FGRAMPH1_01T07331,-1.633333746,9.075359092,0.000382187,0.003240538
FGRAMPH1_01T10093,-1.633794109,5.630654312,0.008344985,0.037962423
FGRAMPH1_01T17949,-1.635028647,9.089644265,0.000245156,0.002297054
FGRAMPH1_01T07023,-1.639374704,6.507068034,0.002762343,0.015924185
FGRAMPH1_01T03419,-1.640471687,7.002622265,0.002230322,0.013525666
FGRAMPH1_01T19623,-1.640779248,8.111803601,0.006920827,0.033034761
FGRAMPH1_01T03087,-1.641012411,7.984197152,0.005019234,0.025580246
FGRAMPH1_01T10349,-1.641244357,7.950413435,0.000194977,0.001904802
FGRAMPH1_01T26761,-1.6458066,11.09350651,0.000725199,0.005490419
FGRAMPH1_01T20143,-1.645836786,6.058236733,0.004804889,0.024655987
FGRAMPH1_01T06705,-1.648122331,8.7481562,0.000231372,0.00219298
FGRAMPH1_01T26039,-1.654557487,6.518126933,0.002421028,0.01440911
FGRAMPH1_01T01931,-1.656970104,7.032879241,0.010525811,0.045460668
FGRAMPH1_01T15083,-1.658399868,5.242274428,0.005319416,0.026806402
FGRAMPH1_01T20021,-1.659136016,6.317064404,0.005166579,0.026178169
FGRAMPH1_01T20299,-1.661553744,7.897528064,0.001207459,0.008213377
FGRAMPH1_01T02671,-1.666696615,6.635334849,0.007100558,0.033647255
FGRAMPH1_01T25953,-1.670882189,8.556253849,0.000181897,0.001814287
FGRAMPH1_01T16917,-1.673725555,5.951698646,0.009326782,0.041283226
FGRAMPH1_01T00821,-1.676770774,6.568220395,0.007718581,0.03582942
FGRAMPH1_01T26855,-1.680725426,7.437944618,0.001373911,0.00912713
FGRAMPH1_01T01653,-1.681976079,8.394840233,0.00076368,0.0057361
FGRAMPH1_01T21421,-1.682162799,6.230132726,0.008902377,0.039737874
FGRAMPH1_01T23069,-1.683634003,8.248699592,0.001080709,0.007523258
FGRAMPH1_01T24763,-1.68416831,6.557958501,0.006518431,0.031480391
FGRAMPH1_01T27621,-1.686167865,7.024388957,0.000946243,0.006785843
FGRAMPH1_01T02203,-1.686955517,5.30279563,0.008214892,0.037533805
FGRAMPH1_01T03315,-1.689131233,6.357252863,0.001705599,0.010881513
FGRAMPH1_01T01083,-1.690001646,9.788496651,0.001314396,0.008822392
FGRAMPH1_01T27467,-1.691822953,9.500447659,0.000420826,0.003515704
FGRAMPH1_01T01609,-1.692662964,8.109492175,0.000444417,0.003678746
FGRAMPH1_01T26277,-1.700889076,9.139840767,0.000314122,0.002778237
FGRAMPH1_01T12837,-1.709450404,6.656998746,0.003032967,0.017126438
FGRAMPH1_01T26503,-1.715001081,5.494625155,0.003204587,0.017893505
FGRAMPH1_01T06377,-1.722041137,6.960427573,0.000609829,0.004772353
FGRAMPH1_01T23207,-1.724783551,7.522660954,0.000369454,0.003156554
FGRAMPH1_01T26295,-1.726404629,7.626008836,0.004170098,0.022125625
FGRAMPH1_01T24227,-1.72777823,6.60613414,0.005196068,0.026302109
FGRAMPH1_01T23255,-1.733457207,6.964678459,0.00091943,0.006636176
FGRAMPH1_01T09929,-1.733641154,7.414941877,0.00112335,0.007752867
FGRAMPH1_01T06673,-1.734128622,7.815524751,0.005560588,0.027639158
FGRAMPH1_01T14071,-1.734227595,7.740617493,0.00256807,0.015081424
FGRAMPH1_01T07327,-1.73871085,7.932452497,0.005546529,0.027595498
FGRAMPH1_01T03447,-1.740542297,9.741061654,0.000245133,0.002297054
FGRAMPH1_01T11697,-1.740937114,6.202911918,0.005690044,0.028109034
FGRAMPH1_01T24593,-1.747414902,8.898864581,0.00205976,0.01264004
FGRAMPH1_01T22967,-1.749120441,7.440982468,0.0058637,0.028817236
FGRAMPH1_01T05891,-1.751061125,8.615762822,0.000634241,0.004937549
FGRAMPH1_01T27835,-1.762934461,6.091128512,0.001122901,0.007752867
FGRAMPH1_01T01933,-1.764116306,6.753215619,0.006844426,0.032729993
FGRAMPH1_01T17385,-1.768300754,6.260556363,0.00273136,0.015832811
FGRAMPH1_01T10451,-1.773894905,7.802164059,0.000587601,0.004636551
FGRAMPH1_01T13481,-1.775775417,7.794349889,0.005438103,0.027289625
FGRAMPH1_01T04457,-1.775951762,5.594097543,0.004409049,0.02310224
FGRAMPH1_01T05939,-1.776763399,7.496644671,0.007858182,0.036396705
FGRAMPH1_01T12123,-1.780127133,10.18577165,0.000141132,0.001478144
FGRAMPH1_01T17015,-1.780720041,7.335300374,0.002661099,0.01550283
FGRAMPH1_01T06743,-1.781254502,9.832194768,0.000345418,0.00299926
FGRAMPH1_01T17603,-1.783230122,7.112672152,0.002583455,0.015151729
FGRAMPH1_01T19043,-1.797542001,6.503223429,0.008374807,0.038025706
FGRAMPH1_01T26409,-1.81123904,7.074034723,0.005215135,0.026373107
FGRAMPH1_01T10059,-1.814071998,6.595992321,0.003004013,0.017026538
FGRAMPH1_01T11063,-1.81729932,5.944202344,0.003387538,0.018763267
FGRAMPH1_01T19307,-1.825037964,12.00074383,1.98E-07,5.43E-06
FGRAMPH1_01T23015,-1.825835387,7.119551098,0.001762044,0.011173498
FGRAMPH1_01T27203,-1.828139691,6.928341448,0.002497542,0.014780419
FGRAMPH1_01T07293,-1.837772419,6.431485316,0.00155027,0.010062332
FGRAMPH1_01T04565,-1.841648974,9.663316894,0.001181953,0.008082857
FGRAMPH1_01T11301,-1.848508773,8.318581064,0.00058118,0.004599762
FGRAMPH1_01T20145,-1.850804474,5.618482659,0.00464239,0.024117841
FGRAMPH1_01T27111,-1.859468433,8.932332419,0.0031968,0.017886694
FGRAMPH1_01T07933,-1.859913159,6.669205757,0.001156164,0.007937624
FGRAMPH1_01T25817,-1.864215152,7.724348933,0.008325598,0.037940215
FGRAMPH1_01T06045,-1.865412244,5.636362849,0.004188288,0.022199625
FGRAMPH1_01T01831,-1.867759914,7.502518058,0.002802886,0.016104667
FGRAMPH1_01T24321,-1.87166345,6.669941851,0.000982453,0.006978553
FGRAMPH1_01T18399,-1.877656485,6.662283403,0.000769225,0.005769463
FGRAMPH1_01T24777,-1.879305636,5.713608608,0.002118694,0.01294854
FGRAMPH1_01T14347,-1.882159674,7.375353031,0.004313786,0.022703793
FGRAMPH1_01T23321,-1.883601764,9.73348318,9.14E-05,0.001023288
FGRAMPH1_01T27271,-1.883898039,6.790187802,0.000270884,0.00247173
FGRAMPH1_01T19045,-1.88410158,7.740167488,0.001028428,0.007231478
FGRAMPH1_01T10663,-1.884569463,10.00433966,3.78E-05,0.000496485
FGRAMPH1_01T07473,-1.888248782,6.530896326,0.000748083,0.005635124
FGRAMPH1_01T15235,-1.890781887,6.358781077,0.001892706,0.011844126
FGRAMPH1_01T03957,-1.905741689,6.303259344,0.001656276,0.010605637
FGRAMPH1_01T27497,-1.907917894,5.798562335,0.010632341,0.045818033
FGRAMPH1_01T24073,-1.909143429,8.058198333,0.001620935,0.01041069
FGRAMPH1_01T06985,-1.910016498,8.086865985,0.00075459,0.005671892
FGRAMPH1_01T18643,-1.911058848,7.601533489,0.001015512,0.007160152
FGRAMPH1_01T00911,-1.915805698,6.722471028,0.000655849,0.005064313
FGRAMPH1_01T03523,-1.916484924,8.833995769,0.000454406,0.003746611
FGRAMPH1_01T18537,-1.920110666,6.151938717,0.005535245,0.027578294
FGRAMPH1_01T27833,-1.922968225,6.013275457,0.001360868,0.009063505
FGRAMPH1_01T05951,-1.932271655,6.864962359,0.004096972,0.021881888
FGRAMPH1_01T06825,-1.933464956,7.054786229,0.003993142,0.021425764
FGRAMPH1_01T09183,-1.935739409,5.686742989,0.002019945,0.01245534
FGRAMPH1_01T22431,-1.937129337,7.462982443,0.00036091,0.003102876
FGRAMPH1_01T26067,-1.942342795,5.925841344,0.004455919,0.02329949
FGRAMPH1_01T03255,-1.945046301,8.625179741,0.000132764,0.001405982
FGRAMPH1_01T26479,-1.947043919,7.366918071,0.00052125,0.004177105
FGRAMPH1_01T19115,-1.947051454,5.174773766,0.001982123,0.012286112
FGRAMPH1_01T02261,-1.948525058,7.482028664,0.001076466,0.007508709
FGRAMPH1_01T17277,-1.949464998,6.225389234,0.003921184,0.021104601
FGRAMPH1_01T16671,-1.949534945,5.57088742,0.00202371,0.01245534
FGRAMPH1_01T10407,-1.950330243,7.272902525,0.007949019,0.03665926
FGRAMPH1_01T20703,-1.95128127,10.71103202,2.06E-05,0.000299484
FGRAMPH1_01T26813,-1.951789146,10.52473412,0.000311195,0.002754681
FGRAMPH1_01T17071,-1.954372035,6.582738556,0.00138093,0.009156321
FGRAMPH1_01T07779,-1.954550461,9.114306694,0.000689217,0.005278158
FGRAMPH1_01T19013,-1.956145648,5.776394671,0.003687738,0.020064899
FGRAMPH1_01T22583,-1.958600283,7.860670598,0.000327597,0.002873131
FGRAMPH1_01T11137,-1.960787535,5.741252224,0.010240281,0.044606186
FGRAMPH1_01T03451,-1.961222733,5.14658285,0.011260239,0.047853728
FGRAMPH1_01T17179,-1.962460541,6.56668114,0.000530844,0.004243104
FGRAMPH1_01T03557,-1.96559516,6.291410715,0.00270009,0.015695025
FGRAMPH1_01T17841,-1.96620278,7.687854552,0.003647412,0.01991301
FGRAMPH1_01T25771,-1.967723663,7.160644447,0.005035539,0.025626025
FGRAMPH1_01T04631,-1.968735954,8.057738612,0.001495961,0.009758256
FGRAMPH1_01T12663,-1.973477871,7.162843538,0.001036294,0.007272127
FGRAMPH1_01T06665,-1.979274245,8.161837953,0.000248133,0.00231392
FGRAMPH1_01T07161,-1.984298005,9.315883986,1.63E-05,0.000244769
FGRAMPH1_01T22955,-1.984432402,10.18867101,4.76E-07,1.17E-05
FGRAMPH1_01T14803,-1.989159274,7.085066419,0.005549906,0.027599178
FGRAMPH1_01T26705,-1.989466078,7.30988087,0.002610901,0.015269904
FGRAMPH1_01T25843,-1.989676746,11.62720393,3.15E-08,1.05E-06
FGRAMPH1_01T06967,-1.99037827,7.131798801,0.001861306,0.011682571
FGRAMPH1_01T26065,-1.992512781,9.375609665,6.59E-05,0.000788266
FGRAMPH1_01T26901,-1.995379329,5.97133739,0.001317232,0.008834742
FGRAMPH1_01T17319,-2.006526806,7.888006989,0.000374437,0.003187738
FGRAMPH1_01T23579,-2.008210376,6.068247836,0.004115668,0.021909515
FGRAMPH1_01T07031,-2.010763815,10.04644823,6.09E-06,0.000103282
FGRAMPH1_01T23259,-2.011597914,5.850364419,0.009828742,0.043173016
FGRAMPH1_01T14067,-2.011675467,7.085886037,0.000124826,0.001336801
FGRAMPH1_01T07697,-2.013064498,8.064281923,0.000124335,0.001332903
FGRAMPH1_01T02181,-2.013961191,7.844042674,0.000484853,0.003938676
FGRAMPH1_01T20315,-2.017330967,5.558450841,0.009501157,0.041945401
FGRAMPH1_01T14537,-2.020179044,7.759208692,0.000144448,0.001502347
FGRAMPH1_01T02263,-2.021650895,4.763834982,0.011180712,0.047651239
FGRAMPH1_01T19983,-2.0238304,5.541123794,0.008277499,0.037753911
FGRAMPH1_01T24035,-2.026985953,6.464655563,0.000191891,0.001881683
FGRAMPH1_01T01727,-2.027697345,7.931092982,0.000154467,0.00159545
FGRAMPH1_01T06243,-2.031585544,7.599147135,0.000926491,0.006667038
FGRAMPH1_01T17343,-2.03241969,8.59722936,5.28E-05,0.000654543
FGRAMPH1_01T21543,-2.036922276,5.677483614,0.007953409,0.03665926
FGRAMPH1_01T01211,-2.041700844,9.500927922,0.00077988,0.005836831
FGRAMPH1_01T04559,-2.044349326,6.200381832,0.002597294,0.015214322
FGRAMPH1_01T14499,-2.045220757,7.940592737,0.000126136,0.001346697
FGRAMPH1_01T14561,-2.04644655,5.305482018,0.008067833,0.037007336
FGRAMPH1_01T14207,-2.046718115,8.909148866,1.29E-05,0.000199861
FGRAMPH1_01T08337,-2.048606833,5.311736632,0.007758977,0.035985007
FGRAMPH1_01T17579,-2.049038354,5.983347451,0.001705467,0.010881513
FGRAMPH1_01T26673,-2.05057704,5.184083626,0.009049921,0.040241955
FGRAMPH1_01T03469,-2.051085104,5.006902176,0.009447462,0.041743579
FGRAMPH1_01T10235,-2.052807139,7.598485863,0.002853189,0.016321991
FGRAMPH1_01T20817,-2.054082404,7.212274654,0.000268117,0.002463873
FGRAMPH1_01T23395,-2.054659565,8.237817883,5.10E-05,0.000634094
FGRAMPH1_01T26907,-2.057095491,7.031692162,0.000867212,0.006349645
FGRAMPH1_01T27637,-2.058506766,5.427129111,0.000469544,0.003853204
FGRAMPH1_01T18745,-2.05951076,6.753836104,0.004000242,0.02143089
FGRAMPH1_01T03359,-2.061293056,6.554226319,0.002300011,0.013838424
FGRAMPH1_01T02285,-2.06203969,6.504646107,0.008421816,0.038179143
FGRAMPH1_01T14799,-2.06500649,8.505883139,2.17E-05,0.000313843
FGRAMPH1_01T26513,-2.067765812,5.767691324,0.009770284,0.042952303
FGRAMPH1_01T26145,-2.072589782,7.503001296,0.000241745,0.002277967
FGRAMPH1_01T26875,-2.073587614,8.094570144,0.000176604,0.001769932
FGRAMPH1_01T22657,-2.075329391,6.816953192,0.009952213,0.043616844
FGRAMPH1_01T07229,-2.075660667,6.952678017,0.000167131,0.001705199
FGRAMPH1_01T21385,-2.075797484,5.791274192,0.008987134,0.040024163
FGRAMPH1_01T14513,-2.076089562,5.743574745,0.000964446,0.006878666
FGRAMPH1_01T26111,-2.076762473,9.308867414,0.000360006,0.003097647
FGRAMPH1_01T00873,-2.077278157,5.966312458,0.008156611,0.03731706
FGRAMPH1_01T20541,-2.0792889,5.455735879,0.007957235,0.036660743
FGRAMPH1_01T00729,-2.083070947,7.554804758,0.000394908,0.003326828
FGRAMPH1_01T03069,-2.083804223,9.46983182,1.21E-05,0.000189659
FGRAMPH1_01T06671,-2.085506696,5.337232208,0.007853372,0.036390875
FGRAMPH1_01T18151,-2.087007032,8.121686603,0.002453516,0.014552349
FGRAMPH1_01T01265,-2.088175174,5.560845108,0.00836125,0.03800337
FGRAMPH1_01T15051,-2.091233053,6.503821785,0.000848941,0.006255259
FGRAMPH1_01T27189,-2.091813186,6.790454117,0.007129722,0.033770158
FGRAMPH1_01T14641,-2.093094373,5.963067958,0.008821819,0.039496233
FGRAMPH1_01T24409,-2.094460877,5.888495064,0.000900145,0.006531359
