,logFC,logCPM,PValue,FDR
FGRAMPH1_01T00591,9.288660439,7.242573013,2.43E-22,4.50E-21
FGRAMPH1_01T00601,1.02728692,3.686401865,0.01628232,0.031595311
FGRAMPH1_01T00611,-2.749610712,2.080551908,0.0003451,0.000986014
FGRAMPH1_01T00619,10.49840847,5.481629916,2.03E-20,3.34E-19
FGRAMPH1_01T00627,6.345799632,0.853986407,0.000379689,0.001078655
FGRAMPH1_01T00631,4.878921428,4.430539017,5.69E-20,9.04E-19
FGRAMPH1_01T00633,9.349165714,8.656677798,4.74E-84,1.24E-80
FGRAMPH1_01T00635,2.484142798,1.923884083,0.000142974,0.000441276
FGRAMPH1_01T00637,3.014410203,5.934919542,5.93E-09,3.53E-08
FGRAMPH1_01T00645,-1.523398633,3.601441829,0.000421299,0.001185598
FGRAMPH1_01T00647,-2.885857033,3.375374834,2.39E-13,2.23E-12
FGRAMPH1_01T00655,1.738104715,2.003633912,0.007854852,0.016552935
FGRAMPH1_01T00659,2.619219894,5.955097326,2.43E-07,1.16E-06
FGRAMPH1_01T00669,1.721956095,1.098066186,0.023007053,0.042825617
FGRAMPH1_01T00675,-2.44268513,4.672054491,0.00018658,0.00056178
FGRAMPH1_01T00677,-1.471346737,3.354122878,0.000337821,0.000968124
FGRAMPH1_01T00693,1.003499765,4.416369239,0.016352128,0.031707248
FGRAMPH1_01T00699,-4.703495043,6.779453184,4.75E-05,0.000160543
FGRAMPH1_01T00703,4.016423676,1.893066572,6.99E-08,3.59E-07
FGRAMPH1_01T00713,5.679824996,1.420855072,3.71E-09,2.26E-08
FGRAMPH1_01T00717,-2.338383522,1.493329638,3.84E-06,1.56E-05
FGRAMPH1_01T00721,-1.8299816,5.451911724,1.95E-06,8.26E-06
FGRAMPH1_01T00723,3.166672531,1.878459737,3.50E-06,1.43E-05
FGRAMPH1_01T00731,-2.665605902,2.994565396,7.28E-05,0.000238395
FGRAMPH1_01T00745,-2.078492088,5.877376106,1.79E-07,8.73E-07
FGRAMPH1_01T00747,-2.449707973,7.188775729,9.70E-05,0.000310034
FGRAMPH1_01T00749,-3.728046967,5.122787186,1.55E-11,1.21E-10
FGRAMPH1_01T00755,1.320548231,6.742906097,0.007312459,0.015569853
FGRAMPH1_01T00759,-2.168701427,2.665047934,9.15E-05,0.000293947
FGRAMPH1_01T00765,-2.274597334,4.874299762,1.11E-11,8.85E-11
FGRAMPH1_01T00769,-3.467726569,8.619741563,1.17E-08,6.66E-08
FGRAMPH1_01T00773,-2.529044661,3.464013951,9.76E-09,5.64E-08
FGRAMPH1_01T00777,-2.840107181,1.584900831,0.001394747,0.003543768
FGRAMPH1_01T00785,1.372291861,5.220554204,0.001085556,0.002824713
FGRAMPH1_01T00787,-1.825967663,4.948207203,0.000197169,0.000591589
FGRAMPH1_01T00789,-1.356382974,5.088656865,0.00095689,0.00251936
FGRAMPH1_01T00793,-2.791922487,7.007499994,1.65E-09,1.05E-08
FGRAMPH1_01T00797,1.023714201,6.259392623,0.008886263,0.018477139
FGRAMPH1_01T00811,-1.300692405,5.878986086,0.010342446,0.021114735
FGRAMPH1_01T00813,1.427802879,6.558927981,0.006023133,0.01310188
FGRAMPH1_01T00817,-2.180797309,3.27809426,0.00172381,0.00428414
FGRAMPH1_01T00819,-1.266545299,4.617744645,7.91E-05,0.000256948
FGRAMPH1_01T00827,3.986696923,2.470012802,1.47E-06,6.30E-06
FGRAMPH1_01T00833,-2.289846743,8.862587684,1.83E-06,7.77E-06
FGRAMPH1_01T00839,-1.262621788,5.93408153,0.006751818,0.014517934
FGRAMPH1_01T00849,-1.569128507,7.537468212,0.000796021,0.002127941
FGRAMPH1_01T00853,-1.120373856,5.781445615,0.002245696,0.005416487
FGRAMPH1_01T00855,-1.335292636,5.653159278,0.000787436,0.002106608
FGRAMPH1_01T00865,1.817609165,4.513090147,6.92E-05,0.000227146
FGRAMPH1_01T00867,-2.205773195,9.645394296,0.000409159,0.001154851
FGRAMPH1_01T00869,-5.828519139,4.372438263,4.90E-08,2.57E-07
FGRAMPH1_01T00873,-1.170112298,5.966312458,0.001062407,0.002773445
FGRAMPH1_01T00877,-1.003105197,3.035504363,0.022453192,0.041943893
FGRAMPH1_01T00883,-1.426025337,6.200271831,3.55E-06,1.44E-05
FGRAMPH1_01T00885,-3.472592272,7.296183413,2.28E-22,4.23E-21
FGRAMPH1_01T00897,-5.472163434,0.30333544,3.20E-07,1.50E-06
FGRAMPH1_01T00899,-2.583293195,5.767411076,1.88E-09,1.19E-08
FGRAMPH1_01T00901,-3.55393573,2.345286571,1.52E-06,6.48E-06
FGRAMPH1_01T00903,-1.333823135,3.745979379,0.026856107,0.049168058
FGRAMPH1_01T00909,1.427219141,5.586660812,0.003313751,0.007680943
FGRAMPH1_01T00911,-0.977193323,6.722471028,0.025959243,0.047659512
FGRAMPH1_01T00915,1.486750264,3.009678337,0.001926814,0.004725797
FGRAMPH1_01T00931,-2.62165411,4.920193159,1.59E-05,5.85E-05
FGRAMPH1_01T00933,1.567205544,7.434653052,0.000540713,0.001492392
FGRAMPH1_01T00935,1.930332355,2.100972071,0.000240004,0.00070674
FGRAMPH1_01T00939,-0.873430191,5.937670274,0.011136046,0.022537031
FGRAMPH1_01T00941,2.194598018,6.462989825,2.27E-08,1.25E-07
FGRAMPH1_01T00943,1.290538218,3.64061531,0.000111062,0.000350435
FGRAMPH1_01T00955,2.366497783,4.735679837,8.33E-11,6.08E-10
FGRAMPH1_01T00961,-0.86691859,5.100336143,0.008878631,0.018464941
FGRAMPH1_01T00965,-2.835880405,6.672314305,4.51E-10,3.01E-09
FGRAMPH1_01T00967,-6.299605579,4.668907374,2.38E-08,1.31E-07
FGRAMPH1_01T00981,-2.126168595,5.461233104,3.13E-10,2.13E-09
FGRAMPH1_01T00989,-2.073091676,5.020208524,0.000595058,0.00162731
FGRAMPH1_01T00993,-1.502929994,4.997902606,0.012202338,0.024416344
FGRAMPH1_01T00999,-1.662265322,5.093195954,0.000470115,0.001310287
FGRAMPH1_01T01015,1.301822338,6.872535185,0.015142326,0.029641564
FGRAMPH1_01T01017,2.211335821,4.314811308,8.73E-07,3.88E-06
FGRAMPH1_01T01023,1.528708943,4.456402383,0.002676046,0.00633759
FGRAMPH1_01T01025,2.865499566,5.395545431,1.10E-07,5.48E-07
FGRAMPH1_01T01033,1.16864584,11.1026588,0.002948759,0.00692234
FGRAMPH1_01T01035,-1.729202649,5.67021108,2.18E-05,7.85E-05
FGRAMPH1_01T01041,-1.481455731,4.264065178,0.005390521,0.011883906
FGRAMPH1_01T01047,-2.250429723,4.104791747,5.26E-05,0.000176303
FGRAMPH1_01T01049,2.017814198,2.230289435,7.52E-05,0.000245325
FGRAMPH1_01T01051,-4.327457937,4.781795439,2.26E-16,2.68E-15
FGRAMPH1_01T01055,-2.037873849,4.377348254,5.64E-06,2.23E-05
FGRAMPH1_01T01057,-1.926539192,7.099236549,0.001246182,0.003201278
FGRAMPH1_01T01059,-0.980442727,5.444562174,0.018358904,0.035110439
FGRAMPH1_01T01063,5.050034807,3.538479531,2.74E-15,2.99E-14
FGRAMPH1_01T01069,-1.190772434,6.477073383,0.005089931,0.01128543
FGRAMPH1_01T01071,3.031323513,6.16695265,6.69E-12,5.47E-11
FGRAMPH1_01T01085,2.337671754,4.13447934,0.001898317,0.004662461
FGRAMPH1_01T01087,1.348908455,5.648153167,0.002828987,0.00667009
FGRAMPH1_01T01089,-1.626111761,3.875114977,0.006940199,0.014874089
FGRAMPH1_01T01091,1.428138217,5.636814275,4.83E-06,1.92E-05
FGRAMPH1_01T01095,1.349854895,9.688913076,0.000237154,0.000698575
FGRAMPH1_01T01099,-10.34043007,2.098263001,1.92E-23,3.86E-22
FGRAMPH1_01T01101,-1.070528529,3.436058721,0.005035569,0.011175888
FGRAMPH1_01T01103,1.462294299,7.372007398,0.000553188,0.001523561
FGRAMPH1_01T01105,1.554907542,8.357094125,0.000157652,0.000482174
FGRAMPH1_01T01111,1.656046768,5.210407255,0.00423501,0.009589031
FGRAMPH1_01T01127,-3.929158657,8.557027774,1.23E-13,1.18E-12
FGRAMPH1_01T01129,-7.99180864,0.502317888,1.07E-09,6.88E-09
FGRAMPH1_01T01131,-1.645229078,5.43482281,0.000160325,0.000489204
FGRAMPH1_01T01133,0.974428405,5.367846332,0.018301668,0.035020182
FGRAMPH1_01T01135,-1.712798796,5.208081529,0.000305538,0.000884084
FGRAMPH1_01T01139,-1.220857394,6.90232919,0.002363279,0.005670027
FGRAMPH1_01T01145,-2.046207219,0.950761218,0.000876257,0.002326383
FGRAMPH1_01T01147,-0.787635246,5.509495983,0.020446197,0.038580444
FGRAMPH1_01T01151,1.786925785,5.99258663,1.67E-05,6.12E-05
FGRAMPH1_01T01159,2.072283804,7.014497134,6.19E-05,0.000204659
FGRAMPH1_01T01161,-1.059335821,5.0339704,0.016706197,0.03229803
FGRAMPH1_01T01163,1.010439872,6.561171031,0.026968989,0.049331561
FGRAMPH1_01T01165,-3.23548117,8.004780945,6.53E-07,2.97E-06
FGRAMPH1_01T01173,-3.552514731,5.1082014,9.25E-14,8.92E-13
FGRAMPH1_01T01175,-1.912481048,6.254954894,7.18E-06,2.79E-05
FGRAMPH1_01T01179,1.721419182,2.565389051,0.000102252,0.000325193
FGRAMPH1_01T01181,1.15375479,7.501946694,0.014371945,0.028276356
FGRAMPH1_01T01183,-1.977223242,3.658522543,3.62E-06,1.47E-05
FGRAMPH1_01T01185,-1.49044768,3.978878229,0.019226643,0.036602686
FGRAMPH1_01T01187,-1.399864038,5.535290045,0.004350261,0.009828715
FGRAMPH1_01T01191,-3.054338681,4.525957751,1.10E-07,5.51E-07
FGRAMPH1_01T01195,-1.476790323,6.42221295,0.001974395,0.004827785
FGRAMPH1_01T01199,0.880952784,5.789758421,0.01526225,0.029831668
FGRAMPH1_01T01205,-1.453072753,5.983672922,0.001129325,0.002927683
FGRAMPH1_01T01209,1.939448291,7.03854937,2.97E-05,0.000104588
FGRAMPH1_01T01211,1.056739099,9.500927922,0.012579887,0.025066341
FGRAMPH1_01T01213,-1.028718857,7.779845758,0.012536605,0.024989617
FGRAMPH1_01T01217,-1.938797003,0.933916956,0.008075626,0.016953305
FGRAMPH1_01T01221,-1.917801607,3.397212176,2.33E-05,8.36E-05
FGRAMPH1_01T01241,-7.298035632,6.907693257,3.30E-17,4.20E-16
FGRAMPH1_01T01243,-3.742735549,1.401100393,0.001301261,0.003327248
FGRAMPH1_01T01245,1.739911806,5.445649087,0.001936515,0.004746253
FGRAMPH1_01T01249,3.542891451,3.98767051,1.91E-16,2.28E-15
FGRAMPH1_01T01251,1.168973225,5.170988798,0.004503058,0.010128009
FGRAMPH1_01T01253,-2.479697439,8.136011662,2.86E-08,1.55E-07
FGRAMPH1_01T01255,1.584550113,6.660681424,0.00636901,0.013791175
FGRAMPH1_01T01273,3.990503684,6.270669966,6.58E-09,3.89E-08
FGRAMPH1_01T01279,-4.823836684,3.091148957,1.97E-06,8.33E-06
FGRAMPH1_01T01281,-1.864650831,8.164498177,0.000149716,0.000460459
FGRAMPH1_01T01285,-1.304292761,6.089798299,0.005866355,0.012790097
FGRAMPH1_01T01291,1.266534967,7.082102161,0.000183745,0.00055436
FGRAMPH1_01T01297,-1.828936256,5.474559971,2.73E-05,9.68E-05
FGRAMPH1_01T01299,-1.588792838,6.611899977,3.85E-06,1.56E-05
FGRAMPH1_01T01301,1.140539927,7.386999119,0.007761417,0.016392351
FGRAMPH1_01T01305,-0.917529897,5.057603244,0.02305713,0.042903566
FGRAMPH1_01T01317,1.382540411,2.634340633,0.015427587,0.030109838
FGRAMPH1_01T01319,2.608320514,2.063444995,2.01E-05,7.28E-05
FGRAMPH1_01T01325,-7.810955143,0.451275338,7.65E-07,3.43E-06
FGRAMPH1_01T01333,5.555642646,9.298267228,3.68E-39,2.37E-37
FGRAMPH1_01T01337,2.838706686,1.942612962,0.000472351,0.001315467
FGRAMPH1_01T01341,2.317369656,3.290349536,0.000558503,0.00153511
FGRAMPH1_01T01345,-2.378388435,4.787567926,1.18E-07,5.86E-07
FGRAMPH1_01T01349,-7.652750569,7.905106538,1.13E-15,1.27E-14
FGRAMPH1_01T01351,-0.826189001,4.680716866,0.022895146,0.04267045
FGRAMPH1_01T01353,2.512700675,5.511156738,0.000995727,0.002614377
FGRAMPH1_01T01361,-1.704837104,6.354314484,1.62E-06,6.89E-06
FGRAMPH1_01T01363,-1.807984481,3.856122319,1.47E-06,6.30E-06
FGRAMPH1_01T01367,1.735938403,2.488532089,6.42E-06,2.51E-05
FGRAMPH1_01T01377,10.79976687,5.610065815,3.51E-25,8.09E-24
FGRAMPH1_01T01381,4.044178119,4.063302128,2.49E-11,1.91E-10
FGRAMPH1_01T01383,2.504225261,3.274779941,1.87E-10,1.32E-09
FGRAMPH1_01T01387,2.419993612,4.048099162,4.55E-05,0.000154452
FGRAMPH1_01T01389,-1.570713355,5.295900742,0.000230974,0.000681908
FGRAMPH1_01T01393,-1.851296392,4.544165143,0.005737171,0.012547664
FGRAMPH1_01T01405,-1.615324595,3.600629366,0.002256941,0.005441101
FGRAMPH1_01T01407,-2.497301155,4.265305593,3.73E-06,1.52E-05
FGRAMPH1_01T01411,-2.874472403,4.429570916,0.000372371,0.001059593
FGRAMPH1_01T01431,2.667516029,5.436994306,1.19E-08,6.80E-08
FGRAMPH1_01T01439,-2.556868252,5.21709877,2.84E-07,1.34E-06
FGRAMPH1_01T01453,7.650316053,8.653444877,3.03E-19,4.58E-18
FGRAMPH1_01T01455,6.58978995,4.910352308,3.91E-41,2.99E-39
FGRAMPH1_01T01463,-4.09742542,0.564806094,0.000245537,0.000721846
FGRAMPH1_01T01465,-4.681706187,4.034564982,1.51E-16,1.83E-15
FGRAMPH1_01T01469,1.159925262,7.351954771,0.005834868,0.012730513
FGRAMPH1_01T01471,4.592683273,6.498921503,1.81E-11,1.40E-10
FGRAMPH1_01T01473,-1.503195411,1.551867405,0.021682665,0.040656941
FGRAMPH1_01T01475,3.69452932,2.96580453,3.02E-09,1.86E-08
FGRAMPH1_01T01477,1.644391225,6.738804875,9.66E-05,0.000308894
FGRAMPH1_01T01483,-2.071579601,4.992714716,2.42E-05,8.63E-05
FGRAMPH1_01T01489,-3.157496306,5.316677893,6.31E-19,9.22E-18
FGRAMPH1_01T01497,-1.722167943,4.986748543,0.002015459,0.004920147
FGRAMPH1_01T01499,-1.581459074,6.375662278,0.000280728,0.000818635
FGRAMPH1_01T01501,-1.933143481,7.427562054,4.76E-05,0.000160882
FGRAMPH1_01T01503,-3.607863514,7.269023154,1.14E-11,9.07E-11
FGRAMPH1_01T01505,-1.666427609,5.387798002,6.64E-05,0.000218878
FGRAMPH1_01T01513,-3.177952711,6.167108521,6.60E-10,4.35E-09
FGRAMPH1_01T01517,-6.373076584,6.362810397,9.60E-26,2.29E-24
FGRAMPH1_01T01523,3.246744429,2.428221933,1.87E-05,6.81E-05
FGRAMPH1_01T01525,-1.228982441,4.863874787,0.001691002,0.004212607
FGRAMPH1_01T01529,-4.046920979,4.792436271,5.22E-07,2.39E-06
FGRAMPH1_01T01531,-2.329354293,7.701602443,1.44E-06,6.17E-06
FGRAMPH1_01T01535,-1.257645489,7.328579989,0.00029431,0.000853009
FGRAMPH1_01T01541,-0.972442773,4.543058195,0.019964017,0.037820661
FGRAMPH1_01T01551,1.115414964,5.415330772,0.003230318,0.007515858
FGRAMPH1_01T01571,2.214409261,3.91793481,0.000119739,0.000374762
FGRAMPH1_01T01575,1.798809356,1.647522941,0.011393539,0.022991287
FGRAMPH1_01T01577,3.398391055,5.366821711,9.42E-13,8.30E-12
FGRAMPH1_01T01585,-1.623951129,3.839124257,0.000930769,0.002455532
FGRAMPH1_01T01595,-2.023228446,2.019929818,0.008004137,0.016809973
FGRAMPH1_01T01597,1.270692266,10.45149231,0.006378572,0.013809022
FGRAMPH1_01T01601,-1.523303518,8.272404672,3.96E-05,0.000135758
FGRAMPH1_01T01603,1.42666483,10.67273872,0.000775235,0.002076622
FGRAMPH1_01T01611,-2.014951721,6.426121445,1.11E-09,7.14E-09
FGRAMPH1_01T01615,1.093581907,4.209283592,0.001095359,0.002845269
FGRAMPH1_01T01617,1.804446076,6.658507362,2.02E-05,7.32E-05
FGRAMPH1_01T01619,3.654404403,8.353099927,2.42E-26,5.95E-25
FGRAMPH1_01T01621,-2.072093585,6.169897521,0.008565852,0.017867725
FGRAMPH1_01T01629,-3.149512825,6.564875845,1.26E-06,5.45E-06
FGRAMPH1_01T01631,1.884707796,6.13876505,7.09E-07,3.20E-06
FGRAMPH1_01T01637,2.112390909,6.421301392,7.95E-07,3.55E-06
FGRAMPH1_01T01639,1.935476558,0.795202574,0.001841441,0.004539819
FGRAMPH1_01T01643,1.33016878,2.713654496,0.010509382,0.021409593
FGRAMPH1_01T01645,1.503423237,3.719527341,0.006425258,0.013887105
FGRAMPH1_01T01651,3.175028768,7.24078715,3.07E-15,3.32E-14
FGRAMPH1_01T01661,2.437246114,5.750529435,1.01E-10,7.29E-10
FGRAMPH1_01T01663,-1.311651529,5.961709751,0.000667001,0.001809863
FGRAMPH1_01T01673,-3.604007586,9.140112001,4.18E-13,3.81E-12
FGRAMPH1_01T01681,-1.488349618,5.201762152,0.00362787,0.008327864
FGRAMPH1_01T01691,2.123318031,10.81826361,3.01E-05,0.000105562
FGRAMPH1_01T01693,-1.088063737,3.259272695,0.012463577,0.024862994
FGRAMPH1_01T01695,-2.035471061,1.398320342,0.001739589,0.004319251
FGRAMPH1_01T01699,1.191755773,4.691994466,0.021387117,0.040160339
FGRAMPH1_01T01713,2.847976601,5.163368239,8.08E-11,5.92E-10
FGRAMPH1_01T01717,-2.489423542,8.243153865,0.001768983,0.00438532
FGRAMPH1_01T01721,-2.679919147,1.741146213,0.011395662,0.022991287
FGRAMPH1_01T01727,-1.746792538,7.931092982,9.59E-06,3.65E-05
FGRAMPH1_01T01737,-2.029910194,6.128435539,1.17E-06,5.10E-06
FGRAMPH1_01T01739,-1.403119265,5.10350773,0.000589627,0.001614991
FGRAMPH1_01T01751,1.075326113,5.824452208,0.010069005,0.020620864
FGRAMPH1_01T01755,-1.834545303,3.863216609,0.000325011,0.000935769
FGRAMPH1_01T01757,-1.213332324,4.9409132,0.004613551,0.010334314
FGRAMPH1_01T01763,-2.893490207,5.309764188,2.76E-06,1.14E-05
FGRAMPH1_01T01779,-3.543044388,3.935679981,1.83E-09,1.16E-08
